Window Num,Num Data Points in Row,Speculator Proportion,Market Price,Excess Demand,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Overall Sim Volatility,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference
0,522,62.6%,101.18,-3,0.47223,1.32876,0,6.241,6.232,9.819,38.65,24.6
1,522,62.6%,96.84,-2,-0.1498,-0.05625,0,6.665,2.594,9.331,42.3,20.15
2,522,62.6%,100.66,-4,1.44321,0.96197,0,5.095,9.991,12.234,51.4,45.15
3,522,62.6%,98.59,0,-0.12643,-0.37843,0,15.353,5.578,17.388,35.4,26.05
4,522,62.6%,101.31,-2,0.1789,-0.3515,0,2.124,0.703,7.857,33.3,26.95
5,522,62.6%,96.37,7,0.95187,0.05794,0,1.216,3.135,10.882,45.2,30.1
6,522,62.6%,97.24,-5,0.30442,0.52111,0,7.063,7.554,7.312,48.35,28.25
7,522,62.6%,99.73,-7,-0.55345,-0.03693,0,3.001,1.107,8.468,28.65,21.6
8,522,62.6%,99.79,1,-0.18063,0.44368,0,1.967,4.876,13.813,27.45,13.25
9,522,62.6%,93.81,-20,-0.37681,-0.81091,0,8.363,0.577,4.251,38.3,29.25
10,522,62.6%,92.24,-17,-0.38152,-0.49398,0,9.898,0.489,4.801,39.05,12.95
11,522,62.6%,93.33,-13,-0.24283,-0.14491,0,2.21,2.093,8.879,37.25,30.9
12,522,62.6%,89.3,-20,-0.86075,0.28531,0,15.611,10.292,11.179,33.65,24.5
13,522,62.6%,95.57,-10,0.07693,2.42416,0,1.692,1.786,9.679,26.6,19.95
14,522,62.6%,95.81,2,-1.01507,-0.92465,0,5.226,1.379,8.732,24.7,20.8
15,522,62.6%,95.47,-22,-0.65996,-0.96397,0,8.482,1.087,7.0,26.15,18.3
16,522,62.6%,92.77,-10,-0.99411,-0.12307,0,1.784,0.45,6.316,34.75,26.2
17,522,62.6%,98.97,-5,-0.67467,-0.10028,0,23.43,7.463,11.769,23.95,18.7
18,522,62.6%,93.96,-22,-0.55818,-0.26254,0,0.998,1.665,3.476,33.65,16.8
19,522,62.6%,97.66,-14,-1.07867,-0.57413,0,14.25,12.546,8.991,19.6,15.85
20,522,62.6%,93.69,-52,0.19018,-0.65836,0,15.534,0.5,7.23,27.65,16.4
21,522,62.6%,95.83,-17,-1.00625,-0.7257,0,8.843,2.119,11.751,22.4,19.3
22,522,62.6%,90.11,-42,-1.02326,-0.83727,0,4.722,0.909,2.535,32.25,21.75
23,522,62.6%,90.11,-45,-0.81624,-1.10675,13.84325,4.903,0.522,7.546,26.95,12.7
24,522,65.6%,91.36,-18,-0.67538,-0.27629,0,5.335,1.7,11.743,33.75,26.25
25,522,65.6%,92.96,-11,0.31059,-0.61101,0,13.453,1.0,7.78,34.55,11.2
26,522,65.6%,90.79,-45,-0.13587,-0.00383,0,1.511,2.006,6.69,31.2,15.95
27,522,65.6%,93.57,-29,-0.65752,0.22311,0,4.4,nan,9.483,20.15,10.55
28,522,65.6%,92.23,-23,0.79393,-0.57501,0,0.55,0.707,12.504,36.05,34.8
29,522,65.6%,81.97,-30,-0.98829,-0.44925,0,4.19,8.195,6.224,41.95,29.55
30,522,65.6%,83.52,-47,-0.4279,0.00709,0,0.665,0.797,1.29,27.0,20.05
31,522,65.6%,90.15,-28,-0.86736,-0.54778,0,4.297,0.707,2.658,29.85,27.05
32,522,65.6%,89.52,-10,-0.8643,1.31119,0,15.241,0.577,6.672,32.5,22.5
33,522,65.6%,76.38,-41,-0.8693,-0.78441,0,4.205,0.5,6.135,44.65,37.65
34,522,65.6%,89.37,-41,-0.54551,-0.75958,0,2.465,0.577,5.405,22.45,22.3
35,522,65.6%,79.2,-7,-0.08518,-0.50133,0,1.849,nan,7.624,43.35,19.5
36,522,65.6%,85.92,-12,-0.23641,0.66347,0,0.813,0.58,3.824,47.3,15.0
37,522,65.6%,90.0,-14,1.41944,0.35104,0,2.056,0.707,3.283,39.55,16.1
38,522,65.6%,52.84,-57,-0.85058,-0.88928,0,6.969,0.493,3.547,76.8,10.3
39,522,65.6%,59.2,-33,-1.412,-1.43534,0,11.355,0.517,5.003,59.6,17.45
40,522,65.6%,78.04,-44,0.14594,-0.79546,0,0.904,0.471,10.861,37.65,11.25
41,522,65.6%,71.71,-40,-1.02355,-1.15703,0,0.67,0.535,3.835,40.9,17.05
42,522,65.6%,82.33,-8,-1.35409,-0.27027,0,16.705,0.577,8.048,29.6,22.2
43,522,65.6%,60.33,-41,-0.75822,-0.75447,0,1.726,4.295,4.055,58.8,17.7
44,522,65.6%,63.23,-33,-1.15783,-1.20674,0,0.608,0.582,6.998,37.4,18.3
45,522,65.6%,85.83,-1,0.33816,-1.28406,0,4.123,nan,3.499,39.65,26.7
46,522,65.6%,68.74,-58,1.16338,-0.44295,0,1.185,0.83,5.836,41.45,14.85
47,522,65.6%,79.32,-40,-0.98077,-0.53331,4.49602,2.98,0.531,5.294,40.8,33.25
48,522,68.6%,51.32,-89,1.22952,-0.91334,0,0.9,0.482,0.733,61.8,11.2
49,522,68.6%,72.41,-45,-0.66529,-0.34547,0,0.728,nan,1.007,54.85,22.2
50,522,68.6%,80.98,-38,-1.06551,0.20939,0,4.388,0.548,3.899,31.1,25.05
51,522,68.6%,82.46,-65,-1.13812,-0.60383,0,1.394,0.707,5.601,37.55,8.15
52,522,68.6%,72.26,-72,-1.21924,-1.04678,0,0.617,0.577,2.028,55.5,42.6
53,522,68.6%,60.65,-77,-0.12544,-0.75777,0,0.579,0.577,2.093,45.9,19.75
54,522,68.6%,84.08,-75,-0.37727,-1.27259,0,4.382,0.577,2.855,32.2,18.35
55,522,68.6%,70.25,-87,-0.69579,-1.1866,0,0.477,nan,3.808,38.8,22.4
56,522,68.6%,81.35,-90,-0.53176,-0.6604,0,0.665,0.548,10.267,36.25,20.2
57,522,68.6%,68.91,-59,-1.08826,-0.05076,0,0.713,0.707,2.496,48.5,17.7
58,522,68.6%,55.45,-67,-0.51335,-0.57173,0,0.659,0.664,2.144,41.1,13.85
