Window Num,Num Data Points in Row,Speculator Proportion,Market Price,Excess Demand,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Overall Sim Volatility,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference
0,719,64.0%,102.16,2,0.8708,-0.71354,0,7.265,13.449,11.944,43.65,42.0
1,719,64.0%,98.74,-2,2.22819,-0.52343,0,4.282,1.292,13.735,48.3,23.95
2,719,64.0%,102.3,-7,0.71133,-0.73867,0,6.418,4.572,13.681,50.8,43.05
3,719,64.04%,99.7,1,0.58454,-0.99646,-1.99708,1.895,2.485,11.344,55.85,32.1
4,719,64.04%,98.73,-2,-0.48884,-0.36605,0,18.694,5.665,9.729,37.35,14.9
5,719,64.04%,98.77,1,-0.92602,-0.54955,0,9.905,9.786,9.615,26.35,23.4
6,719,64.04%,93.71,-1,0.23497,-0.12221,16.96204,11.764,1.341,8.31,53.4,21.85
7,719,64.08%,94.57,-22,1.47294,-0.18563,0,2.481,0.577,7.454,46.5,37.75
8,719,64.08%,93.59,-14,2.29013,0.25472,0,2.186,0.548,6.775,43.05,15.35
9,719,64.08%,91.72,-8,-0.52599,-0.54679,0,3.523,0.49,6.438,41.75,33.4
10,719,64.12%,91.39,4,-0.73175,-0.01989,-1.92775,8.415,9.291,6.81,38.55,18.45
11,719,64.12%,97.1,-14,0.23548,-0.30801,0,1.486,0.577,6.214,34.05,24.45
12,719,64.12%,94.53,-26,-0.89633,-0.57109,0,5.169,1.662,4.436,32.55,25.9
13,719,64.12%,91.61,-8,1.19634,2.27023,6.0453,1.272,1.043,2.681,42.4,38.25
14,719,64.16%,95.35,-13,-0.75068,-0.74934,0,17.611,0.577,6.802,35.8,17.6
15,719,64.16%,95.3,-7,-0.67492,-0.90273,0,0.759,0.577,5.716,25.7,17.2
16,719,64.16%,89.8,-7,-1.07069,-1.1974,0,4.374,nan,13.563,33.2,22.55
17,719,64.2%,96.3,-11,1.06125,1.97046,-1.78167,3.267,0.744,4.814,30.3,24.95
18,719,64.2%,89.03,-19,-0.73463,-0.71179,0,0.73,0.503,3.023,28.75,20.9
19,719,64.2%,94.71,16,0.02346,-0.78758,0,0.82,0.593,6.072,28.55,22.15
20,719,64.2%,88.92,-17,-0.7733,-1.22726,2.44762,7.549,0.496,9.207,39.75,20.15
21,719,64.24%,89.91,-64,0.05395,-1.19421,0,0.597,0.548,8.887,39.75,16.9
22,719,64.24%,86.5,-31,-1.15439,-0.84585,0,2.207,0.577,1.888,43.4,23.2
23,719,64.24%,88.53,-55,0.26387,0.34344,0,4.821,0.548,5.062,40.95,12.8
