Window Num,Num Data Points in Row,Speculator Proportion,Market Price,Excess Demand,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Overall Sim Volatility,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference
0,753,64.0%,101.56,-3,0.23497,-0.44468,0,15.161,7.209,12.184,38.45,28.5
1,753,64.0%,100.4,1,1.06857,-0.18708,0,4.621,1.325,9.537,39.95,25.95
2,753,64.0%,100.24,-2,0.40009,-0.32789,0,7.929,7.377,9.582,42.05,21.55
3,753,64.04%,99.22,3,-0.21275,-0.57094,-1.40618,11.351,1.208,6.304,40.2,24.0
4,753,64.04%,95.52,-4,-0.75204,-1.12862,0,21.904,0.5,9.688,34.85,23.45
5,753,64.04%,93.95,-3,-0.42717,0.05281,0,1.727,0.548,8.9,37.8,27.25
6,753,64.04%,97.03,2,-0.30927,0.09793,-1.66222,0.965,1.253,6.568,37.0,18.1
7,753,64.08%,92.63,-12,-0.74162,-0.54482,0,1.823,2.831,3.815,32.75,32.75
8,753,64.08%,89.35,-11,-0.60927,-0.33923,0,1.728,0.627,6.62,37.95,20.65
9,753,64.08%,90.34,-24,-0.53951,-1.33623,20.28389,3.589,4.22,9.545,35.55,23.5
10,753,64.12%,98.38,-26,0.54048,2.0068,0,1.682,3.483,8.452,31.45,19.05
11,753,64.12%,96.03,-33,-0.74816,-0.76058,0,3.159,0.419,5.618,29.8,14.9
12,753,64.12%,92.73,-25,0.84525,-1.24654,0,4.121,0.994,3.956,37.0,30.25
13,753,64.16%,93.94,-30,-1.02213,-1.08189,-1.04092,1.088,0.707,9.577,33.25,10.35
14,753,64.16%,96.93,-42,-0.68523,-1.35025,0,9.243,0.707,8.841,24.15,19.7
15,753,64.16%,93.82,-77,-0.48638,-0.49712,0,13.168,0.648,8.167,28.95,27.0
16,753,64.16%,96.74,-47,-1.11293,-0.06964,-1.83662,1.984,6.026,7.279,19.8,17.1
17,753,64.2%,89.74,-53,-1.23974,-1.07048,0,0.964,0.71,2.014,34.4,17.2
18,753,64.2%,91.25,-27,-0.90317,-0.94389,0,19.162,0.707,11.998,32.75,13.55
19,753,64.2%,90.96,-43,0.01645,-0.81085,7.69554,2.517,0.596,1.175,34.05,12.55
20,753,64.24%,79.55,-86,-0.95583,-1.03748,0,6.621,5.224,6.558,53.0,19.75
21,753,64.24%,87.46,-57,-0.82444,-0.8979,0,0.98,1.844,1.986,35.9,24.5
22,753,64.24%,69.7,-96,-0.94837,-0.1528,0,0.777,nan,6.562,61.8,23.4
23,753,64.28%,82.86,-66,-0.719,-0.20389,-0.51883,2.185,0.707,5.545,48.9,15.45
24,753,64.28%,87.92,-52,-0.88699,-0.15825,0,0.599,0.548,3.352,25.9,22.25
25,753,64.28%,79.11,-74,-1.36453,-0.10309,0,2.783,0.356,4.952,33.75,21.9
26,753,64.28%,92.8,-89,-0.64598,1.96125,-1.94565,0.566,0.549,5.406,21.7,19.6
27,753,64.32%,87.07,-141,-0.89113,2.62418,0,6.037,0.577,8.387,35.2,12.5
28,753,64.32%,84.06,-125,-0.70528,1.00268,0,3.418,6.292,7.224,36.55,24.2
29,753,64.32%,76.24,-171,-0.74717,0.32299,3.53379,3.983,0.577,4.767,39.5,14.7
30,753,64.36%,87.27,-122,-0.06251,-1.26694,0,1.258,0.518,1.779,37.85,23.45
31,753,64.36%,72.16,-135,-1.36997,-1.53817,0,2.864,1.344,2.928,57.7,14.0
32,753,64.36%,51.02,-206,-0.36563,-0.6616,0,1.043,0.577,6.052,28.25,15.35
33,753,64.4%,60.3,-181,-0.09478,-1.28369,0.24718,5.522,nan,3.497,52.95,20.05
34,753,64.4%,84.87,-136,0.7548,-0.53545,0,0.897,0.577,6.299,31.45,31.45
35,753,64.4%,68.91,-146,-1.42175,-1.63777,0,0.666,0.577,1.711,55.5,18.65
36,753,64.4%,57.19,-179,-1.02013,-0.62706,-1.9985,6.882,6.669,3.482,40.85,15.8
