Window Num,Num Data Points in Row,Speculator Proportion,Market Price,Excess Demand,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Overall Sim Volatility,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference
0,472,64.0%,101.57,-4,-0.23799,-0.83776,0,9.166,18.973,11.438,43.2,30.4
1,472,64.0%,99.82,2,0.25435,-0.53106,0,12.287,1.297,13.373,44.3,25.3
2,472,64.0%,101.13,-4,0.60475,0.08142,0,9.109,2.634,12.636,48.65,27.35
3,472,64.0%,100.16,-5,-0.02173,1.05292,0,18.13,1.129,14.431,36.9,22.1
4,472,64.0%,101.81,-3,-0.31177,-0.09716,0,15.211,48.42,12.738,33.85,25.55
5,472,64.0%,102.16,-3,-0.09838,-0.77521,0,1.848,1.126,7.714,35.95,19.55
6,472,64.0%,96.58,-4,-0.78552,-0.43901,0,2.968,0.704,4.459,27.05,22.0
7,472,64.0%,98.87,-4,-0.87396,0.42952,0,4.159,1.894,10.546,23.7,17.5
8,472,64.0%,98.15,-7,-1.00238,-1.1819,0,4.782,1.107,4.916,23.0,21.2
9,472,64.0%,95.16,-13,-1.0333,-0.10211,0,13.175,0.548,9.046,24.2,16.25
10,472,64.0%,95.88,-8,-0.23846,-1.07999,0,3.618,0.55,12.194,34.1,22.75
11,472,64.0%,96.67,-14,-0.67714,0.33524,0,29.491,0.577,14.056,23.25,18.5
12,472,64.0%,92.92,-36,-0.44473,-0.03757,0,3.038,0.821,4.051,34.25,29.85
13,472,64.0%,92.03,-24,-0.83806,-0.7283,0,14.643,44.757,10.286,31.4,23.1
14,472,64.0%,94.61,-27,-0.38124,-1.15375,0,3.612,0.548,12.972,32.05,22.75
15,472,64.0%,90.17,-37,-1.08974,-0.99634,0,6.895,0.5,5.885,32.85,27.7
16,472,64.0%,99.18,-24,-0.45346,-0.9308,0,2.981,1.669,8.654,30.95,24.0
17,472,64.0%,95.8,-43,-0.92291,0.82351,0,2.155,0.478,11.784,21.45,18.65
18,472,64.0%,95.99,-33,-0.38651,-0.57432,0,6.948,0.477,4.805,27.5,21.3
19,472,64.0%,94.57,-14,-0.53573,-1.25388,0,21.88,nan,14.269,32.35,15.6
20,472,64.0%,95.27,-30,-0.4931,-1.29523,0,6.763,18.94,7.31,34.6,12.7
21,472,64.0%,96.6,-29,-0.95186,-0.61407,0,30.448,0.492,15.111,23.1,22.7
22,472,64.0%,93.71,-57,-0.63787,-1.03889,0,5.391,12.294,5.423,31.05,21.4
23,472,64.0%,92.59,-72,-0.47234,-0.57642,0,4.452,0.753,5.053,30.15,23.8
24,472,64.0%,90.52,-70,-1.02272,-0.84845,0,3.667,0.848,5.062,29.1,17.8
25,472,64.0%,94.25,-66,-0.55514,-0.15281,0,9.437,19.505,7.864,18.4,15.5
26,472,66.0%,93.76,-65,-0.01765,0.98681,-2.00388,7.488,0.548,4.0,28.8,20.3
27,472,66.0%,93.78,-66,0.25479,-0.28549,0,0.785,0.526,1.565,31.55,17.5
28,472,66.0%,93.9,-53,-0.34547,-0.41848,0,3.283,1.94,2.0,26.4,9.8
29,472,66.0%,90.1,-50,-0.42121,0.47135,0,14.496,0.479,8.652,30.4,22.65
30,472,66.0%,93.4,-35,-0.40007,-0.67861,0,6.799,0.548,4.203,28.8,28.6
31,472,66.0%,93.86,-71,1.18017,-0.49709,0,1.819,0.52,3.87,40.45,39.4
32,472,66.0%,74.66,-61,-0.66741,-0.39453,0,11.058,0.944,5.393,47.7,14.6
33,472,66.0%,89.69,-61,0.67486,-1.38481,0,1.232,0.548,3.612,36.7,17.55
34,472,66.0%,82.04,-65,-0.79518,-0.9323,0,1.186,0.855,9.258,46.35,29.1
35,472,66.0%,87.98,-68,-1.15857,-0.56483,0,0.737,1.166,4.892,24.7,16.65
36,472,66.0%,89.4,-83,-1.10698,0.67297,0,1.683,0.815,5.156,20.7,19.5
37,472,66.0%,65.24,-89,0.06377,-0.25853,0,2.109,nan,2.07,55.05,41.5
38,472,66.0%,87.97,-64,0.07207,-0.19798,0,10.242,0.577,6.659,31.05,17.2
39,472,66.0%,81.78,-58,-1.32444,-0.88012,0,9.249,0.981,4.932,36.0,17.4
40,472,66.0%,89.55,-63,0.14761,-1.02783,0,1.799,0.707,9.687,28.4,21.1
41,472,66.0%,81.78,-80,-0.99277,-1.20468,0,7.959,0.577,4.746,38.85,36.7
42,472,66.0%,72.35,-118,-1.16118,-0.69049,0,1.504,1.374,3.055,36.8,21.55
43,472,66.0%,70.13,-108,-1.04552,-0.46439,0,0.614,0.577,2.195,46.3,21.35
44,472,66.0%,82.96,-102,-0.98945,-0.71291,0,1.579,0.485,2.964,30.9,11.85
45,472,66.0%,87.07,-98,-0.52999,-0.86609,0,2.076,0.577,2.465,33.45,24.95
46,472,66.0%,89.87,-85,1.22368,-0.64124,0,5.751,0.5,3.019,31.75,15.25
47,472,66.0%,70.66,-110,-1.50554,-1.48656,0,6.447,5.902,11.299,61.75,18.95
48,472,66.0%,55.69,-146,0.21297,-0.71977,0,1.295,0.707,3.254,37.25,21.25
49,472,66.0%,87.92,-118,-0.68998,-1.27994,0,0.533,0.748,6.404,22.0,9.75
50,472,66.0%,89.43,-87,4.76152,-0.57255,0,0.703,0.548,3.41,37.35,36.05
51,472,66.0%,83.42,-108,-0.64675,-0.61683,0,4.125,0.577,4.301,36.95,16.2
52,472,66.0%,73.09,-142,0.89374,0.14376,24.80981,1.331,nan,4.32,57.35,51.6
53,472,68.0%,50.89,-183,-0.36907,-1.00397,0,4.213,0.577,6.492,45.35,17.05
54,472,68.0%,45.18,-180,0.58465,-1.01459,0,1.291,0.491,1.376,24.1,6.05
55,472,68.0%,49.47,-166,-0.67595,-1.14683,0,0.586,0.577,5.898,17.8,16.0
56,472,68.0%,48.44,-164,0.32466,-0.91311,0,3.422,0.963,2.667,39.75,20.1
57,472,68.0%,48.58,-203,-1.02496,-1.25219,0,2.888,1.216,1.481,40.35,10.65
58,472,68.0%,61.57,-167,-0.72947,-0.31905,0,0.767,0.624,1.028,51.0,28.9
59,472,68.0%,83.52,-114,-1.13435,0.23336,0,0.855,nan,3.762,32.0,15.2
60,472,68.0%,80.75,-127,-1.51801,-0.73403,0,24.689,0.577,10.46,33.9,16.4
61,472,68.0%,78.74,-125,-0.94677,-1.29762,0,23.544,0.532,10.819,41.55,28.15
