Window Num,Num Data Points in Row,Speculator Proportion,Market Price,Excess Demand,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Overall Sim Volatility,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference
0,573,64.0%,101.06,3,0.332,-0.85802,0,8.568,3.405,7.745,45.2,35.85
1,573,64.0%,100.32,0,0.6602,0.28977,0,13.808,9.912,12.74,42.85,26.2
2,573,64.0%,102.54,-5,1.63176,-0.53787,0,12.224,8.723,10.021,46.3,43.6
3,573,64.0%,99.57,-2,2.08496,-0.64298,0,10.947,3.096,10.01,34.8,15.9
4,573,64.2%,97.59,-1,0.52301,0.04771,-1.6795,1.176,0.547,12.516,37.8,23.0
5,573,64.2%,95.05,-10,-0.67526,-1.29708,0,1.537,0.699,8.503,30.2,22.8
6,573,64.2%,93.3,5,-0.46605,-0.59041,0,1.823,1.103,7.848,48.45,34.6
7,573,64.2%,98.23,4,0.41208,-0.38036,0,7.055,0.629,7.643,41.25,27.25
8,573,64.2%,98.07,5,0.00624,1.09864,-0.97091,5.139,3.534,4.509,30.1,28.85
9,573,64.4%,89.98,-10,-0.66481,-0.23524,0,1.783,2.628,7.263,31.9,25.95
10,573,64.4%,92.72,-11,-1.03087,0.08626,0,3.292,9.295,3.453,32.2,29.1
11,573,64.4%,94.1,-23,-0.05966,-0.9899,0,13.678,0.52,7.352,41.65,24.1
12,573,64.4%,91.42,-26,-0.3334,-0.18001,0,4.267,3.52,5.918,36.95,22.0
13,573,64.6%,95.91,-29,0.26006,-0.78524,6.39915,14.782,0.449,6.795,33.95,31.45
14,573,64.6%,92.83,-36,-0.4774,-0.23661,0,3.454,2.019,7.995,36.85,27.55
15,573,64.6%,95.51,-11,-0.77094,0.83846,0,6.876,1.074,5.381,32.4,19.45
16,573,64.6%,95.36,-10,-0.6733,-0.78248,0,3.622,0.807,9.778,25.85,19.8
17,573,64.8%,96.42,-14,0.87873,-0.65396,-1.96949,1.314,0.707,6.008,34.65,10.45
18,573,64.8%,91.94,-49,-0.51555,0.71037,0,3.783,9.719,6.216,34.95,11.4
19,573,64.8%,92.45,-36,0.13742,0.8089,0,22.252,0.558,12.734,34.05,13.6
20,573,64.8%,95.98,-34,-0.83509,-1.10723,0,0.938,0.577,3.539,26.4,18.15
21,573,64.8%,90.17,-46,0.01169,-0.20799,0.64874,0.809,0.548,10.693,45.8,30.55
22,573,65.0%,93.69,-43,2.20029,-0.09218,0,1.784,0.565,5.618,37.55,25.75
23,573,65.0%,82.2,-50,-0.94739,-0.06156,0,3.689,0.577,5.189,36.8,27.9
24,573,65.0%,90.75,-46,0.17342,-0.31767,0,0.579,0.577,5.988,32.05,17.8
25,573,65.0%,89.41,-39,-0.06065,-1.09576,0,8.146,0.548,4.848,45.3,18.25
26,573,65.2%,90.31,-49,-0.09118,0.52667,0.85208,12.855,0.95,6.541,35.4,13.05
27,573,65.2%,90.18,-48,-0.72061,-0.12607,0,1.077,2.401,6.413,28.45,15.65
28,573,65.2%,89.21,-67,0.32695,-0.9729,0,0.581,0.505,6.077,29.15,14.1
29,573,65.2%,89.32,-50,-0.79191,0.37255,0,1.664,0.707,6.716,31.7,14.65
30,573,65.2%,90.04,-44,-0.25933,-0.69344,-1.97969,3.603,6.062,5.74,32.65,24.2
31,573,65.4%,81.58,-56,-0.34431,0.08069,0,8.321,0.577,13.629,42.7,24.35
32,573,65.4%,81.23,-84,-1.40249,-0.87138,0,0.803,0.887,2.154,29.7,21.3
33,573,65.4%,83.99,-58,-1.08396,-0.7554,0,21.926,2.314,10.026,28.0,21.15
34,573,65.4%,85.45,-23,-0.28719,-1.3425,5.58341,0.86,0.574,6.178,41.65,28.7
35,573,65.6%,89.06,-39,2.09341,-0.2046,0,0.871,0.741,3.379,49.5,16.35
36,573,65.6%,91.96,-70,0.09758,-1.50568,0,0.951,0.707,10.897,32.75,10.45
37,573,65.6%,72.98,-197,-0.66415,-0.95885,0,0.741,0.508,2.383,37.35,19.5
38,573,65.6%,86.67,-138,0.42892,-0.85813,0,1.52,1.062,3.293,39.0,9.7
39,573,65.8%,87.8,-138,0.74347,-0.23559,-0.88789,0.599,0.998,8.588,39.0,35.85
40,573,65.8%,85.55,-98,-0.33821,-0.94482,0,1.346,nan,4.709,39.8,18.8
41,573,65.8%,70.32,-197,-1.4547,-0.49971,0,1.251,0.707,7.372,50.6,24.6
42,573,65.8%,77.61,-183,-0.45274,-0.26783,0,3.039,0.577,1.587,42.45,23.85
43,573,65.8%,83.74,-159,-0.96673,-0.60886,-1.71438,8.681,nan,10.845,30.7,16.6
44,573,66.0%,83.71,-164,-1.21425,-0.70178,0,8.426,0.707,4.825,32.05,11.9
45,573,66.0%,75.19,-162,-0.81977,-0.45456,0,0.553,0.707,1.232,36.8,13.25
46,573,66.0%,84.39,-145,-0.92689,-0.33122,0,2.407,6.226,1.905,25.65,21.1
47,573,66.0%,84.55,-145,-1.0654,-0.63873,139.48163,0.775,0.923,2.707,28.35,27.75
48,573,66.2%,79.74,-133,-0.46836,3.60931,0,1.656,4.067,2.573,35.25,24.5
49,573,66.2%,77.79,-155,-1.22122,-0.58966,0,0.586,0.577,0.996,35.45,6.35
