Window Num,Num Data Points in Row,Speculator Proportion,Market Price,Excess Demand,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Overall Sim Volatility,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference
0,535,64.0%,101.86,-13,0.29512,0.76718,0,4.078,6.492,10.033,39.1,22.3
1,535,64.0%,99.05,0,-0.05864,-0.86697,0,5.085,3.8,8.957,28.45,14.95
2,535,64.0%,99.31,-3,-0.35406,-0.00172,0,3.143,1.159,10.428,30.7,30.7
3,535,64.0%,98.63,1,-0.23849,-0.48485,0,15.589,20.086,14.633,37.8,33.3
4,535,64.0%,98.58,4,-0.2877,-0.76202,-1.45915,5.327,0.682,10.338,32.55,28.4
5,535,64.04%,100.11,5,-0.11775,-0.55064,0,6.699,0.835,13.939,28.15,21.5
6,535,64.04%,96.11,-10,-0.44169,-0.39138,0,1.663,0.631,6.398,25.4,23.6
7,535,64.04%,95.93,-5,-0.42201,0.12065,0,3.879,1.326,7.734,32.5,24.95
8,535,64.04%,96.32,-9,-0.26913,-0.33466,0,19.234,1.289,13.463,40.5,24.2
9,535,64.08%,98.44,2,2.01156,-0.37465,-1.5831,1.103,0.496,5.008,38.15,22.0
10,535,64.08%,93.16,-1,-0.71848,-0.25032,0,23.456,0.577,9.874,33.1,21.3
11,535,64.08%,94.49,-16,-0.99238,-0.67707,0,1.37,1.02,6.491,34.75,30.15
12,535,64.08%,90.55,-9,-0.82191,-0.60058,0,1.1,0.639,6.976,38.6,18.5
13,535,64.08%,94.04,-6,-0.81757,-1.04004,0,5.24,13.278,4.026,26.55,20.75
14,535,64.12%,100.12,4,-0.5519,-1.44123,48.98687,1.187,0.471,8.78,26.5,20.4
15,535,64.12%,95.54,-24,-0.96821,-0.92877,0,6.341,2.209,3.613,26.9,19.6
16,535,64.12%,93.21,-28,-0.96762,-0.80097,0,1.679,0.481,6.951,28.0,24.3
17,535,64.12%,94.47,-19,-0.62837,-0.06703,0,6.62,0.5,6.808,23.65,23.65
18,535,64.12%,96.51,-28,-0.81697,-1.29454,-1.31267,14.46,2.788,8.281,21.6,14.55
19,535,64.16%,97.66,-17,-0.38425,-1.13945,0,18.897,6.678,9.309,27.75,25.85
20,535,64.16%,92.36,-30,-0.34245,-0.78829,0,3.732,0.723,10.92,36.35,17.9
21,535,64.16%,96.74,-46,-0.47998,-0.75862,0,2.127,5.268,3.597,26.35,18.5
22,535,64.16%,91.9,-43,0.02788,-1.07943,0,1.461,0.837,2.766,35.0,17.45
23,535,64.2%,92.75,-30,0.54236,0.3463,-1.68742,0.632,0.675,3.354,28.45,18.3
24,535,64.2%,92.54,-44,-0.76716,-0.52171,0,2.818,12.964,4.009,24.55,18.75
25,535,64.2%,90.13,-44,-0.94409,-0.31972,0,0.958,0.577,13.599,34.1,22.6
26,535,64.2%,89.21,-45,-0.753,-0.79236,0,3.472,2.487,9.639,39.3,19.0
27,535,64.2%,78.14,-62,-1.09653,-1.1468,0,6.946,0.715,3.607,45.2,17.75
28,535,64.24%,92.48,-39,0.02341,0.16242,22.00515,6.68,nan,8.249,37.3,21.05
29,535,64.24%,70.99,-51,-1.03556,-0.95509,0,1.382,0.502,6.388,58.65,29.45
30,535,64.24%,78.57,-24,-1.43858,-1.07059,0,0.96,1.578,6.179,53.1,27.5
31,535,64.24%,88.11,-44,-0.3965,-1.02072,0,1.162,0.707,7.924,39.9,18.2
32,535,64.24%,90.09,-23,0.18402,-0.42645,-1.13992,6.376,0.707,2.929,32.9,25.9
33,535,64.28%,96.32,-19,-0.85044,-0.32167,0,0.628,1.121,6.375,18.25,13.65
34,535,64.28%,79.12,-93,-1.2998,-0.90717,0,1.148,0.577,2.911,39.15,15.3
35,535,64.28%,91.6,-47,-0.95793,-0.38837,0,12.003,0.707,7.955,19.25,14.7
36,535,64.28%,86.21,-47,-0.85147,-0.42768,0,19.061,0.547,10.134,31.5,13.35
37,535,64.32%,79.94,-61,-0.9057,-0.89317,-1.77438,2.527,3.867,2.763,28.3,11.2
38,535,64.32%,89.41,-32,0.66597,1.82236,0,2.312,nan,5.57,30.75,19.05
39,535,64.32%,71.66,-47,-1.31223,-1.30024,0,2.213,0.583,5.7,48.45,9.05
40,535,64.32%,70.32,-41,-0.75286,-1.07155,0,0.81,0.5,3.316,41.1,11.8
41,535,64.32%,86.1,-42,-0.92497,2.61757,0,3.178,0.479,1.908,37.5,28.55
42,535,64.36%,81.1,-62,-0.46744,-0.59268,13.02535,3.455,0.577,3.505,35.85,13.9
43,535,64.36%,76.86,-57,-0.09135,-0.70229,0,0.602,0.577,7.147,30.6,13.6
44,535,64.36%,73.85,-76,-0.46463,-0.3283,0,1.866,0.707,2.775,36.6,12.4
45,535,64.36%,84.86,-71,-0.85639,-1.38601,0,4.441,0.81,5.059,30.85,22.2
46,535,64.36%,84.47,-69,-0.42482,-0.57601,-0.93608,20.383,61.815,10.044,24.85,22.0
47,535,64.4%,87.63,-62,-1.05393,-0.81617,0,0.594,0.9,7.205,23.15,15.7
48,535,64.4%,82.7,-81,-0.51045,0.60643,0,1.824,0.577,1.199,38.15,19.35
49,535,64.4%,75.15,-106,-0.55428,-0.54661,0,6.745,0.577,3.726,40.0,16.6
50,535,64.4%,75.34,-127,-0.68559,-1.21569,0,0.545,0.577,3.763,47.3,14.45
51,535,64.44%,79.35,-101,-1.0972,-0.68029,-1.84576,0.787,0.509,0.868,30.95,6.8
52,535,64.44%,87.63,-74,-0.65928,1.74308,0,18.216,0.539,10.271,28.9,28.55
53,535,64.44%,85.1,-89,-0.15673,-0.43607,0,2.518,0.577,1.266,35.2,18.15
54,535,64.44%,70.86,-198,-1.07692,-1.28295,0,1.969,nan,6.754,46.55,22.25
55,535,64.44%,84.31,-149,-0.82098,-0.44047,0,0.499,0.502,0.675,28.55,11.4
56,535,64.48%,67.25,-192,-1.28985,-1.0165,8.54667,3.416,0.753,3.933,42.95,20.9
57,535,64.48%,83.47,-140,-0.77627,-0.07476,0,18.504,nan,10.154,29.95,16.45
58,535,64.48%,80.18,-150,0.04468,-0.22451,0,1.308,0.707,5.517,41.25,27.05
59,535,64.48%,66.43,-181,0.09954,-0.15732,0,17.665,0.573,7.708,42.8,15.45
60,535,64.48%,70.68,-176,-0.67409,-0.07459,-0.69482,0.508,0.707,0.888,20.6,19.9
61,535,64.52%,72.94,-152,-1.15073,-1.07807,0,0.517,0.577,5.608,30.6,14.05
62,535,64.52%,56.55,-216,-0.06725,-0.71712,0,9.917,0.707,4.609,33.55,5.35
63,535,64.52%,46.99,-217,-0.44131,0.03256,0,1.301,nan,0.903,16.55,8.3
64,535,64.52%,67.27,-192,0.48175,-0.3103,0,0.735,0.577,2.665,32.65,10.3
65,535,64.56%,78.53,-152,-0.84823,0.38721,-1.90296,3.648,3.435,1.959,26.9,18.95
66,535,64.56%,77.09,-142,-0.80192,-1.01679,0,3.542,0.577,4.209,27.45,20.95
67,535,64.56%,78.87,-161,-0.75603,-0.64432,0,0.765,nan,0.715,22.5,12.15
68,535,64.56%,85.87,-205,1.5907,-0.99884,0,0.609,0.837,2.416,25.0,9.0
69,535,64.56%,85.78,-180,0.1922,0.14456,0,0.627,0.548,1.171,23.4,18.5
70,535,64.6%,83.07,-176,-0.13226,-0.79667,5.86899,0.54,nan,0.638,33.15,2.05
71,535,64.6%,85.57,-159,-0.43828,0.00063,0,7.474,0.577,4.045,26.0,25.75
72,535,64.6%,70.27,-171,-0.2325,-0.82457,0,0.569,0.577,1.104,28.55,11.8
73,535,64.6%,72.01,-195,-1.02499,-0.89738,0,0.573,0.577,5.749,38.45,11.15
74,535,64.6%,73.06,-181,-0.89801,-0.10423,-0.40773,0.511,0.707,9.93,45.95,19.55
75,535,64.64%,56.09,-207,-0.89847,-0.74227,0,1.819,3.985,0.952,45.75,19.6
76,535,64.64%,80.21,-201,-0.49344,0.0319,0,0.509,0.535,3.751,38.25,16.25
77,535,64.64%,83.18,-201,1.04814,-0.84998,0,0.579,0.738,1.073,36.0,25.35
78,535,64.64%,78.8,-153,-1.29309,-0.79186,0,0.69,0.577,11.652,28.95,15.3
79,535,64.68%,71.66,-216,-0.59673,-1.26829,-1.94703,1.286,nan,0.766,27.5,15.9
80,535,64.68%,61.85,-253,-0.67547,-0.98949,0,0.722,0.707,2.599,43.25,12.5
81,535,64.68%,76.65,-249,-0.93524,-1.38348,0,0.581,0.577,1.708,36.05,10.25
82,535,64.68%,77.76,-199,-0.52943,-1.0449,0,0.91,1.366,2.237,37.4,22.95
83,535,64.68%,65.53,-180,-0.57205,-0.9822,0,0.787,1.096,0.775,23.2,12.3
84,535,64.72%,61.34,-192,-0.1295,-1.12955,4.09232,0.555,0.577,0.636,31.35,13.85
85,535,64.72%,77.34,-142,-0.78719,-1.3858,0,1.001,0.628,0.657,39.45,8.3
86,535,64.72%,75.77,-244,-1.40425,-0.06083,0,1.297,0.816,0.895,34.6,8.1
87,535,64.72%,63.27,-249,-0.76285,-0.34311,0,0.888,0.577,1.217,17.7,13.55
88,535,64.72%,53.03,-272,-0.60528,-1.19654,-0.06341,0.654,0.577,2.489,29.7,23.3
89,535,64.76%,58.75,-267,4.66638,0.00247,0,0.611,0.577,1.447,40.9,28.55
90,535,64.76%,85.04,-213,-1.13154,0.25804,0,0.511,0.558,0.569,18.85,9.8
91,535,64.76%,80.7,-277,-0.91585,-1.27489,0,0.594,0.707,0.652,28.5,15.65
