Window Num,Num Data Points in Row,Speculator Proportion,Market Price,Excess Demand,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Overall Sim Volatility,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference
0,558,64.0%,103.86,-5,0.30032,-0.13788,0,13.809,6.604,13.14,34.85,16.35
1,558,64.0%,100.17,-2,0.70095,-0.16857,0,5.243,6.911,9.82,42.1,25.75
2,558,64.0%,100.7,-2,-0.1868,0.58341,0,5.579,6.665,12.696,39.65,20.15
3,558,64.0%,100.45,-4,0.46048,-0.29354,0,12.337,1.66,11.108,35.2,31.6
4,558,64.0%,97.36,9,0.64086,-0.76854,0,11.813,4.909,9.491,50.3,17.65
5,558,64.0%,100.35,-3,-0.37383,-0.42049,0,13.856,0.959,9.487,25.2,21.2
6,558,64.0%,99.33,-14,-0.3388,0.16706,0,7.101,5.999,8.83,37.3,20.7
7,558,64.0%,99.34,-6,-0.90133,-0.67034,0,0.935,0.558,2.27,18.2,13.3
8,558,64.0%,96.91,-2,0.74895,1.70475,0,6.708,0.707,6.293,48.85,35.7
9,558,64.0%,95.76,-7,0.50082,-1.09325,0,2.53,1.742,5.012,57.2,21.0
10,558,64.0%,92.01,-15,-0.99608,-0.56458,0,5.659,3.398,5.277,32.2,24.5
11,558,64.0%,88.68,-10,-1.33286,-0.29207,0,11.522,0.577,5.379,34.45,28.05
12,558,64.0%,94.8,-6,-0.21868,2.99732,0,6.927,0.548,5.631,30.85,30.85
13,558,64.0%,93.71,-27,0.33627,-0.73628,0,4.384,5.512,4.835,38.85,18.75
14,558,64.0%,92.61,-12,-0.47223,-0.64071,0,7.027,0.577,9.337,35.95,20.25
15,558,64.0%,96.24,2,-0.5903,0.00649,0,19.402,0.548,11.041,22.05,15.45
16,558,64.0%,97.19,-13,-0.1985,-0.38714,0,1.411,1.954,6.131,24.55,23.1
17,558,64.0%,92.95,-28,-1.05517,-0.1505,0,2.583,0.577,11.137,33.15,18.2
18,558,64.0%,97.12,17,0.29609,-0.09788,0,0.739,0.707,6.432,31.9,10.05
19,558,64.0%,90.13,-3,-0.30147,-0.02743,0,5.72,4.304,3.291,30.95,19.25
20,558,64.0%,97.23,16,-0.30952,-0.87347,0,1.921,0.457,5.115,33.85,12.3
21,558,64.0%,93.67,-29,-0.86792,-0.2601,0,1.532,0.848,8.613,30.45,25.5
22,558,64.4%,92.37,-23,-1.09363,-1.0774,-1.84402,0.698,0.863,6.942,33.45,19.05
23,558,64.4%,92.8,-13,0.58474,-0.41636,0,12.672,0.6,6.189,36.3,26.35
24,558,64.4%,89.27,-17,-0.29281,-0.75491,0,1.305,0.527,6.407,33.75,33.75
25,558,64.4%,83.49,-25,0.19797,-0.31508,0,1.84,1.356,4.06,41.5,21.6
26,558,64.4%,89.17,-27,-1.03427,-0.24916,0,2.318,0.577,1.711,31.0,24.3
27,558,64.4%,89.95,-4,-0.49966,-0.48929,0,4.241,0.5,4.346,31.25,24.2
28,558,64.4%,87.22,-43,-0.07766,-1.50836,0,4.589,0.418,10.814,34.75,16.05
29,558,64.4%,88.25,-44,-0.73522,-0.68304,0,2.927,0.837,1.555,29.75,22.1
30,558,64.4%,88.06,-33,-0.56441,-0.64839,0,1.343,0.577,3.572,31.9,16.55
31,558,64.4%,92.48,-32,-0.24842,0.27426,0,0.856,0.707,8.021,34.0,12.3
32,558,64.4%,84.12,-54,-1.18272,-0.90783,0,5.972,0.658,2.795,39.9,14.8
33,558,64.4%,87.73,-80,-0.42292,0.61142,0,5.48,1.173,3.067,35.55,24.45
34,558,64.4%,91.45,-39,1.3022,-0.95182,0,2.59,0.577,4.143,31.65,14.95
35,558,64.4%,86.58,-47,-0.34937,-0.18977,0,2.058,0.837,6.509,43.3,11.6
36,558,64.4%,83.44,-63,-0.37071,-0.57736,0,0.749,0.577,10.168,39.0,18.95
37,558,64.4%,88.04,-77,0.41239,0.16269,0,0.568,0.707,0.99,27.55,27.55
38,558,64.4%,76.66,-64,-1.51031,-1.0605,0,7.567,0.816,6.982,45.7,15.85
39,558,64.4%,86.67,-64,-0.84398,-0.42861,0,2.27,0.577,7.638,28.3,24.35
40,558,64.4%,84.42,-91,-0.66783,-0.97105,0,0.672,0.707,6.628,33.05,12.0
41,558,64.4%,83.96,-109,-0.05151,-0.4796,0,0.716,0.707,4.375,33.9,13.1
42,558,64.4%,72.17,-109,-1.45854,-1.30423,0,8.323,9.494,4.093,44.4,26.8
43,558,64.4%,84.1,-69,-0.96744,-0.0599,0,1.009,1.698,3.719,33.1,18.3
44,558,64.4%,85.9,-79,-0.99205,-0.22348,0.33196,0.96,0.707,9.742,26.4,25.3
45,558,64.8%,87.67,-60,-0.07913,1.06748,0,0.895,1.665,2.048,28.35,10.95
46,558,64.8%,81.44,-100,-0.05117,0.60141,0,3.735,9.022,1.755,31.0,17.85
47,558,64.8%,83.83,-122,-1.20744,-1.01301,0,0.667,0.548,6.457,26.4,20.75
48,558,64.8%,82.71,-102,-0.27628,0.39654,0,3.087,0.577,6.147,38.3,21.05
49,558,64.8%,72.04,-142,-1.02923,-0.6079,0,1.711,0.548,2.356,50.2,16.25
