Window Num,Num Data Points in Row,Speculator Proportion,Market Price,Excess Demand,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Overall Sim Volatility,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference
0,706,64.0%,100.65,-6,-0.00286,0.26445,0,6.887,1.528,13.166,36.1,22.2
1,706,64.0%,100.31,1,0.86353,-0.88978,0,13.398,21.985,10.496,44.2,22.55
2,706,64.0%,99.33,5,0.65715,-0.50361,0,2.794,1.899,13.05,43.1,26.4
3,706,64.0%,102.69,-2,-0.76242,-0.41613,-1.97832,3.68,0.776,13.958,40.3,19.2
4,706,64.04%,95.56,-11,-0.69502,-1.19488,0,8.84,1.865,11.754,33.65,22.15
5,706,64.04%,91.63,3,-0.37318,-1.2882,0,15.811,0.535,8.248,47.4,22.25
6,706,64.04%,94.97,0,-0.28317,-0.30105,0,1.737,0.535,4.634,34.3,18.3
7,706,64.08%,95.3,-3,-0.15991,-0.01871,7.32216,0.796,0.841,5.573,40.65,12.25
8,706,64.08%,97.51,-6,0.16843,-0.90578,0,3.353,0.513,10.302,27.85,24.2
9,706,64.08%,94.05,-6,-0.452,-0.17217,0,14.945,0.488,8.186,30.6,25.2
10,706,64.08%,88.72,-1,-0.26594,-1.04215,-1.74517,1.306,2.18,7.34,53.3,19.3
11,706,64.12%,96.58,9,-1.13812,-0.31848,0,4.567,0.577,14.073,23.35,19.0
12,706,64.12%,95.78,-24,-0.94109,-1.51039,0,4.549,0.5,6.753,24.7,17.35
13,706,64.12%,95.94,-19,-0.81047,-0.53291,0,3.581,7.488,5.614,19.95,17.15
14,706,64.16%,94.21,-8,-0.61362,-1.1452,1.3005,3.981,0.636,3.977,30.45,20.85
15,706,64.16%,94.05,-22,-0.72899,-0.62326,0,2.523,nan,2.624,27.05,11.7
16,706,64.16%,91.47,-41,-0.83977,-1.0747,0,4.097,0.577,2.054,26.8,11.85
17,706,64.16%,95.69,-26,0.14988,-1.25834,-1.18801,7.45,4.939,10.191,25.15,20.75
18,706,64.2%,79.68,-15,-1.26866,-0.82933,0,4.258,18.626,4.628,45.6,34.15
19,706,64.2%,89.52,-9,-0.39688,-0.1745,0,0.993,0.546,5.488,42.8,20.85
20,706,64.2%,84.7,-23,-0.76575,-0.83308,0,0.833,0.577,6.988,44.65,21.9
21,706,64.24%,88.01,2,0.85811,0.34817,-0.6113,2.458,0.704,2.834,56.9,26.4
22,706,64.24%,65.59,-31,-1.36408,-1.30161,0,0.661,0.693,3.731,57.4,14.5
23,706,64.24%,91.16,4,-0.77466,-0.36762,0,1.581,0.613,10.844,37.7,13.25
24,706,64.24%,89.14,-10,0.19243,-0.62732,-0.01517,1.07,0.688,8.175,37.45,15.6
25,706,64.28%,88.63,-29,1.12361,0.93888,0,15.325,41.37,5.921,46.15,15.85
26,706,64.28%,86.36,-30,0.60095,0.00774,0,2.983,0.577,8.233,30.25,9.25
27,706,64.28%,86.54,-19,-0.34526,-0.74131,0,7.656,0.577,6.785,29.6,25.55
28,706,64.32%,91.63,-42,1.17776,-0.71177,-1.46934,0.965,0.707,1.6,26.15,10.05
