Window Num,Num Data Points in Row,Speculator Proportion,Market Price,Excess Demand,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Overall Sim Volatility,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference
0,394,62.6%,104.98,0,0.30528,-0.73231,0,17.259,2.772,9.197,45.35,29.85
1,394,62.6%,99.42,-4,-0.32888,-0.60052,0,9.591,3.827,9.484,35.15,17.95
2,394,62.6%,100.45,-1,-0.44408,-0.66959,0,8.724,1.277,8.441,27.8,25.9
3,394,62.6%,100.22,2,0.12632,-0.79271,0,20.358,14.53,11.113,37.15,17.15
4,394,62.6%,100.22,-6,1.78304,-0.45067,0,7.176,1.001,8.368,24.55,22.6
5,394,62.6%,101.48,-3,0.57812,0.30301,0,15.706,0.379,8.582,45.75,35.05
6,394,62.6%,94.21,-2,-0.23023,-0.14159,0,3.117,0.973,8.169,39.4,37.6
7,394,62.6%,100.6,1,-0.85496,-0.36952,0,1.762,0.577,4.658,22.25,20.8
8,394,62.6%,91.54,-10,-1.09895,-0.69048,0,12.076,1.406,6.834,43.25,27.8
9,394,62.6%,92.16,-12,-0.67851,-1.08622,0,3.672,0.5,6.016,43.8,20.1
10,394,62.6%,96.33,9,-0.90706,-1.17873,0,5.787,10.005,8.191,22.1,18.2
11,394,62.6%,96.65,19,-1.36881,0.34452,0,10.47,2.138,7.575,18.3,15.6
12,394,62.6%,97.54,6,-0.81714,-0.96157,0,2.836,0.837,10.565,27.5,22.55
13,394,62.6%,96.0,-6,-0.76756,-0.78224,0,1.579,0.615,3.547,22.8,22.3
14,394,62.6%,97.74,-34,-0.13048,-0.80487,0,8.193,0.633,5.194,35.85,31.6
15,394,62.6%,95.22,-32,-0.62148,-0.66155,0,1.229,nan,2.349,43.5,38.75
16,394,62.6%,91.99,-28,-0.7271,-1.22958,0,12.695,0.843,8.817,32.6,18.8
17,394,62.6%,98.19,-31,-0.98702,0.34413,0,4.185,5.001,10.649,29.15,18.1
18,394,62.6%,94.15,-38,-0.03983,-0.8399,0,11.947,0.837,7.018,25.75,16.45
19,394,62.6%,99.55,-19,-0.3971,-0.48321,0,4.126,1.0,3.628,23.85,17.1
20,394,62.6%,94.56,-22,-0.33188,0.39292,0,0.704,0.577,7.461,33.25,31.0
21,394,62.6%,99.55,-26,-0.55415,3.15763,0,14.051,48.078,7.979,23.6,21.85
22,394,62.6%,92.69,-32,-0.7114,-0.23426,0,1.629,0.818,4.219,28.95,24.4
23,394,62.6%,94.51,-35,-0.85572,-0.48703,0,4.019,0.811,10.108,34.1,12.85
24,394,62.6%,95.44,-44,-1.09454,-0.79013,0,7.014,0.5,5.229,26.3,21.4
25,394,62.6%,97.01,-30,-0.37031,0.86767,0,0.866,0.577,3.548,31.65,16.55
26,394,62.6%,91.19,-44,-0.59235,0.06642,0,2.722,0.898,3.064,39.8,20.45
