Window Num,Num Data Points in Row,Speculator Proportion,Market Price,Excess Demand,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Overall Sim Volatility,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference
0,540,64.0%,103.19,-4,0.32754,-0.45773,0,2.482,2.489,11.215,42.85,30.05
1,540,64.0%,100.73,-6,-0.53889,-0.67669,0,17.965,2.769,14.137,38.25,27.0
2,540,64.0%,99.4,1,0.25247,0.69251,0,15.668,47.806,16.942,34.35,22.55
3,540,64.0%,100.7,-3,0.71279,-0.90985,0,8.021,2.581,9.077,41.65,33.1
4,540,64.0%,100.7,9,1.26009,0.86123,-1.71653,2.732,0.632,10.577,45.15,30.55
5,540,64.04%,96.1,-4,-0.93106,0.11247,0,1.289,0.707,10.23,36.5,26.3
6,540,64.04%,94.47,-10,-0.60116,-0.16805,0,3.3,0.548,8.487,32.3,17.45
7,540,64.04%,99.39,13,-0.07271,-0.34825,0,1.059,1.809,2.658,27.85,13.9
8,540,64.04%,97.4,-12,-0.31938,-1.08326,0,2.337,0.583,8.833,28.5,19.1
9,540,64.08%,97.01,-1,-0.82982,-1.06982,-0.78905,1.399,3.52,6.455,31.45,28.75
10,540,64.08%,91.64,5,-0.94383,-0.49959,0,19.564,0.577,9.811,34.85,34.45
11,540,64.08%,91.56,-8,-0.24543,-0.55032,0,7.521,0.48,9.491,42.7,15.35
12,540,64.08%,92.83,-34,-1.01339,-0.6972,0,13.856,1.412,7.345,26.35,15.65
13,540,64.08%,89.42,-27,-0.42183,-0.08366,4.17464,4.991,0.821,3.349,41.45,36.2
14,540,64.12%,97.08,-5,-0.48295,0.44243,0,12.783,0.879,10.117,24.3,17.55
15,540,64.12%,95.62,-5,-0.56629,-0.19568,0,4.285,0.5,6.972,23.5,11.95
16,540,64.12%,94.83,-6,0.76668,-0.3172,0,3.15,0.868,3.434,33.0,18.15
17,540,64.12%,92.97,-24,-1.19712,-0.88197,0,12.251,0.535,6.308,32.7,24.95
18,540,64.12%,96.53,-9,-0.54626,-0.14674,-2.0019,2.126,0.577,8.718,25.65,13.2
19,540,64.16%,93.01,-9,-0.4623,-0.90254,0,0.76,0.548,6.597,23.4,15.95
20,540,64.16%,92.65,-7,-0.80988,-0.3158,0,1.103,0.837,10.256,24.25,12.55
21,540,64.16%,89.54,-6,-0.96916,-0.64187,0,7.763,2.237,6.345,25.15,20.65
22,540,64.16%,95.92,4,-0.50557,-0.24342,0,10.751,3.613,5.143,27.5,13.45
23,540,64.2%,89.91,-18,-0.72417,-0.85514,1.95304,6.387,0.49,6.572,34.05,19.15
24,540,64.2%,89.99,-13,-1.30386,-0.90148,0,11.571,0.548,8.715,34.65,20.15
25,540,64.2%,90.87,-26,-0.04105,0.52101,0,10.371,32.131,5.381,29.15,25.75
26,540,64.2%,90.84,-22,-0.08103,-0.85522,0,1.508,0.612,4.129,33.9,33.9
27,540,64.2%,90.66,-73,-0.94656,0.68357,-0.20509,1.073,0.548,10.042,35.2,17.5
28,540,64.24%,74.6,-78,0.73568,0.22506,0,5.535,0.707,7.65,40.0,29.9
29,540,64.24%,89.49,-57,-0.27465,1.48986,0,7.978,0.548,5.628,29.05,20.55
30,540,64.24%,93.23,-92,-0.65056,-0.5275,0,0.557,0.748,2.199,19.75,15.6
31,540,64.24%,90.84,-98,-1.06406,-0.56296,0,1.004,0.71,1.993,27.6,20.45
32,540,64.28%,85.21,-99,-0.9038,0.19197,-1.86408,0.716,0.548,6.544,39.5,21.7
33,540,64.28%,90.74,-75,0.71636,-0.35081,0,0.848,0.555,7.503,21.05,20.0
34,540,64.28%,89.33,-105,0.06349,-0.87336,0,11.176,0.868,8.524,25.75,15.05
35,540,64.28%,81.83,-147,-1.49666,-0.8971,0,15.951,0.707,11.046,37.65,32.8
36,540,64.28%,68.98,-137,-1.19971,-0.83653,0,0.883,0.558,4.57,50.7,13.5
37,540,64.32%,88.25,-119,0.0189,-0.70505,22.25508,0.581,0.548,4.412,27.4,19.15
38,540,64.32%,84.09,-138,-0.44849,-0.02504,0,0.779,1.459,4.222,28.15,16.85
