Run Number,Catastrophe Point Found?,Fundamentalists Initialised,Speculators Initialised,Speculators Added/Removed Per Cycle,Num Cycle,Cool off Per Cycle,Speculator Proportion at CUSP,Market Price at CUSP,Excess Demand,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Overall Sim Volatility,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference,Total Trades,Catastrophe Point Index
1,True,900,1600,1,45,1,65.2%,56.8,-515,-0.24468,-1.34764,-1.1987,1.094,0.577,5.921,105.35,3.0,112500,76199
2,True,900,1600,1,45,1,64.84%,56.5,-502,0.57635,-1.29498,-1.20036,0.784,0.548,5.858,105.95,11.95,112500,52911
3,True,900,1600,1,45,1,65.08%,65.15,-428,-0.93287,-1.00438,-1.1984,0.625,0.577,6.029,105.25,8.0,112500,68665
4,True,900,1600,1,45,1,65.12%,55.7,-705,-0.25322,-1.59704,-1.19978,1.514,nan,6.417,112.3,9.65,112500,71850
5,True,900,1600,1,45,1,64.84%,66.3,-327,-0.49624,-1.12549,-1.20017,0.533,0.474,6.298,103.55,16.75,112500,54419
6,True,900,1600,1,45,1,65.24%,90.75,-437,-0.25869,-0.81681,-1.19999,0.599,0.548,6.256,108.9,12.45,112500,77979
7,True,900,1600,1,45,1,65.28%,60.45,-374,-0.65078,-0.97856,-1.20118,0.667,nan,6.034,115.25,6.5,112500,82263
8,True,900,1600,1,45,1,65.04%,57.6,-248,-0.98519,-0.54636,-1.20196,0.603,0.025,6.422,119.0,8.6,112500,67289
9,True,900,1600,1,45,1,64.72%,67.4,-295,0.84406,-0.7538,-1.19802,0.514,0.577,7.1,94.8,5.9,112500,45649
10,True,900,1600,1,45,1,64.96%,63.3,-616,-0.50724,-0.94285,-1.20329,0.679,nan,6.105,113.7,20.95,112500,60077
11,True,900,1600,1,45,1,64.92%,59.2,-432,0.2003,1.44076,-1.19822,1.497,3.484,6.331,123.35,17.1,112500,58329
12,True,900,1600,1,45,1,65.12%,90.35,-318,-0.46886,-0.28454,-1.20236,0.498,nan,5.644,95.9,21.6,112500,70086
13,True,900,1600,1,45,1,65.04%,73.95,-139,-0.7826,0.03441,-1.20078,1.25,0.535,6.755,124.8,19.4,112500,67074
14,True,900,1600,1,45,1,65.16%,91.65,-286,-1.10651,-0.67942,-1.19861,0.533,0.081,5.922,112.75,9.05,112500,73610
15,True,900,1600,1,45,1,65.2%,63.4,-744,-0.32128,0.95446,-1.2014,0.709,1.174,6.21,107.45,7.5,112500,75191
16,True,900,1600,1,45,1,64.72%,57.65,-459,0.23275,-1.25912,-1.20007,0.705,0.577,5.98,103.35,9.85,112500,46888
17,True,900,1600,1,45,1,65.12%,64.4,-508,-0.50763,-1.0153,-1.20196,0.643,nan,6.173,109.15,5.55,112500,72340
18,True,900,1600,1,45,1,64.84%,59.9,-845,0.54697,-1.18437,-1.20136,0.508,nan,6.408,103.2,22.5,112500,54586
19,True,900,1600,1,45,1,64.72%,91.4,-307,0.41358,-1.50532,-1.19807,0.574,0.634,6.68,112.3,11.8,112500,46617
20,True,900,1600,1,45,1,64.96%,63.85,-460,0.74105,-0.56952,-1.20058,0.513,0.707,6.229,100.15,9.35,112500,60376
21,True,900,1600,1,45,1,64.92%,65.05,-272,-0.3056,-0.74256,-1.1978,0.548,nan,6.661,99.8,4.9,112500,58604
22,True,900,1600,1,45,1,64.92%,66.55,-988,-0.52828,-0.2256,-1.19884,0.677,nan,6.14,108.45,15.5,112500,59151
23,True,900,1600,1,45,1,64.8%,93.45,-238,0.72556,-1.61313,-1.19709,0.499,nan,7.084,96.4,6.2,112500,51106
24,True,900,1600,1,45,1,64.92%,68.45,-290,-0.02567,-1.27146,-1.1994,0.634,0.548,6.431,126.15,17.3,112500,59281
25,True,900,1600,1,45,1,64.88%,54.45,-418,-0.28288,-0.3641,-1.1983,0.585,0.548,6.658,119.95,6.0,112500,56534
26,True,900,1600,1,45,1,65.0%,76.85,-404,-0.33533,-1.17931,-1.19993,0.701,2.085,5.775,92.75,23.9,112500,64390
27,False,900,1600,1,45,1,64.0%,0.0,0,,,,,,,,,112500,0
28,True,900,1600,1,45,1,64.8%,73.55,-209,-0.69594,-0.86021,-1.20121,0.891,0.48,6.861,112.15,22.6,112500,52049
29,True,900,1600,1,45,1,64.64%,91.9,-138,0.17014,-1.20751,-1.20128,0.832,0.548,7.189,100.95,12.35,112500,41983
30,True,900,1600,1,45,1,64.92%,91.05,-226,0.85553,-1.11037,-1.20047,0.522,nan,6.541,106.7,11.65,112500,59483
31,True,900,1600,1,45,1,65.08%,91.4,-485,-0.69889,-0.36173,-1.20106,0.579,0.736,6.361,113.6,8.75,112500,67784
32,True,900,1600,1,45,1,65.28%,75.8,-991,-0.78041,-1.47288,-1.19966,0.953,0.577,5.256,108.85,16.0,112500,81793
33,True,900,1600,1,45,1,65.04%,62.55,-491,-0.78274,-0.64952,-1.20345,0.511,0.577,6.09,104.0,13.9,112500,65011
34,True,900,1600,1,45,1,65.08%,54.55,-403,-0.72319,-0.39992,-1.20034,0.633,nan,6.029,122.8,15.85,112500,69492
35,True,900,1600,1,45,1,65.04%,58.55,-403,0.04073,-1.05715,-1.20139,0.514,0.577,6.179,115.35,7.3,112500,67189
36,True,900,1600,1,45,1,65.16%,56.15,-292,-0.58737,-0.11927,-1.19874,0.512,0.577,6.165,109.3,11.5,112500,73882
37,True,900,1600,1,45,1,64.76%,68.65,-348,0.5653,-0.82723,-1.20029,0.507,nan,6.68,87.1,17.25,112500,47918
38,True,900,1600,1,45,1,64.96%,62.4,-277,-0.07756,-1.11356,-1.19805,0.547,nan,5.862,105.15,13.55,112500,61004
39,True,900,1600,1,45,1,64.96%,87.65,-209,-0.39665,-1.19284,-1.19964,0.5,0.707,5.878,108.25,17.65,112500,60522
40,True,900,1600,1,45,1,64.92%,58.75,-456,-0.60346,-1.49623,-1.20127,1.403,0.548,5.966,119.3,17.3,112500,59611
41,True,900,1600,1,45,1,65.16%,67.15,-522,-0.89829,-0.88079,-1.19985,0.678,0.691,6.155,120.1,11.0,112500,74370
42,True,900,1600,1,45,1,64.84%,69.55,-428,0.4691,-1.36502,-1.19952,0.5,nan,6.102,117.2,19.7,112500,53014
43,True,900,1600,1,45,1,65.04%,60.55,-488,-0.493,-1.26771,-1.19954,0.519,nan,6.482,112.8,4.85,112500,65560
44,True,900,1600,1,45,1,64.84%,90.5,-350,-0.48288,-0.96923,-1.20359,0.522,nan,6.92,91.0,5.8,112500,54853
45,True,900,1600,1,45,1,64.96%,75.3,-518,0.61679,-1.33412,-1.19923,0.523,0.548,6.016,115.2,20.8,112500,60600
46,True,900,1600,1,45,1,64.96%,59.75,-484,-0.7009,-1.3075,-1.1982,0.549,0.64,7.001,111.65,14.05,112500,61386
47,True,900,1600,1,45,1,65.12%,87.35,-470,-0.37648,-1.34923,-1.19857,0.513,0.548,6.095,105.1,9.25,112500,71299
48,True,900,1600,1,45,1,64.96%,57.6,-266,-1.45279,-1.13433,-1.20355,0.514,nan,6.232,128.35,8.9,112500,62461
49,True,900,1600,1,45,1,65.0%,90.25,-409,-0.71517,-1.10849,-1.20136,0.537,0.258,6.122,121.15,6.55,112500,64665
50,True,900,1600,1,45,1,64.76%,89.85,-262,0.75919,-1.33611,-1.19774,0.492,0.577,6.467,126.3,17.25,112500,49020
51,True,900,1600,1,45,1,65.04%,58.05,-618,0.15332,-1.32453,-1.1983,0.608,0.539,5.405,113.65,19.05,112500,66240
52,True,900,1600,1,45,1,64.96%,74.85,-744,-0.19889,-1.02392,-1.20273,1.824,0.548,6.587,110.7,19.4,112500,60130
53,True,900,1600,1,45,1,65.04%,91.75,-231,-0.86969,-1.1819,-1.19827,0.588,nan,6.169,117.2,13.65,112500,66144
54,True,900,1600,1,45,1,64.88%,94.5,-78,-1.42524,-0.71568,-1.19889,0.51,0.577,6.451,125.95,13.55,112500,55628
55,True,900,1600,1,45,1,64.96%,64.75,-386,-0.15609,-1.52095,-1.19956,0.517,0.548,6.45,106.3,22.75,112500,60537
56,True,900,1600,1,45,1,64.96%,71.65,-559,0.17662,0.46803,-1.20203,0.597,0.665,6.175,122.2,7.95,112500,62248
57,True,900,1600,1,45,1,64.92%,92.8,-448,1.17365,-1.07527,-1.20076,0.512,0.548,6.512,107.9,21.15,112500,59531
58,True,900,1600,1,45,1,64.88%,57.4,-263,1.81601,-1.13866,-1.19867,0.491,0.577,6.914,109.45,13.85,112500,56632
59,True,900,1600,1,45,1,64.92%,56.65,-335,-0.25742,-0.83802,-1.20334,0.672,0.577,6.381,99.35,10.8,112500,59897
60,True,900,1600,1,45,1,65.0%,57.55,-1174,0.24987,-0.60767,-1.19858,0.517,0.548,5.846,97.55,4.95,112500,63301
61,True,900,1600,1,45,1,65.08%,67.15,-280,-0.70857,-0.50689,-1.19887,1.061,0.577,6.177,126.2,12.15,112500,69052
62,True,900,1600,1,45,1,64.88%,93.65,-210,0.30988,-1.15657,-1.20051,0.964,0.0,6.94,109.6,15.45,112500,56979
63,True,900,1600,1,45,1,65.16%,64.55,-406,-0.95822,-1.0258,-1.1989,0.726,1.0,6.412,112.5,12.6,112500,73998
64,True,900,1600,1,45,1,64.92%,53.65,-462,-0.16485,-0.77883,-1.19979,0.553,nan,6.353,102.15,16.85,112500,57991
65,True,900,1600,1,45,1,65.12%,66.4,-316,-0.84155,-1.18366,-1.19851,0.511,0.577,6.343,106.25,7.8,112500,71192
66,True,900,1600,1,45,1,64.96%,57.45,-702,-0.30773,-1.54709,-1.20256,0.625,0.507,6.256,107.9,19.35,112500,60147
67,True,900,1600,1,45,1,64.96%,71.5,-218,-0.1259,-1.15857,-1.20019,0.92,0.52,6.363,112.35,9.0,112500,61939
68,True,900,1600,1,45,1,64.92%,85.0,-178,-0.19244,-0.59044,-1.19824,0.522,0.707,5.791,102.3,5.5,112500,58323
69,True,900,1600,1,45,1,64.92%,55.85,-418,-0.59341,-1.10227,-1.20212,0.522,0.548,6.441,129.2,5.35,112500,59735
70,True,900,1600,1,45,1,65.04%,89.5,-812,-0.17571,-1.32984,-1.19956,0.575,0.577,6.31,126.5,14.8,112500,66799
71,True,900,1600,1,45,1,65.16%,62.1,-584,-0.89701,-1.2592,-1.20056,0.638,nan,6.69,112.45,13.0,112500,74562
72,False,900,1600,1,45,1,64.0%,0.0,0,,,,,,,,,112500,0
73,True,900,1600,1,45,1,65.12%,53.25,-737,-1.13321,0.05708,-1.20131,0.509,0.577,5.867,117.65,11.1,112500,72215
74,False,900,1600,1,45,1,64.0%,0.0,0,,,,,,,,,112500,0
75,True,900,1600,1,45,1,65.04%,64.1,-576,0.00825,-0.39253,-1.19887,0.581,0.559,6.743,114.55,9.2,112500,66584
76,True,900,1600,1,45,1,64.72%,91.5,-245,-0.00081,-1.40461,-1.19904,0.726,0.577,7.174,103.35,7.9,112500,46760
77,True,900,1600,1,45,1,64.8%,55.55,-389,0.22356,-1.27097,-1.20524,0.741,1.494,6.726,100.85,11.55,112500,52480
78,True,900,1600,1,45,1,64.84%,89.45,-430,-0.03904,-0.62432,-1.20387,0.514,0.548,6.639,102.8,17.4,112500,54884
79,True,900,1600,1,45,1,65.08%,59.15,-580,-0.43304,-1.40667,-1.19887,0.513,0.577,5.897,118.75,13.3,112500,69055
80,True,900,1600,1,45,1,64.68%,67.4,-285,-0.11303,-1.03592,-1.20419,0.596,0.535,6.434,98.0,17.45,112500,44754
81,True,900,1600,1,45,1,65.04%,86.5,-538,-0.48646,-0.58352,-1.19904,0.529,0.548,6.495,118.45,15.55,112500,66646
82,True,900,1600,1,45,1,64.96%,55.95,-423,0.47015,-0.5955,-1.20005,0.531,0.072,6.497,109.45,22.05,112500,61912
83,True,900,1600,1,45,1,64.84%,62.8,-174,0.78079,-1.27469,-1.19907,0.773,0.577,6.66,101.95,8.8,112500,54235
84,True,900,1600,1,45,1,64.88%,60.3,-452,-0.06013,-1.07087,-1.20305,0.492,0.49,6.826,115.8,12.35,112500,55145
85,False,900,1600,1,45,1,64.0%,0.0,0,,,,,,,,,112500,0
86,True,900,1600,1,45,1,65.04%,63.05,-323,-0.1084,0.19068,-1.19898,5.102,0.577,6.328,106.5,14.0,112500,66624
87,True,900,1600,1,45,1,64.88%,56.45,-544,-0.66485,-1.5175,-1.19859,0.484,0.409,6.373,116.6,12.2,112500,55686
88,True,900,1600,1,45,1,65.04%,65.9,-676,0.18672,-0.47683,-1.2035,0.778,1.488,5.945,115.1,22.8,112500,65006
89,True,900,1600,1,45,1,64.88%,63.35,-353,-0.32607,-1.1394,-1.19924,0.511,0.548,5.825,117.75,11.45,112500,56757
90,True,900,1600,1,45,1,65.2%,89.55,-376,-0.46682,-0.56927,-1.20106,0.515,0.548,5.883,124.6,12.5,112500,75250
91,True,900,1600,1,45,1,64.88%,55.55,-223,0.24897,0.27261,-1.1976,1.172,nan,7.329,117.2,19.0,112500,56093
92,True,900,1600,1,45,1,64.96%,58.55,-641,0.09739,-1.52207,-1.19917,8.931,0.0,6.682,110.2,18.0,112500,61717
93,False,900,1600,1,45,1,64.0%,0.0,0,,,,,,,,,112500,0
94,True,900,1600,1,45,1,64.68%,70.9,-233,0.40439,-0.86573,-1.20525,0.608,nan,6.46,101.65,17.15,112500,44838
95,True,900,1600,1,45,1,64.96%,58.35,-355,0.47922,-1.57405,-1.20161,0.589,0.068,6.109,106.3,11.2,112500,60248
96,True,900,1600,1,45,1,65.12%,89.8,-501,-0.78652,-1.10741,-1.19904,0.557,nan,6.102,126.45,11.6,112500,71596
97,True,900,1600,1,45,1,65.0%,90.6,-208,0.47122,-1.39939,-1.1997,1.124,0.548,5.799,101.6,28.9,112500,63018
98,True,900,1600,1,45,1,64.88%,54.9,-651,-0.37567,-0.7095,-1.2015,0.565,0.577,6.405,113.05,16.5,112500,57125
99,True,900,1600,1,45,1,64.84%,70.35,-176,0.72022,-0.73763,-1.20269,0.652,0.577,6.067,116.85,14.15,112500,54751
100,True,900,1600,1,45,1,65.2%,53.7,-667,-0.0547,-1.5061,-1.19934,0.519,0.577,5.905,111.95,7.75,112500,75672
101,False,900,1600,1,45,1,64.0%,0.0,-1,,,,,,,,,112500,0
102,True,900,1600,1,45,1,64.84%,64.25,-158,0.00468,-0.35237,-1.19763,2.121,0.577,6.715,102.35,3.15,112500,53401
103,True,900,1600,1,45,1,64.88%,57.3,-368,-0.35967,-0.89399,-1.20291,0.551,0.665,6.312,125.75,11.85,112500,57309
104,True,900,1600,1,45,1,65.0%,84.9,-421,-0.292,-1.30988,-1.20183,0.526,0.534,6.131,107.05,14.65,112500,64743
105,True,900,1600,1,45,1,65.08%,91.85,-276,-1.29602,-1.30481,-1.19903,16.209,0.5,6.303,126.5,31.8,112500,69118
106,True,900,1600,1,45,1,65.12%,56.95,-306,-0.72703,-1.26892,-1.19866,6.683,0.577,5.755,120.65,13.6,112500,71386
107,True,900,1600,1,45,1,65.08%,86.3,-293,-0.57469,-1.27257,-1.19915,0.511,0.577,6.239,107.3,19.15,112500,69164
108,True,900,1600,1,45,1,64.88%,62.8,-186,0.30706,-1.34845,-1.19907,0.774,0.548,6.322,114.65,15.05,112500,56721
109,True,900,1600,1,45,1,64.76%,72.0,-265,-0.46715,-0.81219,-1.20291,0.707,0.48,5.693,113.6,16.1,112500,49712
110,True,900,1600,1,45,1,64.88%,70.25,-707,-0.50476,0.42423,-1.19926,0.669,0.902,5.842,120.7,16.8,112500,56760
111,True,900,1600,1,45,1,65.08%,83.4,-320,0.08858,-1.57367,-1.20202,10.221,nan,6.94,108.4,22.85,112500,67650
112,False,900,1600,1,45,1,64.0%,0.0,0,,,,,,,,,112500,0
113,True,900,1600,1,45,1,64.96%,70.0,-402,-0.63448,-0.578,-1.19945,1.214,0.49,6.368,115.65,8.7,112500,60557
114,True,900,1600,1,45,1,64.92%,58.85,-269,-0.22726,-1.08444,-1.19795,0.794,0.535,6.821,95.5,15.6,112500,58448
115,True,900,1600,1,45,1,65.0%,52.55,-536,0.11944,-0.49609,-1.20243,0.56,0.577,6.842,99.1,9.25,112500,64837
116,True,900,1600,1,45,1,65.0%,77.45,-525,-0.13885,-1.19254,-1.20303,6.527,1.133,5.903,121.15,26.95,112500,62578
117,True,900,1600,1,45,1,65.04%,52.55,-314,0.71419,-0.50048,-1.19983,0.5,0.577,6.583,113.05,11.45,112500,65500
118,True,900,1600,1,45,1,64.96%,86.9,-359,0.34724,-0.96906,-1.2004,0.556,0.548,6.951,106.5,22.35,112500,61980
