Run Number,Catastrophe Point Found?,Fundamentalists Initialised,Speculators Initialised,Speculators Added/Removed Per Cycle,Num Cycle,Cool off Per Cycle,Speculator Proportion at CUSP,Market Price at CUSP,Excess Demand,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Overall Sim Volatility,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference,Total Trades,Catastrophe Point Index
1,True,900,1600,5,35,1,68.0%,91.7,-270,-1.03664,-1.05022,-1.20276,0.603,0.577,6.768,128.55,18.65,87500,52228
2,True,900,1600,5,35,1,67.2%,91.55,-200,0.77249,0.43967,-1.1958,0.635,0.899,6.71,104.55,34.05,87500,41288
3,True,900,1600,5,35,1,68.6%,53.45,-315,-1.28873,-1.54156,-1.20359,0.701,0.665,6.118,117.1,10.15,87500,59928
4,True,900,1600,5,35,1,68.6%,56.95,-527,-0.45266,-0.41632,-1.19858,0.91,nan,6.382,120.5,6.85,87500,59079
5,False,900,1600,5,35,1,64.0%,0.0,0,,,,,,,,,87500,0
6,True,900,1600,5,35,1,67.6%,91.55,-290,0.92416,-1.0715,-1.20153,0.808,0.532,6.682,111.2,12.75,87500,47046
7,True,900,1600,5,35,1,67.4%,77.45,-317,-0.11012,-0.45056,-1.20181,0.966,0.701,6.891,112.4,13.8,87500,44551
8,True,900,1600,5,35,1,68.0%,87.6,-303,0.70195,-0.25647,-1.20101,2.286,0.577,6.427,116.8,30.2,87500,52024
9,True,900,1600,5,35,1,66.8%,91.1,-152,0.36562,-0.7318,-1.19928,2.754,0.577,6.71,106.5,19.55,87500,36799
10,True,900,1600,5,35,1,67.2%,73.15,-214,0.34478,-1.39119,-1.19555,0.866,0.756,7.536,107.5,7.8,87500,41191
11,True,900,1600,5,35,1,67.4%,72.7,-573,0.68662,0.70902,-1.2063,0.51,0.548,6.637,112.75,16.0,87500,44917
12,True,900,1600,5,35,1,68.2%,56.55,-392,-1.04805,-0.73092,-1.20344,0.66,nan,6.713,114.5,14.45,87500,54837
13,False,900,1600,5,35,1,64.0%,0.0,-1,,,,,,,,,87500,0
14,False,900,1600,5,35,1,64.0%,0.0,0,,,,,,,,,87500,0
15,True,900,1600,5,35,1,68.2%,96.15,-116,0.29034,-0.98343,-1.20431,0.496,0.449,6.501,115.05,21.4,87500,54931
16,True,900,1600,5,35,1,68.2%,70.35,-279,-0.99082,-0.55273,-1.19847,0.607,0.577,6.481,114.15,10.15,87500,53180
17,False,900,1600,5,35,1,64.0%,0.0,0,,,,,,,,,87500,0
18,True,900,1600,5,35,1,68.6%,57.95,-278,-0.74498,-1.03308,-1.19822,0.596,0.577,5.836,132.55,7.55,87500,58330
19,True,900,1600,5,35,1,69.0%,56.1,-145,-1.17873,-0.9625,-1.1984,0.551,0.92,6.704,129.2,11.25,87500,63925
20,True,900,1600,5,35,1,69.0%,91.45,-288,0.07041,-1.18807,-1.2035,0.774,0.046,6.516,123.3,17.65,87500,62532
21,True,900,1600,5,35,1,68.0%,62.95,-348,0.08875,-1.45757,-1.19716,0.606,0.577,6.322,123.2,6.35,87500,51005
22,True,900,1600,5,35,1,67.6%,92.1,-409,1.05672,0.45348,-1.19857,1.17,0.407,7.289,113.7,25.95,87500,46695
23,True,900,1600,5,35,1,68.0%,58.75,-365,-0.38987,-0.71517,-1.20206,0.669,0.577,7.067,100.45,9.35,87500,52150
24,True,900,1600,5,35,1,67.6%,91.0,-342,-0.89399,-0.89275,-1.19977,0.735,0.577,6.969,100.55,7.85,87500,46852
25,True,900,1600,5,35,1,66.8%,92.65,-145,0.65256,-0.89597,-1.20302,0.664,0.525,7.272,102.45,38.15,87500,37060
26,False,900,1600,5,35,1,64.0%,0.0,0,,,,,,,,,87500,0
27,True,900,1600,5,35,1,67.8%,54.8,-404,0.53061,-0.65153,-1.2056,0.624,0.165,6.196,115.5,18.5,87500,49964
28,True,900,1600,5,35,1,67.6%,92.0,-224,-0.52102,-0.08704,-1.2017,3.031,0.577,6.65,105.2,13.9,87500,47063
29,True,900,1600,5,35,1,68.8%,56.4,-518,-1.0219,-1.20558,-1.19872,0.572,nan,6.196,116.05,19.65,87500,61592
30,True,900,1600,5,35,1,67.4%,73.55,-206,0.23259,-0.99307,-1.20395,16.156,28.746,7.518,103.5,5.3,87500,44735
31,True,900,1600,5,35,1,67.2%,59.7,-231,-0.50657,-1.10437,-1.2063,0.675,0.577,6.753,119.9,16.55,87500,42364
32,True,900,1600,5,35,1,67.2%,90.85,-75,-0.46347,-1.0188,-1.19599,1.056,1.046,6.705,103.85,29.7,87500,41339
33,True,900,1600,5,35,1,69.4%,91.05,-376,-0.79182,-1.2943,-1.19847,0.576,0.577,5.803,120.7,30.85,87500,68808
34,False,900,1600,5,35,1,64.0%,0.0,0,,,,,,,,,87500,0
35,True,900,1600,5,35,1,68.0%,65.95,-228,-0.17815,-1.20861,-1.1971,0.489,0.548,6.277,111.7,14.95,87500,51064
36,True,900,1600,5,35,1,68.8%,84.5,-517,-0.16155,-1.38238,-1.20248,0.505,0.577,6.767,123.35,19.55,87500,62314
37,False,900,1600,5,35,1,64.0%,0.0,0,,,,,,,,,87500,0
38,True,900,1600,5,35,1,69.0%,90.25,-314,-0.35368,-1.20123,-1.19853,1.194,0.511,6.432,122.55,13.6,87500,63983
39,True,900,1600,5,35,1,69.0%,62.6,-242,-0.87796,-1.02266,-1.1992,0.508,nan,5.665,121.6,6.1,87500,64210
40,True,900,1600,5,35,1,69.0%,70.25,-285,-0.69705,-0.7971,-1.20103,0.529,0.162,6.157,125.8,14.15,87500,62808
41,True,900,1600,5,35,1,68.6%,92.95,-438,0.05982,-1.08473,-1.20109,0.592,0.504,6.556,110.1,31.9,87500,59584
42,True,900,1600,5,35,1,67.8%,91.25,-321,0.52129,0.14662,-1.20517,0.512,0.475,6.555,116.35,21.5,87500,49926
43,True,900,1600,5,35,1,67.6%,63.45,-320,-0.25432,0.19104,-1.20289,1.894,0.577,6.054,113.55,14.3,87500,47178
44,True,900,1600,5,35,1,69.0%,73.25,-355,-1.00769,-1.43153,-1.20138,0.982,0.577,6.372,115.8,14.65,87500,62763
45,True,900,1600,5,35,1,68.8%,81.1,-251,-0.46468,-0.98696,-1.19837,2.605,0.577,6.16,114.15,22.3,87500,60829
46,True,900,1600,5,35,1,68.6%,65.05,-488,-0.42843,-0.48245,-1.19865,0.592,0.756,6.518,119.25,11.35,87500,58205
47,False,900,1600,5,35,1,64.0%,0.0,0,,,,,,,,,87500,0
48,True,900,1600,5,35,1,68.0%,93.15,-117,-0.01943,-0.92397,-1.19901,0.677,nan,6.642,97.55,13.9,87500,50568
49,True,900,1600,5,35,1,68.2%,69.5,-349,-0.56787,-0.8529,-1.19805,0.512,0.577,6.38,106.2,14.2,87500,54004
50,True,900,1600,5,35,1,69.0%,63.15,-294,-0.04164,-1.43101,-1.19982,0.608,0.577,6.199,114.3,9.05,87500,64365
51,True,900,1600,5,35,1,68.2%,91.7,-314,-0.02332,-1.23901,-1.20419,0.803,0.577,6.371,116.1,22.75,87500,52583
52,True,900,1600,5,35,1,67.8%,64.8,-426,-0.28707,-1.22689,-1.19823,0.545,0.673,6.434,115.3,8.35,87500,49117
53,True,900,1600,5,35,1,68.0%,61.75,-331,-0.04631,-0.72019,-1.19927,0.533,0.571,6.88,107.65,18.6,87500,51779
54,True,900,1600,5,35,1,67.0%,93.15,-110,0.16429,-1.23188,-1.197,0.573,0.568,7.098,97.85,23.35,87500,38142
55,False,900,1600,5,35,1,64.0%,0.0,0,,,,,,,,,87500,0
56,True,900,1600,5,35,1,67.4%,91.15,-239,-0.31638,-1.24764,-1.20143,0.51,0.548,6.08,99.75,13.1,87500,44516
57,True,900,1600,5,35,1,67.4%,92.8,-239,0.59568,-1.68645,-1.19791,0.616,0.877,7.244,111.45,7.7,87500,44121
58,True,900,1600,5,35,1,68.8%,91.35,-455,-0.79804,2.72652,-1.19875,0.499,0.577,6.125,111.15,5.15,87500,61600
59,True,900,1600,5,35,1,68.4%,62.75,-321,-0.41954,-0.88235,-1.19785,0.508,0.707,5.895,113.25,21.1,87500,55898
60,True,900,1600,5,35,1,67.2%,55.6,-252,-0.11982,-0.152,-1.20675,0.791,1.071,6.526,125.4,18.65,87500,42395
61,False,900,1600,5,35,1,64.0%,0.0,-1,,,,,,,,,87500,0
62,False,900,1600,5,35,1,64.0%,0.0,-1,,,,,,,,,87500,0
63,True,900,1600,5,35,1,68.0%,92.35,-309,-0.96909,-1.35033,-1.19761,0.546,nan,5.923,119.5,19.75,87500,51431
64,False,900,1600,5,35,1,64.0%,0.0,0,,,,,,,,,87500,0
65,True,900,1600,5,35,1,68.8%,82.5,-238,-1.12565,-0.97841,-1.20323,0.531,0.451,5.928,126.95,25.15,87500,62418
66,True,900,1600,5,35,1,68.6%,58.2,-360,-1.07023,0.05005,-1.20246,0.524,0.577,6.1,111.55,13.1,87500,59782
67,True,900,1600,5,35,1,67.8%,91.3,-269,-0.46859,-0.61657,-1.19689,0.499,nan,6.514,107.15,0.95,87500,48748
68,True,900,1600,5,35,1,68.6%,66.0,-331,-1.20069,-1.18645,-1.20195,0.598,0.5,6.425,123.45,9.95,87500,59711
69,False,900,1600,5,35,1,64.0%,0.0,0,,,,,,,,,87500,0
70,True,900,1600,5,35,1,68.4%,68.7,-643,-1.07447,-0.30798,-1.20188,0.691,0.525,5.958,108.2,18.25,87500,55248
71,True,900,1600,5,35,1,67.2%,58.55,-310,0.30804,-0.15839,-1.20049,0.641,0.849,6.526,113.55,11.15,87500,41914
72,True,900,1600,5,35,1,67.2%,92.8,-222,0.85094,-0.66094,-1.20516,15.218,0.577,6.003,112.5,15.2,87500,42284
73,True,900,1600,5,35,1,68.6%,84.9,-436,-0.21857,-1.30341,-1.20396,0.94,0.548,6.055,116.1,21.35,87500,57546
