Run Number,Catastrophe Point Found?,Fundamentalists Initialised,Speculators Initialised,Speculators Added/Removed Per Cycle,Num Cycle,Cool off Per Cycle,Speculator Proportion at CUSP,Market Price at CUSP,Excess Demand,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Overall Sim Volatility,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference,Total Trades,Catastrophe Point Index
1,True,900,1600,1,45,1,64.84%,55.65,-279,-0.22202,-0.83038,-1.20204,0.541,0.502,6.888,129.7,17.2,112500,54673
2,True,900,1600,1,45,1,64.92%,92.9,-524,-0.30645,-1.15019,-1.19816,0.861,nan,6.03,112.85,13.35,112500,58933
3,True,900,1600,1,45,1,65.0%,67.0,-793,-0.43008,-1.03311,-1.20093,0.691,0.548,6.366,111.45,11.35,112500,64589
4,True,900,1600,1,45,1,64.84%,54.85,-349,0.39504,-0.17692,-1.19961,0.57,0.577,6.041,116.65,15.6,112500,54330
5,False,900,1600,1,45,1,64.0%,0.0,-1,,,,,,,,,112500,0
6,False,900,1600,1,45,1,64.0%,0.0,0,,,,,,,,,112500,0
7,True,900,1600,1,45,1,64.8%,87.3,-179,0.2504,-1.20226,-1.20594,1.296,0.548,7.149,94.8,16.75,112500,50004
8,True,900,1600,1,45,1,65.04%,91.15,-364,-0.37251,0.48455,-1.2006,0.512,0.577,6.177,114.8,3.2,112500,65363
9,True,900,1600,1,45,1,64.92%,72.35,-329,0.51383,-0.45258,-1.20397,0.745,0.548,6.408,105.15,19.9,112500,57545
10,True,900,1600,1,45,1,64.92%,55.45,-476,-0.39553,-0.92896,-1.19957,1.782,0.577,6.422,110.05,13.6,112500,59316
11,True,900,1600,1,45,1,64.88%,63.15,-185,0.58754,-1.02969,-1.20164,0.649,0.535,6.67,112.95,25.45,112500,57144
12,True,900,1600,1,45,1,65.04%,53.4,-364,-0.74783,-0.81377,-1.19828,0.494,0.577,6.685,119.65,8.3,112500,66101
13,True,900,1600,1,45,1,65.04%,57.25,-628,-0.56722,-1.1706,-1.19834,0.709,nan,6.442,112.3,17.1,112500,66011
14,True,900,1600,1,45,1,65.2%,53.65,-599,-0.64077,-1.69937,-1.19871,5.02,0.506,6.459,116.3,4.55,112500,76096
15,True,900,1600,1,45,1,65.12%,83.25,-537,-0.49401,-0.89358,-1.19851,0.511,0.548,6.421,97.05,28.0,112500,71106
16,False,900,1600,1,45,1,64.0%,0.0,0,,,,,,,,,112500,0
17,True,900,1600,1,45,1,65.04%,70.8,-234,0.1255,-1.37126,-1.1988,0.543,0.5,6.17,121.2,19.9,112500,65761
18,True,900,1600,1,45,1,64.84%,77.55,-161,-0.48463,-1.07113,-1.19865,0.61,0.548,5.829,108.85,19.1,112500,54150
19,True,900,1600,1,45,1,64.88%,88.2,-579,-0.03717,-1.1452,-1.20119,0.577,0.548,6.36,108.0,17.25,112500,57081
20,True,900,1600,1,45,1,65.0%,91.1,-390,-0.99779,-1.14704,-1.20293,0.514,0.577,6.194,116.4,9.75,112500,64911
21,False,900,1600,1,45,1,64.0%,0.0,-1,,,,,,,,,112500,0
22,True,900,1600,1,45,1,64.76%,64.85,-464,0.21005,-0.29697,-1.20387,0.939,0.534,6.785,102.25,15.95,112500,49806
23,True,900,1600,1,45,1,64.88%,91.65,-291,-0.62939,-0.33676,-1.1988,0.685,0.577,7.026,104.95,13.3,112500,55645
24,True,900,1600,1,45,1,64.96%,87.9,-357,-0.66587,-0.66548,-1.19822,0.514,0.577,6.537,114.55,20.1,112500,60895
25,True,900,1600,1,45,1,64.8%,93.4,-181,0.15779,-1.11774,-1.19791,3.159,0.577,6.351,98.85,12.0,112500,50752
26,True,900,1600,1,45,1,64.8%,87.75,-172,0.19684,-0.10249,-1.20118,14.234,30.367,7.099,100.7,19.55,112500,52045
27,True,900,1600,1,45,1,64.68%,73.25,-406,0.41235,1.08833,-1.20015,0.503,0.133,6.761,102.5,19.3,112500,44390
28,True,900,1600,1,45,1,64.76%,91.5,-389,1.48985,-0.85801,-1.20182,2.513,0.772,7.056,104.4,19.45,112500,47792
29,True,900,1600,1,45,1,65.0%,91.0,-233,-0.33357,-0.75208,-1.19897,0.571,nan,7.094,110.25,18.6,112500,64144
30,True,900,1600,1,45,1,64.96%,90.7,-331,-0.06254,-1.3498,-1.20092,0.51,nan,6.369,128.2,13.1,112500,62072
31,True,900,1600,1,45,1,65.04%,93.05,-224,0.51727,-0.82614,-1.19833,8.833,0.577,6.206,99.55,15.7,112500,66277
32,True,900,1600,1,45,1,65.12%,90.65,-509,0.03997,-0.87044,-1.19894,0.496,0.354,6.141,108.95,3.4,112500,71554
33,True,900,1600,1,45,1,64.88%,58.35,-210,-0.27796,-0.73405,-1.20395,0.938,0.876,6.568,101.0,9.7,112500,57433
34,True,900,1600,1,45,1,65.08%,56.6,-448,-0.85362,-1.27243,-1.20162,0.501,0.707,6.654,117.8,10.1,112500,67703
35,False,900,1600,1,45,1,64.0%,0.0,-1,,,,,,,,,112500,0
36,True,900,1600,1,45,1,64.84%,61.7,-431,-0.14355,-1.35325,-1.19953,1.823,0.728,6.16,96.9,11.95,112500,54316
37,True,900,1600,1,45,1,64.84%,89.8,-620,0.08014,-1.01969,-1.2042,0.94,1.309,6.22,101.8,34.45,112500,54919
38,True,900,1600,1,45,1,64.88%,56.6,-274,0.21057,-0.52176,-1.20147,0.566,0.707,6.12,113.45,8.4,112500,57121
39,False,900,1600,1,45,1,64.0%,0.0,0,,,,,,,,,112500,0
40,True,900,1600,1,45,1,65.04%,74.15,-750,-0.7379,2.69583,-1.20176,0.615,nan,6.564,108.35,15.35,112500,67255
41,True,900,1600,1,45,1,65.08%,54.9,-406,-0.5053,-1.44699,-1.20302,0.607,0.743,6.29,104.3,8.8,112500,69993
42,True,900,1600,1,45,1,65.16%,79.15,-404,-0.48905,-1.43283,-1.1997,0.52,0.037,6.065,109.05,17.95,112500,73047
43,True,900,1600,1,45,1,65.32%,58.65,-739,-0.5602,-1.68052,-1.199,0.522,nan,5.272,126.3,6.9,112500,83473
44,True,900,1600,1,45,1,64.92%,90.85,-796,0.49699,-0.51138,-1.20067,0.509,nan,6.939,100.15,8.75,112500,59516
45,True,900,1600,1,45,1,64.92%,70.6,-211,-0.19365,-0.84251,-1.19837,12.197,0.577,6.664,116.15,12.4,112500,59012
46,True,900,1600,1,45,1,65.2%,53.85,-580,-1.18335,-0.95615,-1.19908,0.466,0.354,5.646,121.35,7.25,112500,76561
47,True,900,1600,1,45,1,65.08%,91.5,-183,-0.46418,-1.21495,-1.19853,0.5,0.296,5.74,108.8,13.3,112500,68864
48,True,900,1600,1,45,1,64.96%,53.3,-858,-0.31093,-1.04731,-1.20086,0.522,nan,6.465,104.5,5.35,112500,62062
49,True,900,1600,1,45,1,65.0%,59.9,-639,-0.71918,-0.8842,-1.19837,0.514,0.558,6.216,107.75,12.2,112500,63390
50,True,900,1600,1,45,1,65.04%,66.25,-417,-0.43215,-1.38185,-1.20201,1.077,0.577,6.062,106.6,17.8,112500,67297
51,True,900,1600,1,45,1,65.04%,54.7,-396,-0.85226,-1.09712,-1.19903,0.504,nan,6.259,115.35,17.1,112500,65688
52,True,900,1600,1,45,1,65.0%,60.6,-412,-0.11763,-0.9152,-1.19846,1.101,nan,5.967,94.6,7.0,112500,63953
53,True,900,1600,1,45,1,65.0%,91.9,-200,-0.38798,-1.26599,-1.19869,0.626,0.585,5.754,124.2,18.25,112500,64048
54,True,900,1600,1,45,1,65.12%,59.75,-418,-1.09581,-1.4778,-1.2029,0.662,0.548,6.543,104.05,10.5,112500,70020
55,True,900,1600,1,45,1,64.96%,90.95,-362,-0.28343,-1.17664,-1.20239,0.514,0.535,6.074,111.8,29.35,112500,60164
56,True,900,1600,1,45,1,64.92%,68.85,-641,-0.22288,2.01933,-1.20265,0.629,nan,5.947,99.35,9.9,112500,59807
57,True,900,1600,1,45,1,64.92%,81.05,-254,-0.67747,-1.58182,-1.19982,0.759,0.535,6.254,109.1,9.1,112500,57986
58,True,900,1600,1,45,1,64.88%,91.9,-481,0.96807,-0.05084,-1.19773,0.867,0.544,6.978,108.8,19.2,112500,55960
59,True,900,1600,1,45,1,65.04%,68.4,-403,-1.05172,-0.33898,-1.19848,0.594,nan,6.475,109.7,5.2,112500,65905
60,True,900,1600,1,45,1,64.92%,62.75,-347,-0.16368,-1.2223,-1.1978,0.536,0.577,6.755,120.35,9.8,112500,58671
