Window Num,Num Data Points in Row,Speculator Proportion,Market Price,Excess Demand,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Overall Sim Volatility,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference
0,668,64.0%,102.93,-1,-0.01459,-0.19778,0,5.826,5.073,12.642,36.15,21.8
1,668,64.0%,99.41,-4,0.38457,-0.21741,0,5.647,4.0,13.345,39.35,19.95
2,668,64.0%,100.13,0,1.83706,-0.44855,0,3.105,1.534,11.255,51.95,35.15
3,668,64.0%,97.63,-2,0.89586,0.41412,0,3.899,0.614,7.335,53.15,31.85
4,668,64.0%,93.98,-9,1.07506,-0.56217,0,1.189,0.614,5.856,56.9,26.9
5,668,64.0%,97.47,-5,-0.20913,-0.91899,0,7.89,0.896,6.778,34.3,30.45
6,668,64.0%,97.58,-3,-0.26194,0.212,0,2.098,1.095,4.805,35.85,27.25
7,668,64.0%,97.42,-2,3.77811,-0.51505,0,14.434,0.593,7.837,53.8,14.4
8,668,64.0%,93.96,-13,-0.25628,-0.82892,0,2.068,6.239,4.912,41.15,31.8
9,668,64.0%,93.01,-7,-0.25344,-0.89442,0,1.754,3.893,7.494,46.5,31.0
10,668,64.0%,94.55,-14,1.51747,1.30267,0,1.488,0.983,12.776,38.2,17.95
11,668,64.0%,97.98,-24,-0.44899,-1.60309,0,2.154,4.071,2.359,46.05,32.0
12,668,64.0%,92.81,-43,-0.8821,-0.47234,0,1.879,0.577,8.391,30.95,13.95
13,668,64.0%,97.26,-31,-0.78763,-0.92262,0,8.177,0.535,7.602,28.0,18.6
14,668,64.0%,95.55,-77,-0.61599,-0.63341,0,3.21,0.707,9.912,26.1,18.85
15,668,64.0%,93.51,-83,-0.26486,-0.62749,0,0.703,0.577,3.205,35.45,26.2
16,668,64.0%,96.61,-79,-0.28186,-0.8542,0,0.64,0.548,8.263,27.2,16.85
17,668,64.0%,93.16,-110,-0.02849,1.25348,0,1.228,1.515,5.732,37.85,26.4
18,668,64.0%,92.12,-112,-0.10298,0.11098,-1.11685,6.478,0.707,5.748,30.1,13.8
19,668,64.4%,90.29,-114,0.99451,0.417,0,5.456,0.535,6.784,35.8,25.05
20,668,64.4%,87.45,-110,-0.09859,-0.36353,0,2.389,0.548,10.3,39.75,22.2
21,668,64.4%,87.46,-110,-1.10735,-1.25249,0,9.638,0.548,7.038,40.75,22.6
22,668,64.4%,93.1,-144,-0.83206,0.51343,0,0.584,0.548,6.34,24.35,11.95
23,668,64.4%,89.29,-158,-0.83995,-0.01745,0,0.897,0.577,8.486,29.9,27.0
24,668,64.4%,90.28,-136,-0.80152,-0.40974,0,6.006,3.75,4.777,26.0,25.1
25,668,64.4%,90.48,-138,-0.7372,-0.98477,0,4.731,0.554,6.439,29.45,21.8
26,668,64.4%,83.3,-151,-0.86276,-1.04713,0,1.165,0.469,3.511,36.05,21.7
27,668,64.4%,87.52,-165,-1.00012,-0.54459,0,0.805,0.707,6.509,27.9,17.6
28,668,64.4%,81.12,-155,-0.86322,-1.15044,0,5.094,0.548,9.769,36.7,13.35
29,668,64.4%,81.41,-183,-0.98735,-0.32,0,4.052,0.5,8.834,45.05,26.65
30,668,64.4%,74.89,-229,-1.40411,-0.62918,0,2.181,4.409,5.954,42.0,10.05
31,668,64.4%,83.02,-184,-0.39546,-0.72097,0,4.804,0.548,2.004,34.3,20.45
32,668,64.4%,90.83,-216,1.33671,-0.64548,0,11.257,0.783,4.792,30.25,27.5
33,668,64.4%,80.55,-212,-0.53286,-0.76979,0,15.431,0.707,5.448,39.6,15.35
34,668,64.4%,62.76,-215,-0.5308,-0.64879,0,10.182,10.802,7.019,47.45,10.95
35,668,64.4%,78.79,-223,-0.4399,-0.5627,0,5.502,0.577,3.971,48.05,8.9
36,668,64.4%,87.02,-236,-0.62759,-0.66235,0,2.166,5.981,7.913,30.0,15.6
37,668,64.8%,81.39,-235,-0.09936,-0.7426,-1.91363,0.596,nan,2.456,41.1,34.65
38,668,64.8%,62.35,-227,-0.91132,-0.12521,0,0.603,0.548,3.674,28.65,22.2
39,668,64.8%,52.61,-259,0.36723,0.4007,0,0.717,0.548,2.308,43.55,5.8
40,668,64.8%,62.58,-229,-0.60135,-0.67072,0,1.65,0.791,8.709,58.95,26.55
41,668,64.8%,78.94,-243,-0.85081,-0.70465,0,0.726,nan,3.596,34.15,17.65
42,668,64.8%,70.94,-223,-1.04147,-0.2782,0,1.559,0.501,2.031,45.05,27.4
43,668,64.8%,84.22,-229,0.37084,-0.10994,0,0.533,nan,4.129,38.0,22.8
