Trade Number,Market Price,Excess Demand,Speculator Proportion,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference
66823,17.35,-734,65.04,nan,nan,nan,0.513,0.707,0.0,2.4
66824,17.35,-734,65.04,nan,nan,nan,0.513,0.707,0.0,2.4
66825,17.35,-733,65.04,nan,nan,nan,0.513,0.707,0.0,2.4
66826,17.35,-733,65.04,nan,nan,nan,0.513,0.707,0.0,2.4
66827,17.35,-733,65.04,nan,nan,nan,0.513,0.707,0.0,2.4
66828,17.35,-732,65.04,nan,nan,nan,0.513,0.707,0.0,2.4
66829,17.35,-731,65.04,nan,nan,nan,0.513,0.577,0.0,2.4
66830,17.5,-731,65.04,nan,nan,nan,0.513,0.577,0.15,2.4
66831,17.5,-731,65.04,nan,nan,nan,0.513,0.707,0.15,2.4
66832,17.5,-730,65.04,nan,nan,nan,0.513,0.707,0.15,2.4
66833,17.5,-729,65.04,nan,nan,nan,0.513,0.707,0.15,2.4
66834,17.5,-729,65.04,nan,nan,nan,0.513,0.707,0.15,2.4
66835,17.5,-729,65.04,nan,nan,nan,0.513,0.707,0.15,2.4
66836,17.5,-729,65.04,nan,nan,nan,0.513,0.707,0.15,2.4
66837,17.5,-728,65.04,nan,nan,nan,0.513,0.707,0.15,2.4
66838,17.5,-728,65.04,nan,nan,nan,0.513,nan,0.15,2.4
66839,17.5,-728,65.04,nan,nan,nan,0.514,nan,0.15,1.8
66840,17.5,-728,65.04,nan,nan,nan,0.514,nan,0.15,1.8
66841,17.5,-727,65.04,nan,nan,nan,0.514,nan,0.15,1.8
66842,17.5,-727,65.04,nan,nan,nan,0.514,nan,0.15,1.8
66843,17.5,-727,65.04,nan,nan,nan,0.516,nan,0.15,1.45
66844,17.5,-727,65.04,nan,nan,nan,0.516,nan,0.15,1.45
66845,17.5,-727,65.04,nan,nan,nan,0.516,nan,0.15,1.45
66846,17.5,-727,65.04,nan,nan,nan,0.516,nan,0.15,1.45
66847,17.5,-727,65.04,nan,nan,nan,0.516,nan,0.15,1.45
66848,17.5,-727,65.04,nan,nan,nan,0.516,nan,0.15,1.45
66849,17.5,-727,65.04,nan,nan,nan,0.516,nan,0.15,1.45
66850,17.5,-727,65.04,nan,nan,nan,0.519,nan,0.15,1.25
66851,17.5,-727,65.04,nan,nan,nan,0.519,nan,0.15,1.25
66852,17.5,-727,65.04,nan,nan,nan,0.522,nan,0.15,1.2
66853,17.5,-727,65.04,nan,nan,nan,0.522,nan,0.15,1.2
66854,17.5,-727,65.04,nan,nan,nan,0.522,nan,0.15,1.2
66855,17.5,-726,65.04,nan,nan,nan,0.522,nan,0.15,1.2
66856,17.5,-726,65.04,nan,nan,nan,0.522,nan,0.15,1.2
66857,17.5,-725,65.04,nan,nan,nan,0.519,nan,0.15,1.2
66858,18.55,-725,65.04,nan,nan,nan,0.519,0.707,1.2,1.25
66859,18.55,-724,65.04,nan,nan,nan,0.516,0.577,1.2,1.25
66860,19.6,-724,65.04,nan,nan,nan,0.516,0.577,2.25,2.3
66861,19.6,-724,65.04,nan,nan,nan,0.516,0.577,2.25,2.3
66862,19.6,-724,65.04,nan,nan,nan,0.516,0.577,2.25,2.3
66863,19.6,-724,65.04,nan,nan,nan,0.516,0.577,2.25,2.3
66864,19.6,-724,65.04,nan,nan,nan,0.516,0.577,2.25,2.3
66865,19.6,-724,65.04,nan,nan,nan,0.516,0.577,2.25,2.3
66866,19.6,-723,65.04,nan,nan,nan,0.516,0.577,2.25,2.3
66867,19.6,-723,65.04,nan,nan,nan,0.516,0.707,2.25,2.3
66868,19.6,-722,65.04,nan,nan,nan,0.519,nan,2.25,2.25
66869,19.6,-722,65.04,nan,nan,nan,0.519,nan,2.25,2.25
66870,19.6,-721,65.04,nan,nan,nan,0.516,nan,2.25,2.25
66871,20.5,-721,65.04,nan,nan,nan,0.516,0.707,3.15,3.15
66872,20.5,-720,65.04,nan,nan,nan,0.514,0.577,3.15,3.15
66873,21.15,-719,65.04,nan,nan,nan,0.618,0.848,3.8,3.8
66874,22.5,-719,65.04,nan,nan,nan,0.617,0.864,5.15,5.15
66875,22.5,-719,65.04,nan,nan,nan,0.617,0.864,5.15,5.15
66876,22.5,-718,65.04,nan,nan,nan,0.608,0.777,5.15,5.15
66877,22.65,-717,65.04,nan,nan,nan,0.607,0.778,5.3,5.3
66878,22.65,-717,65.04,nan,nan,nan,0.607,0.778,5.3,5.3
66879,22.65,-717,65.04,nan,nan,nan,0.607,0.842,5.3,5.3
66880,22.65,-716,65.04,nan,nan,nan,0.599,0.777,5.3,5.3
66881,22.7,-716,65.04,nan,nan,nan,0.598,0.842,5.35,5.35
66882,22.7,-715,65.04,nan,nan,nan,0.592,0.548,5.35,5.35
66883,22.75,-715,65.04,nan,nan,nan,0.591,0.548,5.4,5.4
66884,22.75,-715,65.04,nan,nan,nan,0.591,0.548,5.4,5.4
66885,22.75,-714,65.04,nan,nan,nan,0.591,0.548,5.4,5.4
66886,22.75,-714,65.04,nan,nan,nan,0.591,0.577,5.4,5.4
66887,22.75,-714,65.04,nan,nan,nan,0.591,0.577,5.4,5.4
66888,22.75,-714,65.04,nan,nan,nan,0.591,0.577,5.4,5.4
66889,22.75,-714,65.04,nan,nan,nan,0.591,0.577,5.4,5.4
66890,22.75,-714,65.04,nan,nan,nan,0.591,0.707,5.4,5.4
66891,22.75,-714,65.04,nan,nan,nan,0.591,nan,5.4,5.4
66892,22.75,-714,65.04,nan,nan,nan,0.591,nan,5.4,5.4
66893,22.75,-714,65.04,nan,nan,nan,0.591,nan,5.4,5.4
66894,22.75,-714,65.04,nan,nan,nan,0.591,nan,5.4,5.4
66895,22.75,-714,65.04,nan,nan,nan,0.591,nan,5.4,5.4
66896,22.75,-714,65.04,nan,nan,nan,0.591,nan,5.4,5.4
66897,22.75,-714,65.04,nan,nan,nan,0.591,nan,5.4,5.4
66898,22.75,-714,65.04,nan,nan,nan,0.591,nan,5.4,5.4
66899,22.75,-713,65.04,nan,nan,nan,0.597,nan,5.4,5.4
66900,22.75,-712,65.04,nan,nan,nan,0.598,nan,5.4,5.4
66901,22.75,-711,65.04,nan,nan,nan,0.598,nan,5.4,5.4
66902,22.75,-711,65.04,nan,nan,nan,0.598,nan,5.4,5.4
66903,22.75,-711,65.04,nan,nan,nan,0.598,nan,5.4,5.4
66904,22.75,-711,65.04,nan,nan,nan,0.605,nan,5.4,5.4
66905,22.75,-711,65.04,nan,nan,nan,0.607,nan,5.4,5.4
66906,22.75,-711,65.04,nan,nan,nan,0.607,nan,5.4,5.4
66907,22.75,-711,65.04,nan,nan,nan,0.607,nan,5.4,5.4
66908,22.75,-711,65.04,nan,nan,nan,0.615,nan,5.4,5.4
66909,22.75,-711,65.04,nan,nan,nan,0.617,nan,5.4,5.4
66910,22.75,-711,65.04,nan,nan,nan,0.617,nan,5.4,5.4
66911,22.75,-711,65.04,nan,nan,nan,0.617,nan,5.4,5.4
66912,22.75,-711,65.04,nan,nan,nan,0.617,nan,5.4,5.4
66913,22.75,-710,65.04,nan,nan,nan,0.617,nan,5.4,5.4
66914,22.75,-709,65.04,nan,nan,nan,0.608,nan,5.4,5.4
66915,24.0,-709,65.04,nan,nan,nan,0.607,0.707,6.65,6.65
66916,24.0,-709,65.04,nan,nan,nan,0.607,0.707,6.65,6.65
66917,24.0,-708,65.04,nan,nan,nan,0.599,0.577,6.65,6.65
66918,25.25,-708,65.04,nan,nan,nan,0.598,0.577,7.9,7.9
66919,25.25,-708,65.04,nan,nan,nan,0.598,0.577,7.9,7.9
66920,25.25,-707,65.04,nan,nan,nan,0.598,0.548,7.9,7.9
66921,26.35,-706,65.04,nan,nan,nan,0.598,0.548,9.0,9.0
66922,26.35,-706,65.04,nan,nan,nan,0.598,0.548,9.0,9.0
66923,26.35,-705,65.04,nan,nan,nan,0.592,0.548,9.0,9.0
66924,28.05,-705,65.04,nan,nan,nan,0.591,0.548,10.7,10.7
66925,28.05,-705,65.04,nan,nan,nan,0.591,0.548,10.7,10.7
66926,28.05,-705,65.04,nan,nan,nan,0.591,0.548,10.7,10.7
66927,28.05,-704,65.04,nan,nan,nan,0.586,0.548,10.7,10.7
66928,29.5,-704,65.04,nan,nan,nan,0.59,0.548,12.15,12.15
66929,29.5,-704,65.04,nan,nan,nan,0.591,0.548,12.15,12.0
66930,29.5,-703,65.04,nan,nan,nan,0.591,0.577,12.15,12.0
66931,29.5,-702,65.04,nan,nan,nan,0.591,0.577,12.15,12.0
66932,29.5,-701,65.04,nan,nan,nan,0.591,0.577,12.15,12.0
66933,29.5,-701,65.04,nan,nan,nan,0.591,0.707,12.15,12.0
66934,29.5,-700,65.04,nan,nan,nan,0.591,0.707,12.15,12.0
66935,29.5,-700,65.04,nan,nan,nan,0.591,0.707,12.15,12.0
66936,29.5,-700,65.04,nan,nan,nan,0.591,nan,12.15,12.0
66937,29.5,-700,65.04,nan,nan,nan,0.591,nan,12.15,12.0
66938,29.5,-700,65.04,nan,nan,nan,0.591,nan,12.15,12.0
66939,29.5,-700,65.04,nan,nan,nan,0.591,nan,12.15,12.0
66940,29.5,-700,65.04,nan,nan,nan,0.591,nan,12.15,12.0
66941,29.5,-699,65.04,nan,nan,nan,0.591,nan,12.15,12.0
66942,29.5,-698,65.04,nan,nan,nan,0.591,nan,12.15,12.0
66943,29.5,-697,65.04,nan,nan,nan,0.591,nan,12.15,12.0
66944,29.5,-697,65.04,nan,nan,nan,0.591,nan,12.15,12.0
66945,29.5,-697,65.04,nan,nan,nan,0.591,nan,12.15,12.0
66946,29.5,-697,65.04,nan,nan,nan,0.591,nan,12.15,12.0
66947,29.5,-701,65.04,nan,nan,nan,0.586,nan,12.15,12.0
66948,26.6,-700,65.04,nan,nan,nan,0.608,1.036,12.15,12.0
66949,27.95,-700,65.04,nan,nan,nan,0.606,0.749,12.15,12.0
66950,27.95,-700,65.04,nan,nan,nan,0.606,0.749,12.15,12.0
66951,27.95,-699,65.04,nan,nan,nan,0.606,0.749,12.15,12.0
66952,27.95,-699,65.04,nan,nan,nan,0.606,0.749,12.15,12.0
66953,27.95,-699,65.04,nan,nan,nan,0.606,0.749,12.15,12.0
66954,27.95,-699,65.04,nan,nan,nan,0.606,0.749,12.15,12.0
66955,27.95,-698,65.04,nan,nan,nan,0.606,0.749,12.15,12.0
66956,27.95,-697,65.04,nan,nan,nan,0.61,0.329,12.15,12.0
66957,27.95,-696,65.04,nan,nan,nan,0.608,0.707,12.15,10.95
66958,29.4,-696,65.04,nan,nan,nan,0.61,0.707,12.15,10.95
66959,29.4,-696,65.04,nan,nan,nan,0.613,0.707,12.15,9.9
66960,29.4,-696,65.04,nan,nan,nan,0.613,0.707,12.15,9.9
66961,29.4,-696,65.04,nan,nan,nan,0.613,0.707,12.15,9.9
66962,29.4,-696,65.04,nan,nan,nan,0.613,0.707,12.15,9.9
66963,29.4,-696,65.04,nan,nan,nan,0.613,0.707,12.15,9.9
66964,29.4,-696,65.04,nan,nan,nan,0.613,0.707,12.15,9.9
66965,29.4,-696,65.04,nan,nan,nan,0.613,0.707,12.15,9.9
66966,29.4,-696,65.04,nan,nan,nan,0.613,nan,12.15,9.9
66967,29.4,-696,65.04,nan,nan,nan,0.613,nan,12.15,9.9
66968,29.4,-696,65.04,nan,nan,nan,0.613,nan,12.15,9.9
66969,29.4,-696,65.04,nan,nan,nan,0.618,nan,12.15,9.9
66970,29.4,-696,65.04,nan,nan,nan,0.622,nan,12.15,9.0
66971,29.4,-695,65.04,nan,nan,nan,0.628,nan,12.15,9.0
66972,29.4,-695,65.04,nan,nan,nan,0.538,nan,12.15,8.35
66973,29.4,-694,65.04,nan,nan,nan,0.543,nan,12.15,7.0
66974,29.4,-694,65.04,nan,nan,nan,0.543,nan,12.15,7.0
66975,29.4,-694,65.04,nan,nan,nan,0.542,nan,12.15,7.0
66976,29.4,-694,65.04,nan,nan,nan,0.547,nan,12.15,6.85
66977,29.4,-693,65.04,nan,nan,nan,0.546,nan,12.15,6.85
66978,30.15,-698,65.04,nan,nan,nan,0.846,2.498,12.8,7.5
66979,28.25,-698,65.04,nan,nan,nan,0.834,1.821,12.8,7.5
66980,28.25,-697,65.04,nan,nan,nan,0.853,1.821,12.8,7.45
66981,28.25,-696,65.04,nan,nan,nan,0.86,1.821,12.8,7.45
66982,28.25,-696,65.04,nan,nan,nan,0.883,1.821,12.8,7.4
66983,28.25,-696,65.04,nan,nan,nan,0.883,1.821,12.8,7.4
66984,28.25,-696,65.04,nan,nan,nan,0.883,1.821,12.8,7.4
66985,28.25,-695,65.04,nan,nan,nan,0.883,1.821,12.8,7.4
66986,28.25,-694,65.04,nan,nan,nan,0.874,1.821,12.8,7.4
66987,29.4,-694,65.04,nan,nan,nan,0.853,0.577,12.8,7.4
66988,29.4,-694,65.04,nan,nan,nan,0.853,0.707,12.8,7.4
66989,29.4,-694,65.04,nan,nan,nan,0.853,0.707,12.8,7.4
66990,29.4,-694,65.04,nan,nan,nan,0.853,0.707,12.8,7.4
66991,29.4,-694,65.04,nan,nan,nan,0.853,0.707,12.8,7.4
66992,29.4,-693,65.04,nan,nan,nan,0.853,0.707,12.8,7.4
66993,29.4,-693,65.04,nan,nan,nan,0.853,0.707,12.8,7.4
66994,29.4,-693,65.04,nan,nan,nan,0.853,0.707,12.8,7.4
66995,29.4,-693,65.04,nan,nan,nan,0.853,nan,12.8,7.4
66996,29.4,-692,65.04,nan,nan,nan,0.853,nan,12.8,7.4
66997,29.4,-692,65.04,nan,nan,nan,0.853,nan,12.8,7.4
66998,29.4,-692,65.04,nan,nan,nan,0.853,nan,12.8,7.4
66999,29.4,-692,65.04,nan,nan,nan,0.853,nan,12.8,7.4
67000,29.4,-692,65.04,nan,nan,nan,0.853,nan,12.8,7.4
67001,29.4,-692,65.04,nan,nan,nan,0.853,nan,12.8,7.4
67002,29.4,-692,65.04,nan,nan,nan,0.853,nan,12.8,7.4
67003,29.4,-691,65.04,nan,nan,nan,0.846,nan,12.8,7.4
67004,30.25,-690,65.04,nan,nan,nan,0.925,0.915,12.9,7.5
67005,32.2,-689,65.04,nan,nan,nan,0.908,1.15,14.85,9.45
67006,32.2,-689,65.04,nan,nan,nan,0.908,1.15,14.85,9.45
67007,32.2,-689,65.04,nan,nan,nan,0.908,1.15,14.85,9.45
67008,32.2,-689,65.04,nan,nan,nan,0.908,1.15,14.85,9.45
67009,32.2,-689,65.04,nan,nan,nan,0.908,1.15,14.85,9.45
67010,32.2,-689,65.04,nan,nan,nan,0.908,1.15,14.85,9.45
67011,32.2,-689,65.04,nan,nan,nan,0.908,1.15,14.85,9.45
67012,32.2,-689,65.04,nan,nan,nan,0.908,1.622,14.85,9.45
67013,32.2,-688,65.04,nan,nan,nan,0.92,nan,14.85,9.45
67014,32.2,-688,65.04,nan,nan,nan,0.939,nan,14.85,8.2
67015,32.2,-688,65.04,nan,nan,nan,0.939,nan,14.85,8.2
67016,32.2,-688,65.04,nan,nan,nan,0.952,nan,14.85,8.2
67017,32.2,-687,65.04,nan,nan,nan,0.975,nan,14.85,6.95
67018,32.2,-687,65.04,nan,nan,nan,0.975,nan,14.85,6.95
67019,32.2,-687,65.04,nan,nan,nan,0.991,nan,14.85,6.95
67020,32.2,-686,65.04,nan,nan,nan,1.018,nan,14.85,5.85
67021,32.2,-686,65.04,nan,nan,nan,1.018,nan,14.85,5.85
67022,32.2,-686,65.04,nan,nan,nan,1.037,nan,14.85,5.85
67023,32.2,-686,65.04,nan,nan,nan,1.07,nan,14.85,5.6
67024,32.2,-685,65.04,nan,nan,nan,1.046,nan,14.85,5.6
67025,33.15,-685,65.04,nan,nan,nan,1.018,0.707,15.8,6.55
67026,33.15,-685,65.04,nan,nan,nan,1.037,0.707,15.8,6.55
67027,33.15,-685,65.04,nan,nan,nan,1.07,0.707,15.8,6.55
67028,33.15,-685,65.04,nan,nan,nan,1.07,0.707,15.8,6.55
67029,33.15,-685,65.04,nan,nan,nan,1.07,0.707,15.8,6.55
67030,33.15,-685,65.04,nan,nan,nan,1.07,0.707,15.8,6.55
67031,33.15,-685,65.04,nan,nan,nan,1.07,0.707,15.8,6.55
67032,33.15,-684,65.04,nan,nan,nan,1.046,0.577,15.8,6.55
67033,33.8,-683,65.04,nan,nan,nan,1.018,0.577,16.45,7.2
