Trade Number,Market Price,Excess Demand,Speculator Proportion,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference
63684,72.85,-522,65.0,nan,nan,nan,0.862,1.924,0.0,9.1
63685,72.85,-548,65.0,nan,nan,nan,0.853,1.757,0.0,9.1
63686,66.95,-548,65.0,nan,nan,nan,0.837,1.524,5.9,10.25
63687,66.95,-548,65.0,nan,nan,nan,0.837,1.524,5.9,10.25
63688,66.95,-548,65.0,nan,nan,nan,0.837,1.524,5.9,10.25
63689,66.95,-548,65.0,nan,nan,nan,0.837,1.597,5.9,10.25
63690,66.95,-548,65.0,nan,nan,nan,0.845,0.577,5.9,10.25
63691,66.95,-548,65.0,nan,nan,nan,0.862,0.707,5.9,10.25
63692,66.95,-548,65.0,nan,nan,nan,0.862,0.707,5.9,10.25
63693,66.95,-548,65.0,nan,nan,nan,0.862,0.707,5.9,10.25
63694,66.95,-548,65.0,nan,nan,nan,0.862,nan,5.9,10.25
63695,66.95,-548,65.0,nan,nan,nan,0.862,nan,5.9,10.25
63696,66.95,-548,65.0,nan,nan,nan,0.862,nan,5.9,10.25
63697,66.95,-548,65.0,nan,nan,nan,0.862,nan,5.9,10.25
63698,66.95,-547,65.0,nan,nan,nan,0.862,nan,5.9,10.25
63699,66.95,-547,65.0,nan,nan,nan,0.862,nan,5.9,10.25
63700,66.95,-547,65.0,nan,nan,nan,0.862,nan,5.9,10.25
63701,66.95,-547,65.0,nan,nan,nan,0.862,nan,5.9,10.25
63702,66.95,-546,65.0,nan,nan,nan,0.862,nan,5.9,10.25
63703,66.95,-546,65.0,nan,nan,nan,0.862,nan,5.9,10.25
63704,66.95,-546,65.0,nan,nan,nan,0.862,nan,5.9,10.25
63705,66.95,-545,65.0,nan,nan,nan,0.862,nan,5.9,10.25
63706,66.95,-545,65.0,nan,nan,nan,0.862,nan,5.9,10.25
63707,66.95,-552,65.0,nan,nan,nan,0.853,nan,5.9,10.25
63708,59.7,-551,65.0,nan,nan,nan,0.844,0.897,13.15,17.5
63709,61.65,-551,65.0,nan,nan,nan,0.835,0.669,13.15,17.5
63710,61.65,-550,65.0,nan,nan,nan,0.852,0.669,13.15,17.5
63711,61.65,-550,65.0,nan,nan,nan,0.852,0.669,13.15,17.5
63712,61.65,-550,65.0,nan,nan,nan,0.852,0.669,13.15,17.5
63713,61.65,-549,65.0,nan,nan,nan,0.852,0.669,13.15,17.5
63714,61.65,-549,65.0,nan,nan,nan,0.852,0.669,13.15,17.5
