Trade Number,Market Price,Excess Demand,Speculator Proportion,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference
54345,74.95,-768,64.84,nan,nan,nan,1.596,0.707,0.0,20.9
54346,74.95,-768,64.84,nan,nan,nan,1.596,0.707,0.0,20.9
54347,74.95,-768,64.84,nan,nan,nan,1.596,0.707,0.0,20.9
54348,74.95,-768,64.84,nan,nan,nan,1.596,0.707,0.0,20.9
54349,74.95,-768,64.84,nan,nan,nan,1.596,0.707,0.0,20.9
54350,74.95,-767,64.84,nan,nan,nan,1.596,0.577,0.0,20.9
54351,79.15,-766,64.84,nan,nan,nan,1.596,0.577,4.2,20.9
54352,79.15,-766,64.84,nan,nan,nan,1.596,0.577,4.2,20.9
54353,79.15,-766,64.84,nan,nan,nan,1.619,0.577,4.2,20.9
54354,79.15,-766,64.84,nan,nan,nan,1.057,0.707,4.2,20.9
54355,79.15,-765,64.84,nan,nan,nan,1.07,0.707,4.2,15.75
54356,79.15,-764,64.84,nan,nan,nan,1.054,0.577,4.2,15.75
54357,82.7,-764,64.84,nan,nan,nan,1.042,0.577,7.75,15.75
54358,82.7,-764,64.84,nan,nan,nan,1.042,0.577,7.75,15.75
54359,82.7,-764,64.84,nan,nan,nan,1.042,0.577,7.75,15.75
54360,82.7,-764,64.84,nan,nan,nan,1.057,0.707,7.75,15.75
54361,82.7,-763,64.84,nan,nan,nan,1.07,0.707,7.75,15.75
54362,82.7,-763,64.84,nan,nan,nan,1.07,0.707,7.75,15.75
54363,82.7,-763,64.84,nan,nan,nan,1.07,0.707,7.75,15.75
54364,82.7,-762,64.84,nan,nan,nan,1.07,0.707,7.75,15.75
54365,82.7,-761,64.84,nan,nan,nan,1.07,nan,7.75,15.75
54366,82.7,-761,64.84,nan,nan,nan,1.07,nan,7.75,15.75
54367,82.7,-761,64.84,nan,nan,nan,1.07,nan,7.75,15.75
54368,82.7,-761,64.84,nan,nan,nan,1.07,nan,7.75,15.75
54369,82.7,-761,64.84,nan,nan,nan,1.07,nan,7.75,15.75
54370,82.7,-761,64.84,nan,nan,nan,1.07,nan,7.75,15.75
54371,82.7,-761,64.84,nan,nan,nan,1.07,nan,7.75,15.75
54372,82.7,-761,64.84,nan,nan,nan,1.07,nan,7.75,15.75
54373,82.7,-760,64.84,nan,nan,nan,1.07,nan,7.75,15.75
54374,82.7,-764,64.84,nan,nan,nan,1.054,nan,7.75,15.75
54375,74.45,-764,64.84,nan,nan,nan,1.042,0.707,8.25,15.75
54376,74.45,-764,64.84,nan,nan,nan,1.057,0.707,8.25,15.75
54377,74.45,-764,64.84,nan,nan,nan,1.07,0.707,8.25,13.4
54378,74.45,-764,64.84,nan,nan,nan,1.087,0.707,8.25,13.4
54379,74.45,-764,64.84,nan,nan,nan,1.107,0.707,8.25,13.4
54380,74.45,-764,64.84,nan,nan,nan,1.082,0.707,8.25,13.4
54381,74.45,-763,64.84,nan,nan,nan,0.51,0.577,8.25,13.4
54382,76.55,-763,64.84,nan,nan,nan,0.51,0.577,8.25,13.4
54383,76.55,-768,64.84,nan,nan,nan,0.51,0.577,8.25,13.4
54384,71.5,-768,64.84,nan,nan,nan,0.509,0.577,11.2,13.4
54385,71.5,-768,64.84,nan,nan,nan,0.509,0.577,11.2,13.4
54386,71.5,-768,64.84,nan,nan,nan,0.509,0.577,11.2,13.4
54387,71.5,-767,64.84,nan,nan,nan,0.509,0.577,11.2,13.4
54388,71.5,-767,64.84,nan,nan,nan,0.509,0.577,11.2,13.4
54389,71.5,-766,64.84,nan,nan,nan,0.509,0.577,11.2,13.4
54390,71.5,-766,64.84,nan,nan,nan,0.518,0.577,11.2,13.4
54391,71.5,-766,64.84,nan,nan,nan,0.52,0.707,11.2,13.4
54392,71.5,-766,64.84,nan,nan,nan,0.52,nan,11.2,13.4
54393,71.5,-766,64.84,nan,nan,nan,0.52,nan,11.2,13.4
54394,71.5,-765,64.84,nan,nan,nan,0.52,nan,11.2,13.4
54395,71.5,-765,64.84,nan,nan,nan,0.52,nan,11.2,13.4
54396,71.5,-765,64.84,nan,nan,nan,0.52,nan,11.2,13.4
54397,71.5,-764,64.84,nan,nan,nan,0.52,nan,11.2,13.4
54398,74.45,-763,64.84,nan,nan,nan,0.512,0.204,11.2,13.4
54399,76.55,-763,64.84,nan,nan,nan,0.511,0.515,11.2,13.4
54400,76.55,-763,64.84,nan,nan,nan,0.511,0.515,11.2,13.4
54401,76.55,-763,64.84,nan,nan,nan,0.511,0.515,11.2,13.4
54402,76.55,-762,64.84,nan,nan,nan,0.511,0.472,11.2,13.4
54403,77.55,-762,64.84,nan,nan,nan,0.51,0.509,11.2,13.4
54404,77.55,-762,64.84,nan,nan,nan,0.51,0.509,11.2,13.4
54405,77.55,-762,64.84,nan,nan,nan,0.51,0.509,11.2,13.4
54406,77.55,-762,64.84,nan,nan,nan,0.51,0.508,11.2,13.4
54407,77.55,-766,64.84,nan,nan,nan,0.51,0.577,11.2,13.4
54408,72.0,-766,64.84,nan,nan,nan,0.51,0.577,11.2,13.4
54409,72.0,-766,64.84,nan,nan,nan,0.509,0.577,11.2,13.4
54410,72.0,-766,64.84,nan,nan,nan,0.51,0.577,11.2,13.4
54411,72.0,-766,64.84,nan,nan,nan,0.51,0.577,11.2,13.4
54412,72.0,-765,64.84,nan,nan,nan,0.51,0.707,11.2,13.4
54413,72.0,-765,64.84,nan,nan,nan,0.51,0.707,11.2,13.4
54414,72.0,-765,64.84,nan,nan,nan,0.51,0.707,11.2,13.4
54415,72.0,-764,64.84,nan,nan,nan,0.51,0.577,11.2,13.4
54416,74.45,-764,64.84,nan,nan,nan,0.509,0.577,11.2,13.4
54417,74.45,-764,64.84,nan,nan,nan,0.51,0.707,11.2,13.4
54418,74.45,-764,64.84,nan,nan,nan,0.51,0.707,11.2,13.4
54419,74.45,-764,64.84,nan,nan,nan,0.51,0.707,11.2,13.4
54420,74.45,-764,64.84,nan,nan,nan,0.51,0.707,11.2,13.4
54421,74.45,-770,64.84,nan,nan,nan,0.511,0.577,11.2,13.4
54422,70.5,-770,64.84,nan,nan,nan,0.51,0.577,12.2,13.4
54423,70.5,-769,64.84,nan,nan,nan,0.51,0.548,12.2,13.4
54424,70.6,-768,64.84,nan,nan,nan,0.502,0.5,12.2,13.4
54425,70.65,-768,64.84,nan,nan,nan,0.502,0.5,12.2,13.4
54426,70.65,-767,64.84,nan,nan,nan,0.502,0.5,12.2,13.4
54427,70.65,-767,64.84,nan,nan,nan,0.502,0.5,12.2,13.4
54428,70.65,-767,64.84,nan,nan,nan,0.502,0.5,12.2,13.4
54429,70.65,-767,64.84,nan,nan,nan,0.501,0.5,12.2,13.4
54430,70.65,-766,64.84,nan,nan,nan,0.502,0.479,12.2,12.35
54431,70.65,-770,64.84,nan,nan,nan,0.502,0.479,12.2,12.35
54432,68.95,-770,64.84,nan,nan,nan,0.501,0.479,13.75,13.75
54433,68.95,-770,64.84,nan,nan,nan,0.493,0.577,13.75,13.75
54434,68.95,-769,64.84,nan,nan,nan,0.492,0.707,13.75,13.75
54435,68.95,-769,64.84,nan,nan,nan,0.492,0.707,13.75,13.75
54436,68.95,-769,64.84,nan,nan,nan,0.492,0.707,13.75,13.75
54437,68.95,-769,64.84,nan,nan,nan,0.492,0.707,13.75,13.75
54438,68.95,-769,64.84,nan,nan,nan,0.492,0.707,13.75,13.75
54439,68.95,-768,64.84,nan,nan,nan,0.492,0.707,13.75,13.75
54440,68.95,-768,64.84,nan,nan,nan,0.492,nan,13.75,13.75
54441,68.95,-768,64.84,nan,nan,nan,0.492,nan,13.75,13.75
54442,68.95,-767,64.84,nan,nan,nan,0.492,nan,13.75,13.75
54443,68.95,-767,64.84,nan,nan,nan,0.492,nan,13.75,13.75
54444,68.95,-767,64.84,nan,nan,nan,0.492,nan,13.75,13.75
54445,68.95,-767,64.84,nan,nan,nan,0.492,nan,13.75,13.75
54446,68.95,-767,64.84,nan,nan,nan,0.492,nan,13.75,13.75
54447,68.95,-767,64.84,nan,nan,nan,0.492,nan,13.75,13.75
54448,68.95,-767,64.84,nan,nan,nan,0.492,nan,13.75,13.75
54449,68.95,-767,64.84,nan,nan,nan,0.491,nan,13.75,13.75
54450,68.95,-767,64.84,nan,nan,nan,0.491,nan,13.75,13.75
54451,68.95,-767,64.84,nan,nan,nan,0.491,nan,13.75,13.75
54452,68.95,-767,64.84,nan,nan,nan,0.491,nan,13.75,13.75
54453,68.95,-767,64.84,nan,nan,nan,0.491,nan,13.75,13.75
54454,68.95,-766,64.84,nan,nan,nan,0.491,nan,13.75,13.75
54455,72.9,-766,64.84,nan,nan,nan,0.491,0.707,13.75,13.75
54456,72.9,-766,64.84,nan,nan,nan,0.491,0.707,13.75,13.75
54457,72.9,-766,64.84,nan,nan,nan,0.491,0.707,13.75,13.75
54458,72.9,-766,64.84,nan,nan,nan,0.491,0.707,13.75,13.75
54459,72.9,-766,64.84,nan,nan,nan,0.491,0.707,13.75,13.75
54460,72.9,-766,64.84,nan,nan,nan,0.491,0.707,13.75,13.75
54461,72.9,-766,64.84,nan,nan,nan,0.491,0.707,13.75,13.75
54462,72.9,-765,64.84,nan,nan,nan,0.491,0.577,13.75,13.75
54463,77.55,-764,64.84,nan,nan,nan,0.492,0.577,13.75,13.75
54464,77.55,-764,64.84,nan,nan,nan,0.492,0.707,13.75,13.75
54465,77.55,-763,64.84,nan,nan,nan,0.492,0.707,13.75,13.75
54466,77.55,-763,64.84,nan,nan,nan,0.492,0.707,13.75,13.75
54467,77.55,-762,64.84,nan,nan,nan,0.491,0.577,13.75,13.75
54468,81.6,-762,64.84,nan,nan,nan,0.492,0.577,13.75,13.75
54469,81.6,-761,64.84,nan,nan,nan,0.492,0.548,13.75,13.75
54470,86.2,-761,64.84,nan,nan,nan,0.493,0.548,17.25,17.25
54471,86.2,-761,64.84,nan,nan,nan,0.493,0.548,17.25,17.25
54472,86.2,-760,64.84,nan,nan,nan,0.493,0.577,17.25,17.25
54473,86.2,-760,64.84,nan,nan,nan,0.493,0.577,17.25,17.25
54474,86.2,-760,64.84,nan,nan,nan,0.492,0.577,17.25,17.25
54475,86.2,-775,64.84,nan,nan,nan,0.492,0.548,17.25,17.25
54476,79.2,-775,64.84,nan,nan,nan,0.493,0.548,17.25,17.25
54477,79.2,-774,64.84,nan,nan,nan,0.493,0.577,17.25,17.25
54478,79.2,-774,64.84,nan,nan,nan,0.493,0.577,17.25,17.25
54479,79.2,-774,64.84,nan,nan,nan,0.493,0.707,17.25,17.25
54480,79.2,-773,64.84,nan,nan,nan,0.493,0.707,17.25,17.25
54481,79.2,-773,64.84,nan,nan,nan,0.492,0.707,17.25,17.25
54482,79.2,-772,64.84,nan,nan,nan,0.492,0.707,17.25,17.25
54483,79.2,-779,64.84,nan,nan,nan,0.491,0.577,17.25,17.25
54484,71.2,-779,64.84,nan,nan,nan,0.492,0.577,17.25,17.25
54485,71.2,-779,64.84,nan,nan,nan,0.492,0.707,17.25,17.25
54486,71.2,-779,64.84,nan,nan,nan,0.492,0.707,17.25,17.25
54487,71.2,-778,64.84,nan,nan,nan,0.492,0.577,17.25,17.25
54488,75.0,-777,64.84,nan,nan,nan,0.493,0.577,17.25,17.25
54489,75.0,-776,64.84,nan,nan,nan,0.493,0.577,17.25,17.25
54490,75.0,-779,64.84,nan,nan,nan,0.493,0.548,17.25,17.25
54491,69.2,-778,64.84,nan,nan,nan,0.493,0.548,17.25,17.25
54492,69.2,-777,64.84,nan,nan,nan,0.493,0.548,17.25,17.25
54493,71.2,-777,64.84,nan,nan,nan,0.494,0.548,17.25,17.25
54494,71.2,-777,64.84,nan,nan,nan,0.494,0.548,17.25,17.25
54495,71.2,-777,64.84,nan,nan,nan,0.494,0.548,17.25,17.25
54496,71.2,-777,64.84,nan,nan,nan,0.493,0.548,17.25,17.25
54497,71.2,-777,64.84,nan,nan,nan,0.5,0.577,17.25,17.25
54498,71.2,-776,64.84,nan,nan,nan,0.5,0.548,17.25,17.25
54499,75.0,-775,64.84,nan,nan,nan,0.5,0.548,17.25,17.25
54500,75.0,-775,64.84,nan,nan,nan,0.5,0.577,17.25,17.25
54501,75.0,-775,64.84,nan,nan,nan,0.5,0.577,17.25,17.25
54502,75.0,-775,64.84,nan,nan,nan,0.5,0.707,17.25,17.25
54503,75.0,-775,64.84,nan,nan,nan,0.5,0.707,17.25,17.25
54504,75.0,-775,64.84,nan,nan,nan,0.5,0.707,17.25,17.25
54505,75.0,-775,64.84,nan,nan,nan,0.5,0.707,17.25,17.25
54506,75.0,-775,64.84,nan,nan,nan,0.5,0.707,17.25,17.25
54507,75.0,-774,64.84,nan,nan,nan,0.5,nan,17.25,17.25
54508,75.0,-774,64.84,nan,nan,nan,0.5,nan,17.25,17.25
54509,75.0,-774,64.84,nan,nan,nan,0.5,nan,17.25,17.25
54510,75.0,-774,64.84,nan,nan,nan,0.5,nan,17.25,17.25
54511,75.0,-773,64.84,nan,nan,nan,0.5,nan,17.25,17.25
54512,75.0,-772,64.84,nan,nan,nan,0.5,nan,17.25,17.25
54513,78.35,-772,64.84,nan,nan,nan,0.5,0.707,17.25,17.25
54514,78.35,-772,64.84,nan,nan,nan,0.5,0.707,17.25,17.25
54515,78.35,-771,64.84,nan,nan,nan,0.5,0.707,17.25,17.25
54516,78.35,-771,64.84,nan,nan,nan,0.5,0.707,17.25,17.25
54517,78.35,-771,64.84,nan,nan,nan,0.5,0.707,17.25,17.25
54518,78.35,-771,64.84,nan,nan,nan,0.5,0.707,17.25,17.25
54519,78.35,-771,64.84,nan,nan,nan,0.5,0.707,17.25,17.25
54520,78.35,-771,64.84,nan,nan,nan,0.5,0.707,17.25,17.25
54521,78.35,-771,64.84,nan,nan,nan,0.5,nan,17.25,17.25
54522,78.35,-784,64.84,nan,nan,nan,0.5,nan,17.25,17.25
54523,70.8,-784,64.84,nan,nan,nan,0.509,0.707,17.25,17.25
