Trade Number,Market Price,Excess Demand,Speculator Proportion,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference
73033,48.6,-478,65.16,nan,nan,nan,0.539,0.577,0.0,14.55
73034,48.6,-478,65.16,nan,nan,nan,0.539,0.577,0.0,14.55
73035,48.6,-477,65.16,nan,nan,nan,0.534,0.577,0.0,14.55
73036,50.15,-477,65.16,nan,nan,nan,0.536,0.577,1.55,14.55
73037,50.15,-477,65.16,nan,nan,nan,0.536,0.577,1.55,14.55
73038,50.15,-476,65.16,nan,nan,nan,0.532,0.577,1.55,14.55
73039,53.4,-475,65.16,nan,nan,nan,0.534,0.577,4.8,14.55
73040,53.4,-475,65.16,nan,nan,nan,0.534,0.577,4.8,14.55
73041,53.4,-488,65.16,nan,nan,nan,0.531,0.548,4.8,14.55
73042,48.45,-487,65.16,nan,nan,nan,0.532,0.548,4.95,14.55
73043,48.45,-487,65.16,nan,nan,nan,0.532,0.548,4.95,14.55
73044,48.45,-487,65.16,nan,nan,nan,0.532,0.548,4.95,14.55
73045,48.45,-486,65.16,nan,nan,nan,0.535,0.577,4.95,14.55
73046,48.45,-485,65.16,nan,nan,nan,0.534,0.577,4.95,14.55
73047,48.45,-485,65.16,nan,nan,nan,0.534,0.577,4.95,14.55
73048,48.45,-485,65.16,nan,nan,nan,0.534,0.707,4.95,14.55
73049,48.45,-485,65.16,nan,nan,nan,0.534,0.707,4.95,14.55
73050,48.45,-485,65.16,nan,nan,nan,0.534,nan,4.95,14.55
73051,48.45,-485,65.16,nan,nan,nan,0.538,nan,4.95,14.55
73052,48.45,-484,65.16,nan,nan,nan,0.532,nan,4.95,14.55
73053,49.6,-484,65.16,nan,nan,nan,0.538,0.707,4.95,14.55
73054,49.6,-483,65.16,nan,nan,nan,0.536,0.707,4.95,14.55
73055,49.6,-482,65.16,nan,nan,nan,0.536,0.707,4.95,14.55
73056,49.6,-482,65.16,nan,nan,nan,0.536,0.707,4.95,14.55
73057,49.6,-482,65.16,nan,nan,nan,0.536,0.707,4.95,14.55
73058,49.6,-482,65.16,nan,nan,nan,0.536,0.707,4.95,14.55
73059,49.6,-482,65.16,nan,nan,nan,0.536,0.707,4.95,14.55
73060,49.6,-482,65.16,nan,nan,nan,0.536,0.707,4.95,14.55
73061,49.6,-482,65.16,nan,nan,nan,0.536,nan,4.95,14.55
73062,49.6,-482,65.16,nan,nan,nan,0.536,nan,4.95,14.55
73063,49.6,-482,65.16,nan,nan,nan,0.54,nan,4.95,14.55
73064,49.6,-482,65.16,nan,nan,nan,0.521,nan,4.95,12.95
73065,49.6,-482,65.16,nan,nan,nan,0.52,nan,4.95,10.65
73066,49.6,-486,65.16,nan,nan,nan,0.517,nan,4.95,10.65
73067,46.65,-486,65.16,nan,nan,nan,0.518,0.707,6.75,10.65
73068,46.65,-486,65.16,nan,nan,nan,0.518,0.707,6.75,10.65
73069,46.65,-486,65.16,nan,nan,nan,0.518,0.707,6.75,10.65
73070,46.65,-486,65.16,nan,nan,nan,0.518,0.707,6.75,10.65
73071,46.65,-486,65.16,nan,nan,nan,0.518,0.707,6.75,10.65
73072,46.65,-485,65.16,nan,nan,nan,0.516,0.577,6.75,10.65
73073,46.85,-485,65.16,nan,nan,nan,0.517,0.577,6.75,10.65
73074,46.85,-511,65.16,nan,nan,nan,0.515,0.548,6.75,10.65
73075,43.0,-511,65.16,nan,nan,nan,0.516,0.548,10.4,13.9
73076,43.0,-511,65.16,nan,nan,nan,0.516,0.577,10.4,13.9
73077,43.0,-511,65.16,nan,nan,nan,0.516,0.577,10.4,13.9
73078,43.0,-511,65.16,nan,nan,nan,0.516,0.577,10.4,13.9
73079,43.0,-511,65.16,nan,nan,nan,0.516,0.577,10.4,13.9
73080,43.0,-511,65.16,nan,nan,nan,0.516,0.577,10.4,13.9
73081,43.0,-511,65.16,nan,nan,nan,0.518,0.577,10.4,13.9
73082,43.0,-511,65.16,nan,nan,nan,0.519,0.707,10.4,13.9
73083,43.0,-511,65.16,nan,nan,nan,0.519,nan,10.4,13.9
73084,43.0,-510,65.16,nan,nan,nan,0.519,nan,10.4,13.9
73085,43.0,-510,65.16,nan,nan,nan,0.519,nan,10.4,13.9
73086,43.0,-509,65.16,nan,nan,nan,0.519,nan,10.4,13.9
73087,43.0,-508,65.16,nan,nan,nan,0.519,nan,10.4,13.9
73088,43.0,-508,65.16,nan,nan,nan,0.519,nan,10.4,13.9
73089,43.0,-508,65.16,nan,nan,nan,0.519,nan,10.4,13.9
73090,43.0,-508,65.16,nan,nan,nan,0.519,nan,10.4,13.9
73091,43.0,-507,65.16,nan,nan,nan,0.519,nan,10.4,13.9
73092,43.0,-507,65.16,nan,nan,nan,0.519,nan,10.4,13.9
73093,43.0,-507,65.16,nan,nan,nan,0.519,nan,10.4,13.9
73094,43.0,-507,65.16,nan,nan,nan,0.519,nan,10.4,13.9
73095,43.0,-507,65.16,nan,nan,nan,0.519,nan,10.4,13.9
73096,43.0,-507,65.16,nan,nan,nan,0.519,nan,10.4,13.9
73097,43.0,-507,65.16,nan,nan,nan,0.519,nan,10.4,13.9
73098,43.0,-507,65.16,nan,nan,nan,0.519,nan,10.4,13.9
73099,43.0,-507,65.16,nan,nan,nan,0.519,nan,10.4,13.9
73100,43.0,-507,65.16,nan,nan,nan,0.519,nan,10.4,13.9
73101,43.0,-507,65.16,nan,nan,nan,0.519,nan,10.4,13.9
73102,43.0,-507,65.16,nan,nan,nan,0.519,nan,10.4,13.9
73103,43.0,-510,65.16,nan,nan,nan,0.517,nan,10.4,13.9
73104,38.75,-510,65.16,nan,nan,nan,0.518,0.707,14.65,18.15
73105,38.75,-510,65.16,nan,nan,nan,0.518,0.707,14.65,18.15
73106,38.75,-510,65.16,nan,nan,nan,0.518,0.707,14.65,18.15
73107,38.75,-509,65.16,nan,nan,nan,0.516,0.577,14.65,18.15
73108,40.8,-509,65.16,nan,nan,nan,0.517,0.577,14.65,18.15
73109,40.8,-509,65.16,nan,nan,nan,0.517,0.577,14.65,18.15
73110,40.8,-509,65.16,nan,nan,nan,0.518,0.577,14.65,18.15
73111,40.8,-509,65.16,nan,nan,nan,0.518,0.577,14.65,18.15
73112,40.8,-509,65.16,nan,nan,nan,0.518,0.577,14.65,18.15
73113,40.8,-508,65.16,nan,nan,nan,0.518,0.707,14.65,18.15
73114,40.8,-508,65.16,nan,nan,nan,0.518,0.707,14.65,18.15
73115,40.8,-508,65.16,nan,nan,nan,0.519,0.707,14.65,18.15
73116,40.8,-508,65.16,nan,nan,nan,0.519,nan,14.65,18.15
73117,40.8,-508,65.16,nan,nan,nan,0.519,nan,14.65,18.15
73118,40.8,-508,65.16,nan,nan,nan,0.519,nan,14.65,18.15
73119,40.8,-508,65.16,nan,nan,nan,0.52,nan,14.65,18.15
