Trade Number,Market Price,Excess Demand,Speculator Proportion,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference
53020,33.95,-639,64.84,nan,nan,nan,0.796,0.577,0.0,8.9
53021,34.6,-639,64.84,nan,nan,nan,0.79,0.577,0.65,8.9
53022,34.6,-639,64.84,nan,nan,nan,0.798,0.577,0.65,8.9
53023,34.6,-639,64.84,nan,nan,nan,0.798,0.707,0.65,8.9
53024,34.6,-638,64.84,nan,nan,nan,0.796,0.577,0.65,8.9
53025,36.45,-638,64.84,nan,nan,nan,0.788,0.577,2.5,8.9
53026,36.45,-638,64.84,nan,nan,nan,0.788,0.577,2.5,8.9
53027,36.45,-637,64.84,nan,nan,nan,0.786,0.548,2.5,8.9
53028,38.6,-637,64.84,nan,nan,nan,0.78,0.548,4.65,10.45
53029,38.6,-637,64.84,nan,nan,nan,0.763,0.548,4.65,10.45
53030,38.6,-637,64.84,nan,nan,nan,0.771,0.577,4.65,10.45
53031,38.6,-637,64.84,nan,nan,nan,0.773,0.577,4.65,10.45
53032,38.6,-636,64.84,nan,nan,nan,0.778,0.548,4.65,10.45
53033,39.7,-635,64.84,nan,nan,nan,0.784,0.596,5.75,11.55
53034,41.05,-635,64.84,nan,nan,nan,0.784,0.596,7.1,12.9
53035,41.05,-635,64.84,nan,nan,nan,0.787,0.596,7.1,12.9
53036,41.05,-635,64.84,nan,nan,nan,0.789,0.65,7.1,12.9
53037,41.05,-635,64.84,nan,nan,nan,0.703,0.653,7.1,12.9
53038,41.05,-635,64.84,nan,nan,nan,0.698,0.653,7.1,12.9
53039,41.05,-635,64.84,nan,nan,nan,0.704,0.653,7.1,12.9
53040,41.05,-634,64.84,nan,nan,nan,0.701,0.548,7.1,12.9
53041,43.45,-634,64.84,nan,nan,nan,0.698,0.65,9.5,15.3
53042,43.45,-634,64.84,nan,nan,nan,0.704,0.577,9.5,15.3
53043,43.45,-634,64.84,nan,nan,nan,0.704,0.707,9.5,15.3
53044,43.45,-634,64.84,nan,nan,nan,0.704,0.707,9.5,15.3
53045,43.45,-634,64.84,nan,nan,nan,0.704,0.707,9.5,15.3
53046,43.45,-634,64.84,nan,nan,nan,0.704,0.707,9.5,15.3
