Trade Number,Market Price,Excess Demand,Speculator Proportion,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference
56249,59.3,-354,64.88,nan,nan,nan,0.553,0.577,0.0,26.45
56250,59.3,-354,64.88,nan,nan,nan,0.555,0.577,0.0,26.45
56251,59.3,-354,64.88,nan,nan,nan,0.556,0.577,0.0,26.45
56252,59.3,-354,64.88,nan,nan,nan,0.552,0.577,0.0,26.45
56253,59.3,-353,64.88,nan,nan,nan,0.554,0.707,0.0,26.45
56254,59.3,-353,64.88,nan,nan,nan,0.554,nan,0.0,26.45
56255,59.3,-353,64.88,nan,nan,nan,0.554,nan,0.0,26.45
56256,59.3,-353,64.88,nan,nan,nan,0.554,nan,0.0,26.45
56257,59.3,-353,64.88,nan,nan,nan,0.557,nan,0.0,26.45
56258,59.3,-353,64.88,nan,nan,nan,0.557,nan,0.0,26.45
56259,59.3,-353,64.88,nan,nan,nan,0.557,nan,0.0,26.45
56260,59.3,-353,64.88,nan,nan,nan,0.557,nan,0.0,26.45
56261,59.3,-352,64.88,nan,nan,nan,0.557,nan,0.0,26.45
56262,59.3,-352,64.88,nan,nan,nan,0.557,nan,0.0,26.45
56263,59.3,-352,64.88,nan,nan,nan,0.557,nan,0.0,26.45
56264,59.3,-352,64.88,nan,nan,nan,0.557,nan,0.0,26.45
56265,59.3,-352,64.88,nan,nan,nan,0.562,nan,0.0,26.45
56266,59.3,-351,64.88,nan,nan,nan,0.564,nan,0.0,26.45
56267,63.8,-351,64.88,nan,nan,nan,0.562,0.707,4.5,26.45
56268,63.8,-351,64.88,nan,nan,nan,0.565,0.707,4.5,26.45
56269,63.8,-351,64.88,nan,nan,nan,0.565,0.707,4.5,26.45
56270,63.8,-350,64.88,nan,nan,nan,0.568,0.577,4.5,26.45
56271,68.3,-350,64.88,nan,nan,nan,0.565,0.577,9.0,26.45
56272,68.3,-349,64.88,nan,nan,nan,0.565,0.577,9.0,26.45
56273,68.3,-348,64.88,nan,nan,nan,0.564,0.548,9.0,26.45
56274,68.95,-348,64.88,nan,nan,nan,0.562,0.548,9.65,26.45
56275,68.95,-348,64.88,nan,nan,nan,0.565,0.548,9.65,24.8
56276,68.95,-348,64.88,nan,nan,nan,0.565,0.577,9.65,24.8
56277,68.95,-348,64.88,nan,nan,nan,0.565,0.577,9.65,24.8
56278,68.95,-347,64.88,nan,nan,nan,0.565,0.577,9.65,24.8
56279,68.95,-346,64.88,nan,nan,nan,0.565,0.577,9.65,24.8
56280,68.95,-346,64.88,nan,nan,nan,0.565,0.707,9.65,24.8
56281,68.95,-346,64.88,nan,nan,nan,0.565,0.707,9.65,24.8
56282,68.95,-346,64.88,nan,nan,nan,0.565,nan,9.65,24.8
56283,68.95,-346,64.88,nan,nan,nan,0.565,nan,9.65,24.8
56284,68.95,-346,64.88,nan,nan,nan,0.565,nan,9.65,24.8
56285,68.95,-346,64.88,nan,nan,nan,0.565,nan,9.65,24.8
56286,68.95,-345,64.88,nan,nan,nan,0.565,nan,9.65,24.8
56287,68.95,-344,64.88,nan,nan,nan,0.569,nan,9.65,24.8
56288,68.95,-344,64.88,nan,nan,nan,0.57,nan,9.65,24.8
56289,68.95,-344,64.88,nan,nan,nan,0.574,nan,9.65,24.8
56290,68.95,-343,64.88,nan,nan,nan,0.574,nan,9.65,24.8
56291,68.95,-343,64.88,nan,nan,nan,0.574,nan,9.65,24.8
56292,68.95,-343,64.88,nan,nan,nan,0.574,nan,9.65,24.8
56293,68.95,-343,64.88,nan,nan,nan,0.574,nan,9.65,24.8
56294,68.95,-343,64.88,nan,nan,nan,0.574,nan,9.65,24.8
56295,68.95,-343,64.88,nan,nan,nan,0.574,nan,9.65,24.8
56296,68.95,-343,64.88,nan,nan,nan,0.58,nan,9.65,24.8
56297,68.95,-343,64.88,nan,nan,nan,0.58,nan,9.65,24.8
56298,68.95,-343,64.88,nan,nan,nan,0.58,nan,9.65,24.8
56299,68.95,-343,64.88,nan,nan,nan,0.58,nan,9.65,24.8
56300,68.95,-343,64.88,nan,nan,nan,0.58,nan,9.65,24.8
56301,68.95,-342,64.88,nan,nan,nan,0.578,nan,9.65,24.8
56302,69.3,-342,64.88,nan,nan,nan,0.574,0.707,10.0,24.8
56303,69.3,-342,64.88,nan,nan,nan,0.574,0.707,10.0,24.8
56304,69.3,-342,64.88,nan,nan,nan,0.574,0.707,10.0,24.8
56305,69.3,-342,64.88,nan,nan,nan,0.574,0.707,10.0,24.8
56306,69.3,-342,64.88,nan,nan,nan,0.574,0.707,10.0,24.8
56307,69.3,-342,64.88,nan,nan,nan,0.51,0.707,10.0,24.8
56308,69.3,-341,64.88,nan,nan,nan,0.511,0.707,10.0,24.8
56309,69.3,-341,64.88,nan,nan,nan,0.511,0.707,10.0,24.8
56310,69.3,-341,64.88,nan,nan,nan,0.512,nan,10.0,24.8
56311,69.3,-341,64.88,nan,nan,nan,0.512,nan,10.0,24.8
56312,69.3,-341,64.88,nan,nan,nan,0.513,nan,10.0,18.75
56313,69.3,-341,64.88,nan,nan,nan,0.513,nan,10.0,18.75
56314,69.3,-340,64.88,nan,nan,nan,0.513,nan,10.0,18.75
56315,69.45,-340,64.88,nan,nan,nan,0.513,0.707,10.15,18.75
56316,69.45,-339,64.88,nan,nan,nan,0.513,0.707,10.15,18.75
56317,69.45,-338,64.88,nan,nan,nan,0.513,0.577,10.15,14.0
56318,71.7,-338,64.88,nan,nan,nan,0.513,0.577,12.4,14.0
56319,71.7,-338,64.88,nan,nan,nan,0.514,0.577,12.4,12.4
56320,71.7,-338,64.88,nan,nan,nan,0.514,0.577,12.4,12.4
56321,71.7,-339,64.88,nan,nan,nan,0.513,0.548,12.4,12.4
56322,71.55,-338,64.88,nan,nan,nan,0.513,0.548,12.4,12.4
56323,71.55,-338,64.88,nan,nan,nan,0.513,0.548,12.4,12.4
56324,71.55,-337,64.88,nan,nan,nan,0.513,0.577,12.4,12.4
56325,71.55,-337,64.88,nan,nan,nan,0.513,0.577,12.4,12.4
56326,71.55,-336,64.88,nan,nan,nan,0.513,0.577,12.4,12.4
56327,71.55,-336,64.88,nan,nan,nan,0.513,0.707,12.4,12.4
56328,71.55,-336,64.88,nan,nan,nan,0.513,0.707,12.4,12.4
56329,71.55,-336,64.88,nan,nan,nan,0.513,0.707,12.4,12.4
56330,71.55,-336,64.88,nan,nan,nan,0.513,nan,12.4,12.4
56331,71.55,-336,64.88,nan,nan,nan,0.513,nan,12.4,12.4
56332,71.55,-336,64.88,nan,nan,nan,0.513,nan,12.4,12.4
56333,71.55,-336,64.88,nan,nan,nan,0.513,nan,12.4,12.4
56334,71.55,-336,64.88,nan,nan,nan,0.513,nan,12.4,12.4
56335,71.55,-336,64.88,nan,nan,nan,0.513,nan,12.4,12.4
56336,71.55,-336,64.88,nan,nan,nan,0.513,nan,12.4,12.4
56337,71.55,-336,64.88,nan,nan,nan,0.513,nan,12.4,12.4
56338,71.55,-335,64.88,nan,nan,nan,0.513,nan,12.4,12.4
56339,72.8,-335,64.88,nan,nan,nan,0.513,0.707,13.5,13.5
56340,72.8,-335,64.88,nan,nan,nan,0.513,0.707,13.5,13.5
56341,72.8,-335,64.88,nan,nan,nan,0.513,0.707,13.5,13.5
56342,72.8,-334,64.88,nan,nan,nan,0.513,0.707,13.5,13.5
56343,72.8,-334,64.88,nan,nan,nan,0.514,0.707,13.5,13.5
56344,72.8,-334,64.88,nan,nan,nan,0.514,0.707,13.5,13.5
56345,72.8,-334,64.88,nan,nan,nan,0.516,0.707,13.5,13.5
56346,72.8,-334,64.88,nan,nan,nan,0.516,0.707,13.5,13.5
56347,72.8,-334,64.88,nan,nan,nan,0.516,nan,13.5,13.5
56348,72.8,-334,64.88,nan,nan,nan,0.516,nan,13.5,13.5
56349,72.8,-333,64.88,nan,nan,nan,0.516,nan,13.5,13.5
56350,72.8,-346,64.88,nan,nan,nan,0.514,nan,13.5,13.5
56351,69.1,-346,64.88,nan,nan,nan,0.514,0.707,13.5,13.5
56352,69.1,-346,64.88,nan,nan,nan,0.514,0.707,13.5,13.5
56353,69.1,-346,64.88,nan,nan,nan,0.514,0.707,13.5,13.5
56354,69.1,-345,64.88,nan,nan,nan,0.514,0.707,13.5,13.5
56355,69.1,-344,64.88,nan,nan,nan,0.513,0.577,13.5,13.5
56356,69.15,-343,64.88,nan,nan,nan,0.513,0.577,13.5,13.5
56357,69.15,-343,64.88,nan,nan,nan,0.513,0.577,13.5,13.5
56358,69.15,-342,64.88,nan,nan,nan,0.513,0.577,13.5,13.5
56359,69.15,-342,64.88,nan,nan,nan,0.513,0.577,13.5,13.5
56360,69.15,-342,64.88,nan,nan,nan,0.513,0.707,13.5,13.5
56361,69.15,-342,64.88,nan,nan,nan,0.513,0.707,13.5,13.5
56362,69.15,-342,64.88,nan,nan,nan,0.513,0.707,13.5,13.5
56363,69.15,-341,64.88,nan,nan,nan,0.513,0.707,13.5,13.5
56364,69.15,-340,64.88,nan,nan,nan,0.513,nan,13.5,13.5
56365,69.15,-340,64.88,nan,nan,nan,0.513,nan,13.5,13.5
56366,69.15,-340,64.88,nan,nan,nan,0.514,nan,13.5,9.0
56367,69.15,-340,64.88,nan,nan,nan,0.514,nan,13.5,9.0
56368,69.15,-340,64.88,nan,nan,nan,0.514,nan,13.5,9.0
56369,69.15,-340,64.88,nan,nan,nan,0.514,nan,13.5,9.0
56370,69.15,-340,64.88,nan,nan,nan,0.516,nan,13.5,4.5
56371,69.15,-340,64.88,nan,nan,nan,0.516,nan,13.5,4.5
56372,69.15,-340,64.88,nan,nan,nan,0.516,nan,13.5,4.5
56373,69.15,-340,64.88,nan,nan,nan,0.519,nan,13.5,3.85
56374,69.15,-340,64.88,nan,nan,nan,0.519,nan,13.5,3.85
56375,69.15,-340,64.88,nan,nan,nan,0.519,nan,13.5,3.85
56376,69.15,-339,64.88,nan,nan,nan,0.519,nan,13.5,3.85
56377,69.15,-339,64.88,nan,nan,nan,0.519,nan,13.5,3.85
56378,69.15,-338,64.88,nan,nan,nan,0.519,nan,13.5,3.85
56379,69.15,-338,64.88,nan,nan,nan,0.519,nan,13.5,3.85
56380,69.15,-338,64.88,nan,nan,nan,0.519,nan,13.5,3.85
56381,69.15,-337,64.88,nan,nan,nan,0.519,nan,13.5,3.85
56382,69.15,-337,64.88,nan,nan,nan,0.519,nan,13.5,3.85
56383,69.15,-337,64.88,nan,nan,nan,0.519,nan,13.5,3.85
56384,69.15,-337,64.88,nan,nan,nan,0.519,nan,13.5,3.85
56385,69.15,-337,64.88,nan,nan,nan,0.519,nan,13.5,3.85
56386,69.15,-336,64.88,nan,nan,nan,0.519,nan,13.5,3.85
56387,69.15,-335,64.88,nan,nan,nan,0.519,nan,13.5,3.85
56388,69.15,-335,64.88,nan,nan,nan,0.519,nan,13.5,3.85
56389,69.15,-335,64.88,nan,nan,nan,0.519,nan,13.5,3.85
56390,69.15,-335,64.88,nan,nan,nan,0.519,nan,13.5,3.85
56391,69.15,-334,64.88,nan,nan,nan,0.519,nan,13.5,3.85
56392,69.15,-334,64.88,nan,nan,nan,0.519,nan,13.5,3.85
56393,69.15,-334,64.88,nan,nan,nan,0.519,nan,13.5,3.85
56394,69.15,-333,64.88,nan,nan,nan,0.516,nan,13.5,3.85
56395,71.6,-332,64.88,nan,nan,nan,0.516,0.707,13.5,3.85
56396,71.6,-332,64.88,nan,nan,nan,0.516,0.707,13.5,3.85
56397,71.6,-332,64.88,nan,nan,nan,0.516,0.707,13.5,3.85
56398,71.6,-332,64.88,nan,nan,nan,0.516,0.707,13.5,3.85
56399,71.6,-332,64.88,nan,nan,nan,0.516,0.707,13.5,3.85
56400,71.6,-332,64.88,nan,nan,nan,0.516,0.707,13.5,3.85
56401,71.6,-331,64.88,nan,nan,nan,0.519,0.707,13.5,3.7
56402,71.6,-331,64.88,nan,nan,nan,0.519,0.707,13.5,3.7
56403,71.6,-331,64.88,nan,nan,nan,0.519,nan,13.5,3.7
56404,71.6,-331,64.88,nan,nan,nan,0.519,nan,13.5,3.7
56405,71.6,-335,64.88,nan,nan,nan,0.516,nan,13.5,3.7
56406,67.5,-335,64.88,nan,nan,nan,0.516,0.707,13.5,5.3
56407,67.5,-334,64.88,nan,nan,nan,0.514,0.577,13.5,5.3
56408,70.55,-333,64.88,nan,nan,nan,0.499,0.474,13.5,5.3
56409,72.3,-333,64.88,nan,nan,nan,0.5,0.501,13.5,5.3
56410,72.3,-332,64.88,nan,nan,nan,0.5,0.501,13.5,5.3
56411,72.3,-332,64.88,nan,nan,nan,0.5,0.501,13.5,5.3
56412,72.3,-332,64.88,nan,nan,nan,0.5,0.501,13.5,5.3
56413,72.3,-331,64.88,nan,nan,nan,0.5,0.501,13.5,5.3
56414,72.3,-331,64.88,nan,nan,nan,0.5,0.486,13.5,5.3
56415,72.3,-331,64.88,nan,nan,nan,0.5,0.502,13.5,5.3
56416,72.3,-331,64.88,nan,nan,nan,0.5,0.406,13.5,5.3
56417,72.3,-330,64.88,nan,nan,nan,0.5,nan,13.5,5.3
56418,72.3,-330,64.88,nan,nan,nan,0.5,nan,13.5,5.3
56419,72.3,-330,64.88,nan,nan,nan,0.5,nan,13.5,5.3
56420,72.3,-330,64.88,nan,nan,nan,0.499,nan,13.5,5.3
56421,72.3,-329,64.88,nan,nan,nan,0.499,nan,13.5,5.3
56422,73.2,-328,64.88,nan,nan,nan,0.5,0.707,13.9,5.7
56423,73.2,-328,64.88,nan,nan,nan,0.5,0.707,13.9,5.7
56424,73.2,-328,64.88,nan,nan,nan,0.5,0.707,13.9,5.7
56425,73.2,-328,64.88,nan,nan,nan,0.5,0.707,13.9,5.7
56426,73.2,-328,64.88,nan,nan,nan,0.5,0.707,13.9,5.7
56427,73.2,-328,64.88,nan,nan,nan,0.5,0.707,13.9,5.7
56428,73.2,-328,64.88,nan,nan,nan,0.5,0.707,13.9,5.7
56429,73.2,-328,64.88,nan,nan,nan,0.5,0.707,13.9,5.7
