Trade Number,Market Price,Excess Demand,Speculator Proportion,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference
56848,13.65,-389,64.88,nan,nan,nan,0.513,0.707,0.0,2.0
56849,13.65,-389,64.88,nan,nan,nan,0.513,0.707,0.0,2.0
56850,13.65,-389,64.88,nan,nan,nan,0.513,0.707,0.0,2.0
56851,13.65,-389,64.88,nan,nan,nan,0.513,0.707,0.0,2.0
56852,13.65,-389,64.88,nan,nan,nan,0.513,0.707,0.0,2.0
56853,13.65,-388,64.88,nan,nan,nan,0.512,0.707,0.0,2.0
56854,14.1,-388,64.88,nan,nan,nan,0.512,0.707,0.45,2.0
56855,14.1,-388,64.88,nan,nan,nan,0.512,0.707,0.45,2.0
56856,14.1,-388,64.88,nan,nan,nan,0.512,0.707,0.45,2.0
56857,14.1,-388,64.88,nan,nan,nan,0.512,0.707,0.45,2.0
56858,14.1,-387,64.88,nan,nan,nan,0.512,0.577,0.45,1.35
56859,14.5,-387,64.88,nan,nan,nan,0.512,0.577,0.85,1.75
56860,14.5,-386,64.88,nan,nan,nan,0.513,0.577,0.85,1.75
56861,14.5,-385,64.88,nan,nan,nan,0.513,0.577,0.85,1.75
56862,14.5,-384,64.88,nan,nan,nan,0.513,0.577,0.85,1.75
56863,14.5,-384,64.88,nan,nan,nan,0.513,0.707,0.85,1.75
56864,14.5,-383,64.88,nan,nan,nan,0.514,0.707,0.85,1.15
56865,14.5,-382,64.88,nan,nan,nan,0.513,0.577,0.85,1.15
56866,14.7,-381,64.88,nan,nan,nan,0.513,0.577,1.05,1.35
56867,14.7,-381,64.88,nan,nan,nan,0.514,0.577,1.05,1.05
56868,14.7,-381,64.88,nan,nan,nan,0.514,0.707,1.05,1.05
56869,14.7,-381,64.88,nan,nan,nan,0.514,0.707,1.05,1.05
56870,14.7,-381,64.88,nan,nan,nan,0.514,0.707,1.05,1.05
56871,14.7,-381,64.88,nan,nan,nan,0.514,0.707,1.05,1.05
56872,14.7,-380,64.88,nan,nan,nan,0.513,0.577,1.05,1.05
56873,14.8,-379,64.88,nan,nan,nan,0.499,0.479,1.15,1.15
