Trade Number,Market Price,Excess Demand,Speculator Proportion,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference
58197,68.35,-226,64.92,nan,nan,nan,0.945,nan,0.0,18.2
58198,68.35,-226,64.92,nan,nan,nan,0.957,nan,0.0,18.2
58199,68.35,-225,64.92,nan,nan,nan,0.957,nan,0.0,18.2
58200,68.35,-224,64.92,nan,nan,nan,0.967,nan,0.0,18.2
58201,68.35,-224,64.92,nan,nan,nan,0.98,nan,0.0,18.2
58202,68.35,-224,64.92,nan,nan,nan,0.98,nan,0.0,18.2
58203,68.35,-224,64.92,nan,nan,nan,0.98,nan,0.0,18.2
58204,68.35,-227,64.92,nan,nan,nan,0.97,nan,0.0,18.2
58205,68.3,-227,64.92,nan,nan,nan,0.957,0.707,0.05,18.2
58206,68.3,-227,64.92,nan,nan,nan,0.957,0.707,0.05,18.2
58207,68.3,-226,64.92,nan,nan,nan,0.957,0.707,0.05,18.2
58208,68.3,-226,64.92,nan,nan,nan,0.957,0.707,0.05,18.2
58209,68.3,-226,64.92,nan,nan,nan,0.957,0.707,0.05,18.2
58210,68.3,-226,64.92,nan,nan,nan,0.957,0.707,0.05,18.2
58211,68.3,-226,64.92,nan,nan,nan,0.957,0.707,0.05,18.2
58212,68.3,-226,64.92,nan,nan,nan,0.957,0.707,0.05,18.2
58213,68.3,-226,64.92,nan,nan,nan,0.957,nan,0.05,18.2
58214,68.3,-225,64.92,nan,nan,nan,0.957,nan,0.05,18.2
58215,68.3,-225,64.92,nan,nan,nan,0.957,nan,0.05,18.2
58216,68.3,-225,64.92,nan,nan,nan,0.957,nan,0.05,18.2
58217,68.3,-224,64.92,nan,nan,nan,0.967,nan,0.05,18.2
58218,68.3,-224,64.92,nan,nan,nan,0.98,nan,0.05,18.2
58219,68.3,-234,64.92,nan,nan,nan,0.97,nan,0.05,18.2
58220,62.65,-233,64.92,nan,nan,nan,0.957,0.707,5.7,18.2
58221,62.65,-233,64.92,nan,nan,nan,0.957,0.707,5.7,18.2
58222,62.65,-233,64.92,nan,nan,nan,0.957,0.707,5.7,18.2
58223,62.65,-233,64.92,nan,nan,nan,0.967,0.707,5.7,18.2
58224,62.65,-233,64.92,nan,nan,nan,0.98,0.707,5.7,18.2
58225,62.65,-233,64.92,nan,nan,nan,0.98,0.707,5.7,18.2
58226,62.65,-232,64.92,nan,nan,nan,0.98,0.707,5.7,18.2
58227,62.65,-232,64.92,nan,nan,nan,0.99,0.707,5.7,18.2
58228,62.65,-231,64.92,nan,nan,nan,0.994,0.707,5.7,17.4
58229,63.75,-231,64.92,nan,nan,nan,0.98,0.707,5.7,17.4
58230,63.75,-231,64.92,nan,nan,nan,0.98,0.707,5.7,17.4
58231,63.75,-231,64.92,nan,nan,nan,0.99,0.707,5.7,17.4
58232,63.75,-230,64.92,nan,nan,nan,1.005,0.707,5.7,17.4
58233,63.75,-230,64.92,nan,nan,nan,1.017,0.707,5.7,17.4
58234,63.75,-230,64.92,nan,nan,nan,1.026,0.707,5.7,17.4
58235,63.75,-230,64.92,nan,nan,nan,1.001,0.707,5.7,15.9
58236,63.75,-230,64.92,nan,nan,nan,1.019,0.707,5.7,13.05
