Trade Number,Market Price,Excess Demand,Speculator Proportion,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference
61068,65.5,-744,64.96,nan,nan,nan,1.186,0.707,0.0,14.05
61069,65.5,-744,64.96,nan,nan,nan,1.203,0.707,0.0,14.05
61070,65.5,-744,64.96,nan,nan,nan,1.222,nan,0.0,14.05
61071,65.5,-743,64.96,nan,nan,nan,1.222,nan,0.0,14.05
61072,65.5,-746,64.96,nan,nan,nan,1.208,nan,0.0,14.05
61073,60.05,-745,64.96,nan,nan,nan,1.195,0.934,5.45,14.05
61074,61.8,-745,64.96,nan,nan,nan,1.178,0.689,5.45,14.05
61075,61.8,-745,64.96,nan,nan,nan,1.189,0.689,5.45,14.05
61076,61.8,-744,64.96,nan,nan,nan,1.195,0.683,5.45,14.05
61077,65.3,-744,64.96,nan,nan,nan,1.189,0.62,5.45,14.05
61078,65.3,-744,64.96,nan,nan,nan,1.207,0.62,5.45,14.05
61079,65.3,-743,64.96,nan,nan,nan,1.195,0.618,5.45,14.05
61080,67.7,-742,64.96,nan,nan,nan,1.177,0.566,7.65,16.25
61081,69.1,-741,64.96,nan,nan,nan,1.161,0.534,9.05,17.65
61082,69.1,-741,64.96,nan,nan,nan,1.161,0.496,9.05,17.65
61083,69.1,-741,64.96,nan,nan,nan,1.161,0.501,9.05,17.65
61084,69.1,-741,64.96,nan,nan,nan,1.161,0.501,9.05,17.65
61085,69.1,-741,64.96,nan,nan,nan,1.161,0.488,9.05,17.65
61086,69.1,-741,64.96,nan,nan,nan,1.172,0.502,9.05,17.65
61087,69.1,-740,64.96,nan,nan,nan,1.063,0.502,9.05,17.65
61088,69.1,-740,64.96,nan,nan,nan,1.078,0.412,9.05,17.65
61089,69.1,-745,64.96,nan,nan,nan,1.067,0.707,9.05,17.65
61090,65.25,-745,64.96,nan,nan,nan,1.053,0.707,9.05,17.65
61091,65.25,-745,64.96,nan,nan,nan,1.053,0.707,9.05,17.65
61092,65.25,-745,64.96,nan,nan,nan,1.063,0.707,9.05,17.65
61093,65.25,-744,64.96,nan,nan,nan,0.969,0.707,9.05,17.65
61094,65.25,-744,64.96,nan,nan,nan,0.983,0.707,9.05,17.65
61095,65.25,-744,64.96,nan,nan,nan,0.983,0.707,9.05,17.65
61096,65.25,-744,64.96,nan,nan,nan,0.991,0.707,9.05,17.65
61097,65.25,-743,64.96,nan,nan,nan,1.007,0.707,9.05,17.65
61098,65.25,-743,64.96,nan,nan,nan,1.007,nan,9.05,17.65
61099,65.25,-743,64.96,nan,nan,nan,1.007,nan,9.05,17.65
61100,65.25,-743,64.96,nan,nan,nan,1.007,nan,9.05,17.65
61101,65.25,-742,64.96,nan,nan,nan,1.007,nan,9.05,17.65
61102,65.25,-742,64.96,nan,nan,nan,1.007,nan,9.05,17.65
61103,65.25,-742,64.96,nan,nan,nan,1.007,nan,9.05,17.65
61104,65.25,-742,64.96,nan,nan,nan,1.007,nan,9.05,17.65
61105,65.25,-741,64.96,nan,nan,nan,0.998,nan,9.05,17.65
61106,67.7,-740,64.96,nan,nan,nan,0.998,0.231,9.05,17.65
61107,70.95,-740,64.96,nan,nan,nan,0.984,0.691,10.9,19.5
61108,70.95,-740,64.96,nan,nan,nan,0.984,0.691,10.9,19.5
61109,70.95,-740,64.96,nan,nan,nan,0.984,0.691,10.9,19.5
61110,70.95,-740,64.96,nan,nan,nan,0.993,0.691,10.9,19.5
61111,70.95,-739,64.96,nan,nan,nan,0.996,0.575,10.9,19.5
61112,75.75,-741,64.96,nan,nan,nan,0.628,1.164,15.7,24.3
61113,68.45,-741,64.96,nan,nan,nan,0.628,1.052,15.7,24.3
61114,68.45,-745,64.96,nan,nan,nan,0.626,1.052,15.7,24.3
61115,64.95,-745,64.96,nan,nan,nan,0.621,0.925,15.7,24.3
61116,64.95,-745,64.96,nan,nan,nan,0.621,1.033,15.7,24.3
61117,64.95,-745,64.96,nan,nan,nan,0.621,1.033,15.7,24.3
61118,64.95,-745,64.96,nan,nan,nan,0.621,1.033,15.7,24.3
61119,64.95,-745,64.96,nan,nan,nan,0.621,1.033,15.7,24.3
61120,64.95,-745,64.96,nan,nan,nan,0.623,1.04,15.7,24.3
61121,64.95,-745,64.96,nan,nan,nan,0.628,0.577,15.7,23.95
61122,64.95,-745,64.96,nan,nan,nan,0.628,0.707,15.7,23.95
61123,64.95,-745,64.96,nan,nan,nan,0.628,nan,15.7,23.95
61124,64.95,-745,64.96,nan,nan,nan,0.628,nan,15.7,23.95
61125,64.95,-745,64.96,nan,nan,nan,0.628,nan,15.7,23.95
61126,64.95,-745,64.96,nan,nan,nan,0.628,nan,15.7,23.95
61127,64.95,-744,64.96,nan,nan,nan,0.628,nan,15.7,23.95
61128,64.95,-744,64.96,nan,nan,nan,0.628,nan,15.7,23.95
61129,64.95,-743,64.96,nan,nan,nan,0.63,nan,15.7,23.95
61130,64.95,-743,64.96,nan,nan,nan,0.636,nan,15.7,22.15
61131,64.95,-743,64.96,nan,nan,nan,0.638,nan,15.7,22.15
61132,64.95,-743,64.96,nan,nan,nan,0.645,nan,15.7,20.6
61133,64.95,-743,64.96,nan,nan,nan,0.645,nan,15.7,20.6
61134,64.95,-742,64.96,nan,nan,nan,0.648,nan,15.7,20.6
61135,64.95,-742,64.96,nan,nan,nan,0.66,nan,15.7,17.4
61136,64.95,-743,64.96,nan,nan,nan,0.665,nan,15.7,15.7
61137,61.45,-742,64.96,nan,nan,nan,0.709,1.374,15.7,15.7
61138,64.75,-742,64.96,nan,nan,nan,0.709,0.972,15.7,15.7
61139,64.75,-742,64.96,nan,nan,nan,0.709,0.972,15.7,15.7
61140,64.75,-742,64.96,nan,nan,nan,0.712,0.972,15.7,15.7
61141,64.75,-742,64.96,nan,nan,nan,0.724,0.972,15.7,15.7
61142,64.75,-742,64.96,nan,nan,nan,0.724,0.972,15.7,15.7
61143,64.75,-741,64.96,nan,nan,nan,0.72,0.933,15.7,15.7
61144,68.25,-741,64.96,nan,nan,nan,0.709,0.816,15.7,15.7
61145,68.25,-741,64.96,nan,nan,nan,0.709,0.793,15.7,15.7
61146,68.25,-741,64.96,nan,nan,nan,0.709,0.577,15.7,15.7
61147,68.25,-741,64.96,nan,nan,nan,0.709,0.707,15.7,15.7
61148,68.25,-741,64.96,nan,nan,nan,0.709,0.707,15.7,15.7
61149,68.25,-741,64.96,nan,nan,nan,0.709,0.707,15.7,15.7
61150,68.25,-741,64.96,nan,nan,nan,0.709,0.707,15.7,15.7
61151,68.25,-741,64.96,nan,nan,nan,0.709,0.707,15.7,15.7
