Trade Number,Market Price,Excess Demand,Speculator Proportion,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference
52095,78.3,-411,64.8,nan,nan,nan,1.005,nan,0.0,9.45
52096,78.15,-411,64.8,nan,nan,nan,0.982,0.707,0.15,9.45
52097,78.15,-411,64.8,nan,nan,nan,0.982,0.707,0.15,9.45
52098,78.15,-411,64.8,nan,nan,nan,0.982,0.707,0.15,9.45
52099,78.15,-411,64.8,nan,nan,nan,0.982,0.707,0.15,9.45
52100,78.15,-410,64.8,nan,nan,nan,0.982,0.707,0.15,9.45
52101,78.15,-410,64.8,nan,nan,nan,0.982,0.707,0.15,9.45
52102,78.15,-410,64.8,nan,nan,nan,0.982,0.707,0.15,9.45
52103,78.15,-410,64.8,nan,nan,nan,0.982,0.707,0.15,9.45
52104,78.15,-410,64.8,nan,nan,nan,0.982,nan,0.15,9.45
52105,78.15,-409,64.8,nan,nan,nan,0.982,nan,0.15,9.45
52106,78.15,-409,64.8,nan,nan,nan,0.982,nan,0.15,9.45
52107,78.15,-408,64.8,nan,nan,nan,0.982,nan,0.15,9.45
52108,78.15,-407,64.8,nan,nan,nan,0.96,nan,0.15,9.45
52109,78.35,-406,64.8,nan,nan,nan,0.941,0.707,0.2,9.45
52110,78.35,-406,64.8,nan,nan,nan,0.941,0.707,0.2,9.45
52111,78.35,-406,64.8,nan,nan,nan,0.961,0.707,0.2,9.45
52112,78.35,-406,64.8,nan,nan,nan,0.982,0.707,0.2,9.45
52113,78.35,-405,64.8,nan,nan,nan,1.006,0.707,0.2,9.45
52114,78.35,-404,64.8,nan,nan,nan,1.033,0.707,0.2,7.15
52115,78.35,-403,64.8,nan,nan,nan,1.033,0.707,0.2,7.15
52116,78.35,-403,64.8,nan,nan,nan,1.033,0.707,0.2,7.15
52117,78.35,-405,64.8,nan,nan,nan,1.005,0.707,0.2,7.15
52118,76.9,-404,64.8,nan,nan,nan,1.009,1.097,1.45,8.05
52119,77.7,-404,64.8,nan,nan,nan,0.986,0.787,1.45,8.05
52120,77.7,-404,64.8,nan,nan,nan,0.986,0.787,1.45,8.05
52121,77.7,-404,64.8,nan,nan,nan,0.986,0.787,1.45,8.05
52122,77.7,-404,64.8,nan,nan,nan,0.986,0.787,1.45,8.05
52123,77.7,-404,64.8,nan,nan,nan,0.986,0.787,1.45,8.05
52124,77.7,-404,64.8,nan,nan,nan,0.986,0.787,1.45,8.05
52125,77.7,-404,64.8,nan,nan,nan,0.986,0.787,1.45,8.05
