Trade Number,Market Price,Excess Demand,Speculator Proportion,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference
72704,55.7,-655,65.16,nan,nan,nan,0.927,1.228,0.0,11.55
72705,55.7,-655,65.16,nan,nan,nan,0.927,1.195,0.0,11.55
72706,55.7,-655,65.16,nan,nan,nan,0.927,1.202,0.0,11.55
72707,55.7,-655,65.16,nan,nan,nan,0.927,1.462,0.0,11.55
72708,55.7,-655,65.16,nan,nan,nan,0.927,1.462,0.0,11.55
72709,55.7,-654,65.16,nan,nan,nan,0.927,1.329,0.0,11.55
72710,55.7,-654,65.16,nan,nan,nan,0.927,nan,0.0,11.55
72711,55.7,-654,65.16,nan,nan,nan,0.927,nan,0.0,11.55
72712,55.7,-653,65.16,nan,nan,nan,0.917,nan,0.0,11.55
72713,58.8,-653,65.16,nan,nan,nan,0.904,0.707,3.1,11.55
72714,58.8,-653,65.16,nan,nan,nan,0.904,0.707,3.1,11.55
72715,58.8,-653,65.16,nan,nan,nan,0.904,0.707,3.1,11.55
72716,58.8,-653,65.16,nan,nan,nan,0.904,0.707,3.1,11.55
72717,58.8,-652,65.16,nan,nan,nan,0.896,0.577,3.1,11.55
72718,61.9,-652,65.16,nan,nan,nan,0.892,0.577,6.2,11.55
72719,61.9,-652,65.16,nan,nan,nan,0.882,0.577,6.2,11.55
72720,61.9,-652,65.16,nan,nan,nan,0.894,0.577,6.2,9.55
72721,61.9,-652,65.16,nan,nan,nan,0.894,0.577,6.2,9.55
72722,61.9,-652,65.16,nan,nan,nan,0.894,0.707,6.2,9.55
72723,61.9,-651,65.16,nan,nan,nan,0.904,0.707,6.2,9.55
72724,61.9,-654,65.16,nan,nan,nan,0.907,0.577,6.2,8.5
72725,57.15,-654,65.16,nan,nan,nan,0.894,0.577,6.2,8.5
72726,57.15,-654,65.16,nan,nan,nan,0.904,0.577,6.2,8.5
72727,57.15,-653,65.16,nan,nan,nan,0.777,0.707,6.2,8.0
72728,57.15,-653,65.16,nan,nan,nan,0.79,0.707,6.2,6.55
72729,57.15,-653,65.16,nan,nan,nan,0.79,0.707,6.2,6.55
72730,57.15,-653,65.16,nan,nan,nan,0.79,0.707,6.2,6.55
72731,57.15,-653,65.16,nan,nan,nan,0.79,0.707,6.2,6.55
72732,57.15,-652,65.16,nan,nan,nan,0.785,0.577,6.2,6.55
72733,58.8,-652,65.16,nan,nan,nan,0.777,0.577,6.2,6.55
72734,58.8,-651,65.16,nan,nan,nan,0.785,0.577,6.2,6.35
72735,61.9,-652,65.16,nan,nan,nan,0.812,0.957,6.2,6.35
72736,58.8,-652,65.16,nan,nan,nan,0.8,0.837,6.2,6.35
72737,58.8,-651,65.16,nan,nan,nan,0.796,0.816,6.2,6.35
72738,61.9,-651,65.16,nan,nan,nan,0.788,0.756,6.2,6.35
72739,61.9,-651,65.16,nan,nan,nan,0.776,0.756,6.2,6.35
72740,61.9,-651,65.16,nan,nan,nan,0.789,0.756,6.2,6.35
72741,61.9,-650,65.16,nan,nan,nan,0.803,0.753,6.2,6.35
72742,61.9,-650,65.16,nan,nan,nan,0.803,0.837,6.2,6.35
72743,61.9,-650,65.16,nan,nan,nan,0.803,0.816,6.2,6.35
72744,61.9,-650,65.16,nan,nan,nan,0.803,0.577,6.2,6.35
72745,61.9,-650,65.16,nan,nan,nan,0.805,0.707,6.2,6.35
72746,61.9,-650,65.16,nan,nan,nan,0.82,nan,6.2,6.35
72747,61.9,-650,65.16,nan,nan,nan,0.82,nan,6.2,6.35
72748,61.9,-649,65.16,nan,nan,nan,0.82,nan,6.2,6.35
72749,61.9,-649,65.16,nan,nan,nan,0.82,nan,6.2,6.35
72750,61.9,-649,65.16,nan,nan,nan,0.82,nan,6.2,6.35
72751,61.9,-648,65.16,nan,nan,nan,0.82,nan,6.2,6.35
72752,61.9,-648,65.16,nan,nan,nan,0.82,nan,6.2,6.35
72753,61.9,-647,65.16,nan,nan,nan,0.82,nan,6.2,6.35
72754,61.9,-653,65.16,nan,nan,nan,0.816,nan,6.2,6.35
72755,57.15,-653,65.16,nan,nan,nan,0.803,0.707,6.2,6.35
72756,57.15,-653,65.16,nan,nan,nan,0.803,0.707,6.2,6.35
72757,57.15,-653,65.16,nan,nan,nan,0.803,0.707,6.2,6.35
72758,57.15,-653,65.16,nan,nan,nan,0.803,0.707,6.2,6.35
72759,57.15,-653,65.16,nan,nan,nan,0.803,0.707,6.2,6.35
72760,57.15,-652,65.16,nan,nan,nan,0.803,0.707,6.2,6.35
72761,57.15,-652,65.16,nan,nan,nan,0.803,0.707,6.2,6.35
72762,57.15,-652,65.16,nan,nan,nan,0.803,0.707,6.2,6.35
72763,57.15,-652,65.16,nan,nan,nan,0.803,nan,6.2,6.35
72764,57.15,-652,65.16,nan,nan,nan,0.803,nan,6.2,6.35
72765,57.15,-651,65.16,nan,nan,nan,0.803,nan,6.2,6.35
72766,57.15,-651,65.16,nan,nan,nan,0.803,nan,6.2,6.35
72767,57.15,-651,65.16,nan,nan,nan,0.803,nan,6.2,6.35
72768,57.15,-651,65.16,nan,nan,nan,0.803,nan,6.2,6.35
72769,57.15,-651,65.16,nan,nan,nan,0.803,nan,6.2,6.35
72770,57.15,-651,65.16,nan,nan,nan,0.803,nan,6.2,6.35
72771,57.15,-651,65.16,nan,nan,nan,0.803,nan,6.2,6.35
72772,57.15,-651,65.16,nan,nan,nan,0.803,nan,6.2,6.35
72773,57.15,-650,65.16,nan,nan,nan,0.803,nan,6.2,6.35
72774,57.15,-650,65.16,nan,nan,nan,0.803,nan,6.2,6.35
72775,57.15,-650,65.16,nan,nan,nan,0.805,nan,6.2,6.35
72776,57.15,-650,65.16,nan,nan,nan,0.82,nan,6.2,6.2
72777,57.15,-650,65.16,nan,nan,nan,0.82,nan,6.2,6.2
72778,57.15,-650,65.16,nan,nan,nan,0.82,nan,6.2,6.2
72779,57.15,-650,65.16,nan,nan,nan,0.82,nan,6.2,6.2
72780,57.15,-650,65.16,nan,nan,nan,0.82,nan,6.2,6.2
72781,57.15,-650,65.16,nan,nan,nan,0.82,nan,6.2,6.2
72782,57.15,-650,65.16,nan,nan,nan,0.823,nan,6.2,6.2
72783,57.15,-649,65.16,nan,nan,nan,0.84,nan,6.2,6.2
72784,57.15,-649,65.16,nan,nan,nan,0.84,nan,6.2,6.2
72785,57.15,-649,65.16,nan,nan,nan,0.84,nan,6.2,6.2
72786,57.15,-648,65.16,nan,nan,nan,0.84,nan,6.2,6.2
72787,58.8,-648,65.16,nan,nan,nan,0.84,0.707,6.2,6.2
72788,58.8,-647,65.16,nan,nan,nan,0.836,0.577,6.2,6.2
72789,61.9,-647,65.16,nan,nan,nan,0.82,0.577,6.2,6.2
72790,61.9,-647,65.16,nan,nan,nan,0.82,0.577,6.2,6.2
72791,61.9,-647,65.16,nan,nan,nan,0.82,0.577,6.2,6.2
72792,61.9,-647,65.16,nan,nan,nan,0.82,0.577,6.2,6.2
72793,61.9,-647,65.16,nan,nan,nan,0.82,0.577,6.2,6.2
72794,61.9,-647,65.16,nan,nan,nan,0.82,0.577,6.2,6.2
72795,61.9,-646,65.16,nan,nan,nan,0.823,0.577,6.2,6.2
72796,61.9,-646,65.16,nan,nan,nan,0.748,0.707,6.2,6.2
72797,61.9,-646,65.16,nan,nan,nan,0.763,nan,6.2,6.2
72798,61.9,-645,65.16,nan,nan,nan,0.763,nan,6.2,6.2
72799,61.9,-645,65.16,nan,nan,nan,0.766,nan,6.2,6.2
72800,61.9,-645,65.16,nan,nan,nan,0.598,nan,6.2,6.2
72801,61.9,-644,65.16,nan,nan,nan,0.607,nan,6.2,6.2
72802,61.9,-643,65.16,nan,nan,nan,0.605,nan,6.2,6.2
72803,62.0,-642,65.16,nan,nan,nan,3.552,10.96,6.3,6.3
72804,63.65,-642,65.16,nan,nan,nan,3.476,9.251,7.95,7.95
72805,63.65,-642,65.16,nan,nan,nan,3.476,9.251,7.95,7.95
72806,63.65,-641,65.16,nan,nan,nan,3.476,9.251,7.95,7.95
72807,63.65,-640,65.16,nan,nan,nan,3.476,9.251,7.95,7.95
72808,63.65,-640,65.16,nan,nan,nan,3.476,9.251,7.95,7.95
72809,63.65,-640,65.16,nan,nan,nan,3.476,9.251,7.95,7.95
72810,63.65,-639,65.16,nan,nan,nan,3.476,9.251,7.95,7.95
72811,63.65,-639,65.16,nan,nan,nan,3.561,11.667,7.95,7.95
72812,63.65,-639,65.16,nan,nan,nan,3.644,nan,7.95,6.5
72813,63.65,-639,65.16,nan,nan,nan,3.644,nan,7.95,6.5
72814,63.65,-638,65.16,nan,nan,nan,3.644,nan,7.95,6.5
72815,63.65,-638,65.16,nan,nan,nan,3.644,nan,7.95,6.5
72816,63.65,-638,65.16,nan,nan,nan,3.743,nan,7.95,6.5
72817,63.65,-638,65.16,nan,nan,nan,3.839,nan,7.95,6.5
72818,63.65,-638,65.16,nan,nan,nan,3.839,nan,7.95,6.5
72819,63.65,-637,65.16,nan,nan,nan,3.839,nan,7.95,6.5
72820,63.65,-637,65.16,nan,nan,nan,3.839,nan,7.95,6.5
72821,63.65,-637,65.16,nan,nan,nan,3.839,nan,7.95,6.5
72822,63.65,-637,65.16,nan,nan,nan,3.839,nan,7.95,6.5
72823,63.65,-637,65.16,nan,nan,nan,3.957,nan,7.95,6.5
72824,63.65,-637,65.16,nan,nan,nan,4.071,nan,7.95,6.5
72825,63.65,-638,65.16,nan,nan,nan,3.943,nan,7.95,6.5
72826,63.55,-638,65.16,nan,nan,nan,3.839,0.707,7.95,6.5
72827,63.55,-638,65.16,nan,nan,nan,3.839,0.707,7.95,6.5
72828,63.55,-638,65.16,nan,nan,nan,3.839,0.707,7.95,6.5
72829,63.55,-638,65.16,nan,nan,nan,3.839,0.707,7.95,6.5
72830,63.55,-638,65.16,nan,nan,nan,3.839,0.707,7.95,6.5
72831,63.55,-638,65.16,nan,nan,nan,3.957,0.707,7.95,6.5
72832,63.55,-638,65.16,nan,nan,nan,4.071,0.707,7.95,6.5
72833,63.55,-638,65.16,nan,nan,nan,4.213,0.707,7.95,6.5
72834,63.55,-638,65.16,nan,nan,nan,4.315,nan,7.95,6.5
72835,63.55,-638,65.16,nan,nan,nan,4.466,nan,7.95,6.5
72836,63.55,-637,65.16,nan,nan,nan,4.659,nan,7.95,6.5
72837,63.55,-637,65.16,nan,nan,nan,4.85,nan,7.95,6.5
72838,63.55,-637,65.16,nan,nan,nan,4.85,nan,7.95,6.5
72839,63.55,-637,65.16,nan,nan,nan,4.85,nan,7.95,6.5
72840,63.55,-637,65.16,nan,nan,nan,4.85,nan,7.95,6.5
72841,63.55,-637,65.16,nan,nan,nan,4.85,nan,7.95,6.5
72842,63.55,-636,65.16,nan,nan,nan,4.633,nan,7.95,6.5
72843,64.45,-636,65.16,nan,nan,nan,4.466,0.707,8.75,7.3
72844,64.45,-636,65.16,nan,nan,nan,4.466,0.707,8.75,7.3
72845,64.45,-635,65.16,nan,nan,nan,4.466,0.707,8.75,7.3
72846,64.45,-635,65.16,nan,nan,nan,4.466,0.707,8.75,7.3
72847,64.45,-634,65.16,nan,nan,nan,4.466,0.707,8.75,7.3
72848,64.45,-633,65.16,nan,nan,nan,4.295,0.577,8.75,7.3
72849,64.95,-633,65.16,nan,nan,nan,4.161,0.577,9.25,7.8
72850,64.95,-632,65.16,nan,nan,nan,4.161,0.577,9.25,7.8
72851,64.95,-632,65.16,nan,nan,nan,4.161,0.577,9.25,7.8
72852,64.95,-632,65.16,nan,nan,nan,4.161,0.707,9.25,7.8
72853,64.95,-632,65.16,nan,nan,nan,4.315,0.707,9.25,7.8
72854,64.95,-632,65.16,nan,nan,nan,4.466,0.707,9.25,7.8
72855,64.95,-632,65.16,nan,nan,nan,4.466,0.707,9.25,7.8
72856,64.95,-631,65.16,nan,nan,nan,4.466,0.707,9.25,7.8
72857,64.95,-631,65.16,nan,nan,nan,4.466,nan,9.25,7.8
72858,64.95,-631,65.16,nan,nan,nan,4.466,nan,9.25,7.8
72859,64.95,-631,65.16,nan,nan,nan,4.466,nan,9.25,7.8
72860,64.95,-631,65.16,nan,nan,nan,4.466,nan,9.25,7.8
72861,64.95,-630,65.16,nan,nan,nan,4.466,nan,9.25,7.8
72862,64.95,-630,65.16,nan,nan,nan,4.466,nan,9.25,7.8
72863,64.95,-630,65.16,nan,nan,nan,4.466,nan,9.25,7.8
72864,64.95,-630,65.16,nan,nan,nan,4.466,nan,9.25,7.8
72865,64.95,-630,65.16,nan,nan,nan,4.466,nan,9.25,7.8
72866,64.95,-630,65.16,nan,nan,nan,4.466,nan,9.25,7.8
