Trade Number,Market Price,Excess Demand,Speculator Proportion,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference
61835,20.75,-492,64.96,nan,nan,nan,0.916,nan,0.0,4.3
61836,20.75,-492,64.96,nan,nan,nan,0.916,nan,0.0,4.3
61837,20.75,-492,64.96,nan,nan,nan,0.916,nan,0.0,4.3
61838,20.75,-492,64.96,nan,nan,nan,0.927,nan,0.0,4.3
61839,20.75,-498,64.96,nan,nan,nan,0.806,nan,0.0,4.3
61840,19.15,-498,64.96,nan,nan,nan,0.806,0.707,1.6,5.05
61841,19.15,-498,64.96,nan,nan,nan,0.806,0.707,1.6,5.05
61842,19.15,-498,64.96,nan,nan,nan,0.806,0.707,1.6,5.05
61843,19.15,-498,64.96,nan,nan,nan,0.806,0.707,1.6,5.05
61844,19.15,-498,64.96,nan,nan,nan,0.806,0.707,1.6,5.05
61845,19.15,-498,64.96,nan,nan,nan,0.806,0.707,1.6,5.05
61846,19.15,-497,64.96,nan,nan,nan,0.806,0.707,1.6,5.05
61847,19.15,-496,64.96,nan,nan,nan,0.806,0.707,1.6,5.05
61848,19.15,-496,64.96,nan,nan,nan,0.806,nan,1.6,5.05
61849,19.15,-496,64.96,nan,nan,nan,0.806,nan,1.6,5.05
61850,19.15,-495,64.96,nan,nan,nan,0.806,nan,1.6,5.05
61851,19.15,-495,64.96,nan,nan,nan,0.806,nan,1.6,5.05
61852,19.15,-495,64.96,nan,nan,nan,0.806,nan,1.6,5.05
61853,19.15,-495,64.96,nan,nan,nan,0.817,nan,1.6,5.05
61854,19.15,-495,64.96,nan,nan,nan,0.832,nan,1.6,5.05
61855,19.15,-495,64.96,nan,nan,nan,0.839,nan,1.6,5.05
61856,19.15,-494,64.96,nan,nan,nan,0.839,nan,1.6,5.05
61857,19.15,-494,64.96,nan,nan,nan,0.852,nan,1.6,5.05
61858,19.15,-494,64.96,nan,nan,nan,0.86,nan,1.6,5.05
61859,19.15,-494,64.96,nan,nan,nan,0.86,nan,1.6,5.05
61860,19.15,-495,64.96,nan,nan,nan,0.846,nan,1.6,5.05
61861,18.15,-495,64.96,nan,nan,nan,0.839,0.707,2.6,6.05
61862,18.15,-495,64.96,nan,nan,nan,0.839,0.707,2.6,6.05
61863,18.15,-495,64.96,nan,nan,nan,0.852,0.707,2.6,6.05
61864,18.15,-494,64.96,nan,nan,nan,0.846,0.577,2.6,6.05
61865,19.4,-494,64.96,nan,nan,nan,0.852,0.577,2.6,6.05
61866,19.4,-494,64.96,nan,nan,nan,0.86,0.577,2.6,4.8
61867,19.4,-493,64.96,nan,nan,nan,0.846,0.548,2.6,4.8
61868,20.35,-493,64.96,nan,nan,nan,0.839,0.548,2.6,4.8
61869,20.35,-492,64.96,nan,nan,nan,0.839,0.548,2.6,4.8
61870,21.5,-492,64.96,nan,nan,nan,0.839,0.548,3.35,4.6
61871,21.5,-491,64.96,nan,nan,nan,0.839,0.548,3.35,4.6
61872,21.5,-491,64.96,nan,nan,nan,0.839,0.548,3.35,4.6
61873,21.5,-491,64.96,nan,nan,nan,0.852,0.548,3.35,4.6
61874,21.5,-491,64.96,nan,nan,nan,0.51,0.577,3.35,4.6
61875,21.5,-491,64.96,nan,nan,nan,0.511,0.577,3.35,4.6
61876,21.5,-491,64.96,nan,nan,nan,0.511,0.577,3.35,4.6
61877,21.5,-491,64.96,nan,nan,nan,0.512,0.707,3.35,4.6
61878,21.5,-490,64.96,nan,nan,nan,0.511,0.707,3.35,4.6
61879,21.55,-490,64.96,nan,nan,nan,0.511,0.707,3.4,4.6
61880,21.55,-490,64.96,nan,nan,nan,0.511,0.707,3.4,4.6
61881,21.55,-489,64.96,nan,nan,nan,0.511,0.707,3.4,4.6
61882,21.55,-488,64.96,nan,nan,nan,0.511,0.707,3.4,4.6
61883,21.55,-488,64.96,nan,nan,nan,0.511,0.707,3.4,4.6
61884,21.55,-488,64.96,nan,nan,nan,0.511,0.707,3.4,4.6
61885,21.55,-488,64.96,nan,nan,nan,0.512,0.707,3.4,4.6
61886,21.55,-488,64.96,nan,nan,nan,0.512,0.707,3.4,4.6
61887,21.55,-487,64.96,nan,nan,nan,0.512,nan,3.4,4.6
61888,21.55,-487,64.96,nan,nan,nan,0.512,nan,3.4,4.6
61889,21.55,-486,64.96,nan,nan,nan,0.512,nan,3.4,4.6
61890,21.55,-486,64.96,nan,nan,nan,0.512,nan,3.4,4.6
61891,21.55,-486,64.96,nan,nan,nan,0.512,nan,3.4,4.6
61892,21.55,-485,64.96,nan,nan,nan,0.512,nan,3.4,4.6
61893,21.55,-485,64.96,nan,nan,nan,0.512,nan,3.4,4.6
61894,21.55,-484,64.96,nan,nan,nan,0.512,nan,3.4,4.6
61895,21.55,-484,64.96,nan,nan,nan,0.513,nan,3.4,4.6
