Trade Number,Market Price,Excess Demand,Speculator Proportion,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference
54823,89.0,-324,64.84,nan,nan,nan,0.543,0.707,0.0,12.85
54824,89.0,-324,64.84,nan,nan,nan,0.543,0.707,0.0,12.85
54825,89.0,-324,64.84,nan,nan,nan,0.543,0.707,0.0,12.85
54826,89.0,-324,64.84,nan,nan,nan,0.543,nan,0.0,12.85
54827,89.0,-323,64.84,nan,nan,nan,0.543,nan,0.0,12.85
54828,89.0,-323,64.84,nan,nan,nan,0.543,nan,0.0,12.85
54829,89.0,-323,64.84,nan,nan,nan,0.543,nan,0.0,12.85
54830,89.0,-323,64.84,nan,nan,nan,0.542,nan,0.0,12.85
54831,89.0,-323,64.84,nan,nan,nan,0.547,nan,0.0,12.85
54832,89.0,-322,64.84,nan,nan,nan,0.547,nan,0.0,12.85
54833,89.0,-322,64.84,nan,nan,nan,0.547,nan,0.0,12.85
54834,89.0,-322,64.84,nan,nan,nan,0.547,nan,0.0,12.85
54835,89.0,-322,64.84,nan,nan,nan,0.547,nan,0.0,12.85
54836,89.0,-322,64.84,nan,nan,nan,0.547,nan,0.0,12.85
54837,89.0,-322,64.84,nan,nan,nan,0.547,nan,0.0,12.85
54838,89.0,-322,64.84,nan,nan,nan,0.546,nan,0.0,12.85
54839,89.0,-321,64.84,nan,nan,nan,0.551,nan,0.0,10.6
54840,89.0,-320,64.84,nan,nan,nan,0.551,nan,0.0,10.6
54841,89.0,-320,64.84,nan,nan,nan,0.551,nan,0.0,10.6
54842,89.0,-320,64.84,nan,nan,nan,0.55,nan,0.0,10.6
54843,89.0,-320,64.84,nan,nan,nan,0.557,nan,0.0,6.65
54844,89.0,-319,64.84,nan,nan,nan,0.557,nan,0.0,6.65
54845,89.0,-318,64.84,nan,nan,nan,0.557,nan,0.0,6.65
54846,89.0,-318,64.84,nan,nan,nan,0.556,nan,0.0,6.65
54847,89.0,-317,64.84,nan,nan,nan,0.564,nan,0.0,6.65
54848,89.0,-316,64.84,nan,nan,nan,0.564,nan,0.0,6.65
54849,89.0,-316,64.84,nan,nan,nan,0.564,nan,0.0,6.65
54850,89.0,-316,64.84,nan,nan,nan,0.564,nan,0.0,6.65
54851,89.0,-316,64.84,nan,nan,nan,0.564,nan,0.0,6.65
54852,89.0,-316,64.84,nan,nan,nan,0.564,nan,0.0,6.65
54853,89.0,-316,64.84,nan,nan,nan,0.562,nan,0.0,6.65
54854,89.0,-316,64.84,nan,nan,nan,0.573,nan,0.0,6.45
