Trade Number,Market Price,Excess Demand,Speculator Proportion,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference
57982,37.95,-391,64.92,nan,nan,nan,0.502,nan,0.0,9.0
57983,37.95,-390,64.92,nan,nan,nan,0.502,nan,0.0,9.0
57984,37.95,-390,64.92,nan,nan,nan,0.502,nan,0.0,9.0
57985,37.95,-389,64.92,nan,nan,nan,0.501,nan,0.0,9.0
57986,38.15,-388,64.92,nan,nan,nan,0.493,0.53,0.2,9.0
57987,38.2,-388,64.92,nan,nan,nan,0.493,0.52,0.25,9.0
57988,38.2,-388,64.92,nan,nan,nan,0.493,0.52,0.25,9.0
57989,38.2,-388,64.92,nan,nan,nan,0.493,0.52,0.25,9.0
57990,38.2,-388,64.92,nan,nan,nan,0.493,0.52,0.25,9.0
57991,38.2,-389,64.92,nan,nan,nan,0.493,0.515,0.25,9.0
57992,38.15,-389,64.92,nan,nan,nan,0.494,0.512,0.25,9.0
57993,38.15,-388,64.92,nan,nan,nan,0.494,0.512,0.25,9.0
57994,38.15,-388,64.92,nan,nan,nan,0.494,0.473,0.25,9.0
57995,38.15,-388,64.92,nan,nan,nan,0.494,0.577,0.25,9.0
57996,38.15,-388,64.92,nan,nan,nan,0.494,0.707,0.25,9.0
57997,38.15,-388,64.92,nan,nan,nan,0.494,0.707,0.25,9.0
57998,38.15,-388,64.92,nan,nan,nan,0.494,0.707,0.25,9.0
57999,38.15,-387,64.92,nan,nan,nan,0.494,0.707,0.25,9.0
58000,38.15,-386,64.92,nan,nan,nan,0.494,nan,0.25,9.0
58001,38.15,-385,64.92,nan,nan,nan,0.494,nan,0.25,9.0
58002,39.2,-385,64.92,nan,nan,nan,0.494,0.707,1.25,9.0
58003,39.2,-385,64.92,nan,nan,nan,0.494,0.707,1.25,9.0
58004,39.2,-385,64.92,nan,nan,nan,0.494,0.707,1.25,9.0
58005,39.2,-384,64.92,nan,nan,nan,0.494,0.707,1.25,9.0
58006,39.2,-383,64.92,nan,nan,nan,0.494,0.707,1.25,9.0
58007,39.2,-383,64.92,nan,nan,nan,0.494,0.707,1.25,9.0
58008,39.2,-383,64.92,nan,nan,nan,0.494,0.707,1.25,9.0
58009,39.2,-383,64.92,nan,nan,nan,0.494,0.707,1.25,9.0
58010,39.2,-383,64.92,nan,nan,nan,0.494,nan,1.25,6.85
58011,39.2,-383,64.92,nan,nan,nan,0.494,nan,1.25,6.85
58012,39.2,-388,64.92,nan,nan,nan,0.494,nan,1.25,6.85
58013,37.1,-387,64.92,nan,nan,nan,0.494,0.707,2.1,6.85
58014,37.1,-387,64.92,nan,nan,nan,0.494,0.707,2.1,6.85
58015,37.1,-387,64.92,nan,nan,nan,0.494,0.707,2.1,6.85
58016,37.1,-387,64.92,nan,nan,nan,0.494,0.707,2.1,6.85
58017,37.1,-386,64.92,nan,nan,nan,0.494,0.707,2.1,6.85
58018,37.1,-385,64.92,nan,nan,nan,0.502,0.577,2.1,5.7
58019,38.7,-384,64.92,nan,nan,nan,0.498,0.483,2.1,5.7
58020,40.1,-383,64.92,nan,nan,nan,0.502,0.453,3.0,6.6
58021,41.65,-382,64.92,nan,nan,nan,0.502,0.551,4.55,8.15
58022,41.65,-381,64.92,nan,nan,nan,0.501,0.453,4.55,8.15
58023,42.4,-380,64.92,nan,nan,nan,0.529,0.521,5.3,8.9
58024,43.6,-380,64.92,nan,nan,nan,0.534,0.592,6.5,10.1
