Window Num,Num Data Points in Row,Speculator Proportion,Market Price,Excess Demand,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Overall Sim Volatility,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference
0,655,64.0%,102.18,-1,1.9844,-0.37971,0,9.743,2.893,10.804,46.15,30.7
1,655,64.0%,99.94,-3,0.08115,-0.51909,0,2.682,2.422,7.823,32.35,25.15
2,655,64.0%,99.54,-10,0.51597,-0.43481,0,17.95,1.064,11.495,43.95,23.75
3,655,64.0%,100.36,-2,-0.22725,-0.12792,0.69709,6.212,1.221,9.21,42.75,29.15
4,655,64.04%,95.22,-6,-0.38502,-0.42078,0,6.391,0.614,8.431,41.45,16.75
5,655,64.04%,95.22,-19,-0.26045,-0.44804,0,2.094,0.577,8.511,41.1,28.9
6,655,64.04%,95.43,-15,-0.89556,0.29538,0,1.63,0.49,8.33,25.45,20.45
7,655,64.04%,92.08,-6,-0.70269,-1.09654,-1.69629,4.855,7.343,8.253,39.1,25.35
8,655,64.08%,93.17,0,-0.65427,0.70814,0,1.592,0.963,3.588,37.95,28.4
9,655,64.08%,92.07,-13,-0.46154,-0.82107,0,2.156,0.548,7.592,36.25,23.4
10,655,64.08%,92.42,-19,0.10994,-0.6082,0,1.718,1.36,3.459,39.1,30.0
11,655,64.12%,94.19,-4,-0.5535,-0.45819,-1.96605,2.904,0.548,7.041,39.5,26.65
12,655,64.12%,95.69,-21,-0.78996,-0.59972,0,10.249,3.339,8.413,28.2,19.05
13,655,64.12%,94.85,-29,-0.84522,-0.93244,0,8.316,28.736,9.852,25.15,13.05
14,655,64.12%,92.66,-18,-0.83312,-0.80126,0,7.897,0.753,6.929,33.0,16.6
15,655,64.16%,94.03,-17,-0.15037,-0.45898,-0.89019,2.67,1.088,4.094,31.4,28.15
16,655,64.16%,95.55,-30,0.38956,-0.7183,0,1.529,0.492,3.644,28.2,20.95
17,655,64.16%,95.2,-55,-0.52103,-0.34342,0,5.318,0.538,6.67,23.9,17.9
18,655,64.16%,91.56,-42,1.44874,-0.18026,0,4.206,0.577,4.241,38.3,18.8
