Window Num,Num Data Points in Row,Speculator Proportion,Market Price,Excess Demand,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Overall Sim Volatility,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference
0,661,64.0%,102.07,1,0.58439,-0.65535,0,8.855,1.002,10.835,43.25,33.55
1,661,64.0%,101.15,-1,1.08439,-0.02835,0,8.54,2.969,9.991,46.6,26.9
2,661,64.0%,97.49,-7,0.10572,-0.50309,0,12.09,1.564,11.21,44.95,30.35
3,661,64.0%,99.63,5,-0.05586,-0.95139,-0.12306,1.416,1.549,12.995,30.0,25.25
4,661,64.04%,91.47,3,-0.32329,-0.89178,0,4.895,2.219,6.921,41.6,20.8
5,661,64.04%,94.9,10,-0.06993,0.10277,0,13.715,7.034,6.997,33.6,16.9
6,661,64.04%,98.52,-2,-0.10251,-0.42318,0,23.006,0.605,14.689,39.05,29.9
7,661,64.04%,97.34,12,-0.38919,0.37722,-1.93831,4.142,0.707,7.534,30.95,15.35
8,661,64.08%,92.94,3,-0.21703,-0.54152,0,0.811,0.548,8.02,31.0,26.65
9,661,64.08%,96.57,7,0.41715,-1.12524,0,1.457,0.707,6.08,36.2,21.8
10,661,64.08%,95.13,-16,-1.1697,-0.3907,0,2.398,nan,7.306,30.1,23.75
11,661,64.12%,91.1,-3,-0.86158,-0.76517,-1.58636,1.132,1.488,3.304,42.8,23.3
12,661,64.12%,91.54,-16,-0.59172,0.01361,0,3.714,3.091,3.551,32.25,21.6
13,661,64.12%,94.5,-29,-0.58842,-0.05465,0,12.917,0.717,8.637,29.5,20.55
14,661,64.12%,95.96,-2,-0.52363,-1.06707,0,6.963,15.768,8.815,30.4,22.65
15,661,64.16%,97.44,-41,0.23146,-1.22741,2.95541,2.166,1.834,5.682,36.95,19.35
16,661,64.16%,92.42,-26,-0.2701,0.59671,0,0.629,0.448,7.599,27.0,15.5
17,661,64.16%,93.38,-31,-0.76431,-0.39036,0,3.593,0.473,6.796,26.9,12.95
18,661,64.16%,94.55,-14,-0.74959,0.18059,6.35846,15.372,0.707,7.227,26.9,12.15
19,661,64.2%,94.2,0,-0.23158,0.03355,0,6.418,0.577,3.337,29.65,16.15
20,661,64.2%,93.96,-15,-0.76804,-1.16906,0,3.111,4.972,2.574,23.45,14.95
21,661,64.2%,90.01,-3,0.45694,-0.14448,0,1.19,1.97,2.286,34.35,25.45
22,661,64.2%,94.17,-3,-0.5,-0.963,-1.30137,5.849,0.529,6.108,46.5,14.4
23,661,64.24%,91.56,-11,0.02802,-0.12011,0,4.849,0.835,3.041,37.8,15.45
24,661,64.24%,91.98,-29,-0.42665,0.63663,0,1.623,2.28,11.31,31.8,13.45
25,661,64.24%,83.95,-53,-0.43507,-0.0647,0,1.981,2.93,5.288,38.7,16.5
26,661,64.28%,91.07,-37,-0.18,-0.54654,-1.99601,1.301,0.9,5.129,32.45,26.55
27,661,64.28%,79.09,-26,-1.13436,-0.70414,0,0.594,nan,3.869,38.4,22.35
28,661,64.28%,79.09,-44,-0.90459,-0.76771,0,4.431,2.087,6.229,38.3,20.65
29,661,64.28%,59.92,-71,-0.52387,-0.98091,0,0.744,0.707,6.86,36.8,14.4
30,661,64.32%,72.72,-20,-1.2825,-1.47857,-0.76222,1.41,0.577,2.133,55.45,29.0
31,661,64.32%,82.87,0,-1.24607,-0.21591,0,2.939,0.5,5.546,41.45,33.4
32,661,64.32%,92.14,-26,1.36816,-0.14504,0,1.119,0.707,13.749,31.7,6.05
33,661,64.32%,84.57,-41,-0.21648,-0.03698,0,0.52,0.707,3.986,39.15,11.6
34,661,64.36%,67.89,-95,0.44574,-0.47237,20.6288,3.237,0.552,5.59,38.1,12.05
35,661,64.36%,86.93,-78,-0.27928,-1.16063,0,1.198,1.773,4.55,32.05,11.9
36,661,64.36%,85.76,-83,0.02353,0.83602,0,1.805,1.052,9.779,36.8,12.55
37,661,64.36%,77.59,-88,-0.39487,-0.86582,0.83437,1.726,nan,2.845,45.3,26.15
38,661,64.4%,74.14,-97,-0.34093,-0.3904,0,4.988,15.276,7.906,47.6,28.65
39,661,64.4%,74.61,-100,0.01828,-0.95113,0,0.97,0.548,4.227,30.2,8.65
40,661,64.4%,73.73,-95,-1.17046,-1.07563,0,0.89,0.344,4.214,40.45,24.3
41,661,64.4%,87.31,-85,-0.668,1.51361,-1.82517,7.664,21.249,5.982,25.3,9.75
42,661,64.44%,76.97,-146,-1.18156,-1.05212,0,2.23,0.547,1.591,42.35,22.7
43,661,64.44%,89.54,-119,-0.13092,-0.39692,0,12.253,0.577,5.26,16.45,14.65
44,661,64.44%,76.53,-97,-1.6898,-1.60922,0,4.442,0.577,4.335,46.2,14.2
45,661,64.48%,82.74,-87,-0.28565,-0.03687,-1.78417,0.594,nan,4.952,36.95,10.1
46,661,64.48%,82.3,-116,-0.94111,-0.42174,0,0.575,0.726,2.339,32.05,14.45
47,661,64.48%,75.45,-113,-0.97089,-1.16887,0,1.03,nan,3.909,49.75,14.15
48,661,64.48%,73.96,-116,-0.8341,0.81907,0,1.551,nan,9.55,39.9,9.1
49,661,64.52%,80.18,-70,-0.95512,-0.25648,1.1747,0.807,nan,3.397,35.25,22.75
50,661,64.52%,77.44,-130,-0.57021,0.49238,0,0.527,nan,2.465,45.95,15.8
51,661,64.52%,82.98,-131,-1.26178,-0.72804,0,2.741,nan,4.652,29.05,13.25
52,661,64.52%,77.73,-135,0.82023,2.46115,15.2067,3.23,0.576,1.774,47.05,33.5
53,661,64.56%,64.04,-137,0.20985,-0.57907,0,0.507,0.577,1.046,22.6,8.9
54,661,64.56%,77.14,-108,-0.35756,1.73513,0,1.107,1.196,8.539,38.1,21.25
55,661,64.56%,81.7,-125,-0.91756,0.62016,0,0.532,0.577,1.295,36.75,18.95
56,661,64.56%,64.35,-235,-0.31777,1.12948,-0.89755,7.513,0.816,3.526,46.95,12.7
57,661,64.6%,56.15,-226,-0.37357,-0.29171,0,0.69,0.972,1.093,26.25,15.6
58,661,64.6%,73.28,-189,-1.1013,-1.63068,0,0.544,nan,1.161,43.9,15.95
59,661,64.6%,61.46,-200,-0.52877,-0.97449,0,0.623,nan,2.832,25.15,12.85
60,661,64.6%,62.98,-212,-1.31504,-1.1634,-2.00275,0.487,0.707,4.298,50.3,10.0
61,661,64.64%,86.85,-213,0.36412,-0.58269,0,0.776,0.707,0.592,20.5,14.4
62,661,64.64%,75.77,-187,-1.09841,-1.1118,0,0.702,0.82,7.495,51.5,7.25
63,661,64.64%,41.85,-242,-0.65623,0.47217,0,1.028,0.707,1.467,18.25,3.8
64,661,64.68%,29.75,-326,-0.52167,-0.80837,-1.20609,0.512,0.707,1.217,21.8,2.65
65,661,64.68%,27.68,-274,0.04435,-0.54242,0,5.549,15.339,2.57,14.75,7.4
66,661,64.68%,37.65,-233,-0.87408,-0.9317,0,0.903,0.577,4.214,18.65,5.15
67,661,64.68%,47.12,-235,0.11941,-0.89007,0,5.727,0.55,4.823,59.95,24.45
68,661,64.72%,66.01,-209,-0.26404,-0.63858,7.86536,0.529,0.577,0.659,21.05,9.1
69,661,64.72%,55.35,-225,-0.58219,3.92118,0,0.579,0.707,0.774,27.05,11.6
70,661,64.72%,48.41,-231,0.02121,-0.91949,0,0.5,nan,0.876,38.35,16.95
71,661,64.72%,41.3,-236,-0.63621,-0.43141,2.37345,0.957,0.629,0.705,29.7,8.2
72,661,64.76%,29.22,-284,-1.20835,-1.15443,0,4.578,0.785,2.044,27.0,13.75
73,661,64.76%,45.9,-243,-0.11579,-1.07954,0,0.51,0.707,0.942,33.15,9.7
74,661,64.76%,71.77,-198,-0.52722,-0.25,0,0.542,0.7,0.554,39.45,10.7
75,661,64.76%,79.73,-194,-1.05887,-0.75047,-1.64723,0.528,0.577,0.61,25.15,19.6
76,661,64.8%,83.26,-338,-0.85786,14.89145,0,0.511,0.707,0.767,23.75,13.9
77,661,64.8%,84.0,-533,0.57903,-0.60782,0,0.501,nan,1.462,26.15,24.5
