Cycle 1 Volatility,Cycle 2 Volatility,Cycle 3 Volatility,Cycle 4 Volatility,Cycle 5 Volatility,Cycle 6 Volatility,Cycle 7 Volatility,Cycle 8 Volatility,Cycle 9 Volatility,Cycle 10 Volatility,Cycle 1 Average Price,Cycle 2 Average Price,Cycle 3 Average Price,Cycle 4 Average Price,Cycle 5 Average Price,Cycle 6 Average Price,Cycle 7 Average Price,Cycle 8 Average Price,Cycle 9 Average Price,Cycle 10 Average Price,Cycle 1 Speculator Proportion,Cycle 2 Speculator Proportion,Cycle 3 Speculator Proportion,Cycle 4 Speculator Proportion,Cycle 5 Speculator Proportion,Cycle 6 Speculator Proportion,Cycle 7 Speculator Proportion,Cycle 8 Speculator Proportion,Cycle 9 Speculator Proportion,Cycle 10 Speculator Proportion
3.5951733873650116,4.739744432576832,5.702753389151922,5.11095406065052,4.599718665679641,8.127467476021476,6.981260786595802,12.714939785322313,12.623979782229773,12.739325191829103,99.59277500000019,98.73695000000029,96.34342499999981,98.64712499999983,98.62154999999959,92.92269999999975,93.73557499999974,89.31355000000028,86.80762499999985,86.18060000000017,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0
4.008072221260543,5.312238541016238,5.4097982178408355,5.704238003940825,5.656579072440903,8.240813616660207,7.860303577823363,7.3017353257211015,13.569450276624323,29.290179108937124,100.09637499999992,98.77965000000005,96.92902500000058,97.30359999999975,97.12937499999967,93.20120000000027,91.28922499999993,92.8084500000001,89.9845749999997,69.41475000000034,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0
3.388792278368204,4.987884507013234,6.355135312626781,5.8514701136761875,6.148021852248321,5.849721336887307,7.8181987155340185,13.969405786338468,9.284781848883995,22.319032033064214,99.25922500000007,99.60462499999981,97.19642499999968,97.3394000000001,97.00837499999976,94.56177500000017,92.0685999999999,87.81747500000002,89.55532499999958,79.02205000000015,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0
3.776009866943892,5.067296807812745,6.910990909200253,9.031468944371484,5.501290875617202,6.55713821196148,9.690794789351628,10.259085888665252,8.469872685681636,11.176766183859458,99.30190000000005,99.54590000000003,94.68397499999983,95.40314999999993,97.59444999999968,95.33699999999996,93.07645000000005,91.26322499999982,90.78159999999947,87.82665000000006,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0
3.5407123607242785,5.279485880564654,5.317449722860817,5.706397883759849,9.752139326872099,7.62041477447537,6.14447224805382,8.895727337319302,6.4662570794710055,13.913910681386445,100.5910249999999,97.79385000000015,96.38817499999976,97.51417500000017,93.76039999999972,94.40572499999958,94.53324999999975,90.40214999999941,92.55965000000016,86.04867500000046,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0
3.3838387560193186,4.624338457818721,7.318621611249234,6.912387215563371,5.290407233318355,7.503177968688662,13.16217303105569,6.545834086038308,8.829239934064633,15.64531967181213,100.66807500000014,98.93057499999995,94.88865000000028,95.58357500000028,97.38489999999999,95.53389999999956,90.33000000000007,93.92469999999975,91.47852500000016,83.68382499999984,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0
3.391789748252119,4.712639008370109,5.523779237852854,4.897387333961796,6.068149034155751,9.044700906317598,10.045197177882885,8.252690943763836,8.597629041598822,16.13837132595874,99.43064999999987,99.34159999999996,97.00200000000007,97.72994999999986,96.11687499999984,94.72384999999925,90.1967750000003,91.77737500000002,91.74672499999996,80.67639999999962,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0
3.6495084485390605,5.926977179747246,6.352280970979411,6.262104879252613,5.216340029096031,7.415546641372448,8.289366993139371,8.223331430404722,8.271003059192855,18.116836627145684,100.45020000000001,97.46519999999963,96.10704999999992,97.65140000000001,98.53444999999968,94.36272500000025,92.9476750000001,93.194475,90.8873749999999,84.7599000000004,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0
3.464555357027934,4.962051018999863,5.244859447085769,6.352414901243366,5.8140706657515935,5.953638390044756,6.677341138261049,5.535079902970339,11.670189575253746,14.515341430286574,99.54450000000021,99.43959999999976,95.47607499999964,96.62989999999978,96.09745000000072,93.18027500000034,93.18612500000023,93.41765000000024,88.37120000000006,87.88717500000008,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0
3.7092682236193673,4.669247745261362,5.31149311389222,5.865785196202125,5.061886744889107,5.693214772404284,5.798422095602767,7.683105453791589,9.257291800291156,9.789701013940425,99.56182500000014,99.50042500000025,96.49382499999976,97.64049999999975,98.06917499999967,94.8340500000003,93.90397499999983,89.93262500000083,89.71650000000031,86.2758249999999,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0
