Cycle 1 Volatility,Cycle 2 Volatility,Cycle 3 Volatility,Cycle 4 Volatility,Cycle 5 Volatility,Cycle 6 Volatility,Cycle 7 Volatility,Cycle 8 Volatility,Cycle 9 Volatility,Cycle 10 Volatility,Cycle 1 Average Price,Cycle 2 Average Price,Cycle 3 Average Price,Cycle 4 Average Price,Cycle 5 Average Price,Cycle 6 Average Price,Cycle 7 Average Price,Cycle 8 Average Price,Cycle 9 Average Price,Cycle 10 Average Price,Cycle 1 Speculator Proportion,Cycle 2 Speculator Proportion,Cycle 3 Speculator Proportion,Cycle 4 Speculator Proportion,Cycle 5 Speculator Proportion,Cycle 6 Speculator Proportion,Cycle 7 Speculator Proportion,Cycle 8 Speculator Proportion,Cycle 9 Speculator Proportion,Cycle 10 Speculator Proportion
3.2083736208000033,5.419219282222708,9.319876829735236,11.776142925788747,23.769625723042143,18.39167883480683,13.441862036261046,18.638155722116416,31.60719612553182,21.554299477421115,99.82979999999996,99.26220000000056,93.93917500000016,93.64374999999988,80.5452000000006,84.12875000000007,88.46652500000046,81.92705000000012,53.60492499999999,76.11722500000002,50.0,52.5,55.0,57.5,60.0,62.5,65.0,67.5,70.0,72.5
3.1591902421139397,5.786880699834502,7.196071707640964,8.259654998869516,8.979740730209915,17.891005425826368,19.09701989274156,31.67265849921986,23.25865998647726,29.049630748904516,100.45992499999998,98.37740000000016,94.17204999999984,96.04449999999977,95.91729999999977,88.78037499999999,85.09022499999988,64.85819999999991,68.17587500000002,37.877524999999864,50.0,52.5,55.0,57.5,60.0,62.5,65.0,67.5,70.0,72.5
3.660475562006257,5.90485326117576,7.9490356032043605,7.769722381611756,10.879019873641216,15.221834791725612,28.691959399884183,21.530493449328695,22.64504248112566,23.284638307474953,99.41902499999969,98.88689999999957,94.74374999999986,97.14107499999977,94.4374749999999,88.94097500000038,61.93274999999993,70.73095000000004,62.58755000000037,55.43817499999997,50.0,52.5,55.0,57.5,60.0,62.5,65.0,67.5,70.0,72.5
3.2711814920876967,5.891158613753852,8.790302133789353,10.211626622067087,11.002171011258664,16.721390131455554,16.682387597042847,23.83720942163492,33.34296161444138,31.22506752432169,99.89859999999994,99.64675000000001,96.0539500000005,95.04437499999999,91.79435000000011,85.94712500000036,84.27529999999982,77.50587500000019,55.60385000000026,55.41484999999999,50.0,52.5,55.0,57.5,60.0,62.5,65.0,67.5,70.0,72.5
3.2798175012370296,4.80290433898279,6.995301503263514,8.342426023666928,7.645858050084112,15.915684247937318,21.69875979378301,23.604695691892605,34.10297029147682,28.034837507189646,100.29760000000005,99.10032500000017,97.05199999999985,95.04527499999983,95.52122499999997,87.21935000000015,81.12699999999994,77.15214999999992,48.160300000000156,38.17995000000006,50.0,52.5,55.0,57.5,60.0,62.5,65.0,67.5,70.0,72.5
3.720457811552064,5.753015863017855,11.550038878573018,12.98071970043825,9.745225173191901,12.355135232801397,19.481927239851412,17.488329662422476,21.27358227588679,28.537988855452955,100.62152500000003,99.46527499999975,92.64895000000001,91.34297500000031,92.88357499999984,90.96074999999999,79.75012500000027,81.94192500000004,78.08304999999987,53.15070000000021,50.0,52.5,55.0,57.5,60.0,62.5,65.0,67.5,70.0,72.5
3.5230270165980615,6.7211202565589145,9.76634078124979,10.021548038603868,13.868553070039543,11.205382107344033,28.78941814265914,18.094781898754174,23.983211348204836,23.409758753614938,100.02299999999997,97.69827499999963,94.24277499999978,94.85284999999979,96.36747499999962,92.41465000000011,64.80667500000023,80.68855000000015,71.08262499999992,62.60600000000038,50.0,52.5,55.0,57.5,60.0,62.5,65.0,67.5,70.0,72.5
3.779613573337475,5.3752566142775615,9.331822112875287,9.907322175736839,12.56743127846118,14.963196719469165,14.477996279808165,21.427124252247093,27.55451568739248,32.04222090399213,99.89952499999973,99.33514999999973,92.92507499999999,93.90864999999962,93.51172500000014,88.61775000000003,86.98290000000006,77.45532499999965,43.88177499999994,54.63299999999994,50.0,52.5,55.0,57.5,60.0,62.5,65.0,67.5,70.0,72.5
3.305653984332309,5.3737923387073465,6.413457245222202,8.46994578289363,10.839506490142895,16.426530314812887,31.843204264226955,30.915428233259163,24.96926081930152,30.420506693861228,100.1070999999999,97.70415000000007,97.1325750000006,96.44852500000007,92.6949749999998,83.77187499999984,67.87087499999966,65.34132499999956,70.20757499999995,37.2739500000001,50.0,52.5,55.0,57.5,60.0,62.5,65.0,67.5,70.0,72.5
3.6367143405789366,5.356737749697526,6.40177240730858,8.694809794278386,10.991494909254614,15.417016540786497,25.696902046061552,22.93947121731155,27.736642819775987,25.448174698141095,100.10322500000007,98.56497499999949,96.43330000000059,95.54000000000012,91.03080000000003,86.92417500000016,74.57784999999994,74.2662000000001,39.577875000000056,67.61442500000004,50.0,52.5,55.0,57.5,60.0,62.5,65.0,67.5,70.0,72.5
3.119759949971748,5.478529377620031,7.875612925320463,8.495116209863438,10.255239208112496,15.018158391784938,19.603165998326748,31.36538805480157,20.635521097972482,30.356908897041322,100.07292500000008,99.50377500000027,95.35369999999953,96.39942500000015,92.79750000000014,85.23159999999967,85.28822499999988,62.73807500000021,75.67382499999972,46.793525000000095,50.0,52.5,55.0,57.5,60.0,62.5,65.0,67.5,70.0,72.5
3.3163120423380064,5.6956042983635,7.867533856424833,7.428310837495239,12.103904793624517,19.63918184080139,15.703016974806323,30.875557053615413,31.182875761060586,21.69885532938726,100.21302500000012,98.50882499999965,96.28474999999958,96.43245000000019,90.29754999999987,84.10407500000058,86.16740000000084,69.92937499999991,65.924625,72.23207499999975,50.0,52.5,55.0,57.5,60.0,62.5,65.0,67.5,70.0,72.5
3.321909109900844,5.447669500712621,8.352515807200232,8.76678350288709,17.270161102599907,16.73852240119966,32.88919671069076,36.42264630084082,30.600224857313698,30.728981295118096,99.30732500000013,100.25924999999974,96.86277499999939,95.35759999999979,86.39584999999991,88.5236249999995,54.97967499999999,53.25947500000003,59.5707500000001,50.60109999999982,50.0,52.5,55.0,57.5,60.0,62.5,65.0,67.5,70.0,72.5
3.689957677698567,4.823038072366705,7.762308325468966,8.766609118530011,18.867857111394184,10.617755891316385,22.068626959054995,26.30835602405335,26.339045042792613,20.091179656754854,100.11157499999986,98.80577500000004,95.30352500000005,95.03142500000006,85.71520000000005,90.45794999999951,83.1626999999996,71.38310000000024,65.89257500000005,69.84050000000025,50.0,52.5,55.0,57.5,60.0,62.5,65.0,67.5,70.0,72.5
3.29607429941569,5.013577572394009,9.193406616808918,8.78963778978479,12.916761556749895,16.03705345133811,25.042072759127024,37.86918984272104,30.750929269452044,32.21024239671486,99.18012500000019,98.22892500000032,94.07937500000017,96.95837499999985,92.02002499999983,89.60462500000023,79.20242500000008,45.642275000000154,54.28037500000019,41.623550000000094,50.0,52.5,55.0,57.5,60.0,62.5,65.0,67.5,70.0,72.5
3.683626477588111,7.105324284363662,6.420259804895451,11.417258245187135,20.219906447505462,17.636325057697544,23.894735130418404,27.90764319450562,27.45400042944179,1.9902541081687386,99.82572499999998,98.90242499999974,97.43267500000006,93.77167499999995,83.5017499999998,84.0062000000003,81.37282500000009,70.08604999999973,67.04070000000014,3.470625000000032,50.0,52.5,55.0,57.5,60.0,62.5,65.0,67.5,70.0,72.5
2.892733214924315,5.527784184768042,12.971254870056018,6.291947767005569,8.777972020391179,10.200086685131264,14.38903132628303,22.997679208647703,26.712887456724662,24.9259610373641,99.98399999999994,97.88307500000035,92.88635000000018,97.86577500000041,93.6346749999999,92.5250000000001,90.11104999999935,77.47462500000024,55.30654999999994,55.03757499999987,50.0,52.5,55.0,57.5,60.0,62.5,65.0,67.5,70.0,72.5
3.539719032605539,6.351246605527305,10.08347846818667,9.025901115427354,7.3213701347288715,11.77732359876173,23.954524162544473,29.168900738545968,20.578506490381837,19.68554426696258,100.55047499999974,97.7116499999999,93.70122499999978,94.14000000000013,94.69182500000069,90.50052500000031,76.7275999999993,37.52030000000007,76.44470000000018,69.70819999999983,50.0,52.5,55.0,57.5,60.0,62.5,65.0,67.5,70.0,72.5
3.37750389128463,6.374114684331032,7.396734412181986,16.510965115155805,13.657229785431635,18.339913223019593,18.18020315847548,21.40145570405203,20.593450298990295,27.64366606072064,100.66717500000019,99.23039999999986,94.26752499999999,90.00597499999992,91.46477499999997,84.38417499999987,82.39010000000009,73.05697500000036,77.38617500000014,33.374399999999994,50.0,52.5,55.0,57.5,60.0,62.5,65.0,67.5,70.0,72.5
3.2695118617168153,6.180755517633697,7.574893602159836,9.438916500973837,9.157432850290457,14.512666434632074,26.43580577949357,22.184981215794338,24.74725805589414,26.378447797664425,100.13019999999995,97.54422499999957,96.20815000000032,95.85440000000023,94.2161749999998,93.69222499999945,68.7904499999999,71.69802500000019,69.54467499999993,37.070199999999936,50.0,52.5,55.0,57.5,60.0,62.5,65.0,67.5,70.0,72.5
3.313144727199022,5.684855954022405,6.668401591640511,10.132194857177389,12.297009534811691,14.705348020029826,24.434296369322915,28.483874927104484,19.0836255119596,23.028923324357017,100.0221749999997,99.25527500000007,96.16504999999978,95.20325000000028,91.52915000000007,88.22319999999986,74.97592500000023,62.31795,75.70097500000017,64.99647500000012,50.0,52.5,55.0,57.5,60.0,62.5,65.0,67.5,70.0,72.5
3.3604893534048244,7.195416499362609,6.364047040788487,11.099801966672635,11.462468431855141,12.526594782638426,17.95645988671853,23.675933150662768,23.624734848092928,17.900403843859547,99.72050000000003,97.9029000000002,95.82409999999983,93.43104999999952,91.9897999999998,87.21879999999967,82.84825000000025,78.6507750000001,69.14892499999995,75.56567500000034,50.0,52.5,55.0,57.5,60.0,62.5,65.0,67.5,70.0,72.5
3.159223915041903,6.8409705407178505,9.188429681398503,10.92860986819461,24.920935029323093,23.035398401897503,21.79182412726782,22.111711619744693,25.82073776496062,17.117406066475063,99.46105000000014,98.27699999999987,95.60190000000023,93.2590749999996,81.3301249999997,79.58992500000006,75.40132500000017,64.18737499999992,58.019850000000126,79.55797500000018,50.0,52.5,55.0,57.5,60.0,62.5,65.0,67.5,70.0,72.5
