Window Num,Num Data Points in Row,Speculator Proportion,Market Price,Excess Demand,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Overall Sim Volatility,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference
0,524,64.0%,101.74,0,0.1789,-0.1596,0,3.159,1.686,10.375,40.65,26.9
1,524,64.0%,99.82,0,0.03119,-0.18083,0,21.419,1.185,16.145,36.6,22.85
2,524,64.0%,98.65,-4,-0.17363,-0.21025,0,20.751,1.417,11.204,34.4,25.5
3,524,64.0%,98.23,1,0.11929,-0.39647,0,4.559,2.919,13.19,38.0,33.6
4,524,64.0%,101.99,0,1.41507,0.24466,-0.328,4.84,0.707,7.15,48.6,35.5
5,524,64.2%,99.51,-7,1.61947,-0.55213,0,1.268,0.683,3.145,39.9,10.45
6,524,64.2%,95.51,-4,-0.31674,-0.46661,0,7.839,1.828,5.032,31.2,19.05
7,524,64.2%,96.87,2,-0.56284,-0.64592,0,12.323,1.983,6.903,26.35,15.6
8,524,64.2%,98.59,4,1.49148,0.40758,0,5.117,12.734,5.331,43.9,43.9
9,524,64.2%,94.72,-1,-0.64026,0.79932,-1.979,1.105,0.548,3.803,38.1,20.65
10,524,64.4%,92.29,2,-0.59872,-0.0094,0,9.825,0.956,5.713,29.0,10.35
11,524,64.4%,97.81,-2,-0.72308,-0.52983,0,19.178,10.866,11.711,33.55,20.3
12,524,64.4%,92.24,-12,-0.6188,0.20523,0,7.258,0.492,7.921,29.15,24.15
13,524,64.4%,90.97,-1,-0.38046,-0.5544,0,2.995,8.785,3.657,38.4,28.8
14,524,64.6%,96.87,-2,0.20895,-0.79358,-1.35075,5.298,3.99,8.479,31.05,27.05
15,524,64.6%,94.36,-4,0.26206,2.00958,0,5.086,2.791,6.553,33.5,20.3
16,524,64.6%,96.0,-5,-0.94658,-0.3171,0,2.958,1.291,6.958,22.65,19.65
17,524,64.6%,96.59,-1,0.09278,-0.20894,0,0.816,0.548,7.582,27.0,21.35
18,524,64.6%,94.39,6,-0.81084,-0.71189,0,2.366,3.649,1.771,29.85,18.0
19,524,64.8%,96.04,7,0.35903,-0.09983,7.07956,2.971,0.736,7.666,39.0,20.8
20,524,64.8%,94.6,-13,0.03415,-1.70352,0,1.441,0.762,4.111,32.8,23.45
21,524,64.8%,91.05,-84,-0.14313,0.46085,0,2.579,1.174,2.325,32.9,22.05
22,524,64.8%,96.93,-120,-0.00555,-1.14239,0,19.372,3.04,10.451,28.45,26.85
23,524,64.8%,85.78,-116,-1.00955,0.64353,2.09575,3.423,9.901,4.891,38.75,37.85
24,524,65.0%,85.99,-104,-0.56409,0.99385,0,12.02,32.059,8.412,29.5,28.3
25,524,65.0%,89.37,-99,-0.76066,-0.6225,0,7.145,30.598,8.697,25.8,18.95
26,524,65.0%,93.22,-90,-1.04039,-0.18701,0,2.632,0.548,6.969,20.65,18.2
27,524,65.0%,94.11,-84,-0.65648,-0.16197,0,1.932,0.707,10.191,21.2,16.5
28,524,65.0%,87.59,-81,-0.98404,-0.35801,-1.73404,5.897,0.707,8.471,23.65,20.8
29,524,65.2%,91.67,-83,-1.08385,0.33926,0,6.622,0.577,3.105,27.4,12.5
30,524,65.2%,92.13,-89,-0.92891,-0.09284,0,0.756,0.707,9.654,16.6,15.0
31,524,65.2%,81.03,-82,-1.53432,-1.0257,0,0.905,0.577,8.256,44.6,10.05
32,524,65.2%,85.66,-73,-1.33791,-1.19645,0,2.178,0.577,3.427,35.9,18.75
33,524,65.4%,83.23,-79,-1.01327,-0.19483,-1.82851,1.197,0.506,3.067,42.0,29.35
34,524,65.4%,89.76,-88,1.6844,0.81799,0,18.959,0.577,10.58,33.55,17.25
35,524,65.4%,86.12,-79,-0.33814,-0.78534,0,3.611,nan,9.021,22.45,16.85
36,524,65.4%,85.57,-73,-0.85917,0.9572,0,8.644,1.0,10.829,31.45,19.65
37,524,65.4%,84.99,-83,-0.78504,-0.91618,0,0.756,0.486,1.68,40.65,15.25
38,524,65.6%,88.14,-75,0.75368,-0.92402,1.17903,1.219,0.548,1.78,51.5,18.6
39,524,65.6%,83.78,-73,-0.65806,-0.7885,0,6.232,0.707,3.916,46.25,22.75
40,524,65.6%,92.9,-85,0.8183,-0.87743,0,2.494,0.535,1.487,27.45,7.05
41,524,65.6%,87.31,-89,0.21701,0.39446,0,3.338,0.707,4.236,36.15,12.5
42,524,65.6%,68.93,-107,-0.18954,0.0945,11.56149,5.376,1.085,8.193,32.35,23.6
43,524,65.8%,58.83,-127,-0.55074,-0.19296,0,3.217,0.548,2.941,61.85,22.85
44,524,65.8%,84.29,-81,-0.76339,-1.0866,0,0.503,0.577,2.192,42.45,9.1
45,524,65.8%,87.06,-93,0.32661,-0.74377,0,8.213,0.535,5.109,32.65,22.65
46,524,65.8%,73.0,-102,-1.37632,-0.49539,0,0.548,0.822,5.284,37.75,5.9
47,524,65.8%,54.91,-118,-0.57542,-1.27401,-1.14348,0.868,0.707,3.707,47.65,18.75
48,524,66.0%,45.73,-137,-0.70472,-0.17407,0,2.377,0.78,4.903,35.0,5.35
49,524,66.0%,63.22,-114,-1.19122,-1.06149,0,1.714,0.577,4.832,56.6,16.35
50,524,66.0%,81.16,-86,-0.91416,-0.47133,0,2.943,0.707,2.002,28.85,15.1
51,524,66.0%,77.29,-104,-0.93198,0.26709,0,0.654,0.577,2.437,36.0,22.8
52,524,66.2%,72.19,-134,-0.74848,-0.16732,-2.00179,0.924,nan,2.771,52.85,19.25
53,524,66.2%,63.65,-135,-0.88555,-1.38665,0,3.13,0.707,5.403,37.6,14.9
54,524,66.2%,88.64,-102,-0.87777,-0.49502,0,3.521,nan,2.366,22.55,12.7
55,524,66.2%,82.6,-100,-0.57548,-0.60999,0,1.446,3.523,2.459,32.45,21.9
56,524,66.2%,82.26,-94,-0.67062,-1.43806,0,0.658,0.577,1.026,29.8,15.8
57,524,66.4%,63.75,-135,0.35356,-0.77981,-0.68869,1.475,nan,2.611,44.95,10.5
58,524,66.4%,63.1,-142,1.84514,-0.91623,0,3.202,0.707,3.368,35.45,25.15
59,524,66.4%,82.29,-121,-0.25999,-0.77809,0,3.493,0.45,1.994,32.95,18.9
60,524,66.4%,84.64,-121,-0.42506,-1.23849,0,4.428,0.707,2.202,28.6,8.55
61,524,66.4%,72.31,-119,0.2841,-0.32137,0,0.654,0.548,7.698,36.5,32.0
