Trade Number,Market Price,Excess Demand,Speculator Proportion,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference
40527,61.4,-403,64.64,nan,nan,nan,0.604,0.756,0.0,15.55
40528,61.4,-403,64.64,nan,nan,nan,0.607,0.756,0.0,15.55
40529,61.4,-402,64.64,nan,nan,nan,0.611,0.756,0.0,15.55
40530,61.4,-401,64.64,nan,nan,nan,0.611,0.753,0.0,15.55
40531,61.4,-401,64.64,nan,nan,nan,0.611,0.837,0.0,15.55
40532,61.4,-401,64.64,nan,nan,nan,0.611,0.816,0.0,15.55
40533,61.4,-400,64.64,nan,nan,nan,0.608,0.577,0.0,15.55
40534,62.5,-400,64.64,nan,nan,nan,0.604,0.577,1.1,15.55
40535,62.5,-400,64.64,nan,nan,nan,0.604,0.577,1.1,15.55
40536,62.5,-399,64.64,nan,nan,nan,0.604,0.707,1.1,15.55
40537,62.5,-398,64.64,nan,nan,nan,0.604,0.707,1.1,15.55
40538,62.5,-400,64.64,nan,nan,nan,0.601,0.577,1.1,15.55
40539,59.3,-399,64.64,nan,nan,nan,0.626,0.812,3.2,15.55
40540,61.4,-399,64.64,nan,nan,nan,0.624,0.719,3.2,15.55
40541,61.4,-399,64.64,nan,nan,nan,0.629,0.719,3.2,15.55
40542,61.4,-399,64.64,nan,nan,nan,0.629,0.683,3.2,15.55
40543,61.4,-399,64.64,nan,nan,nan,0.629,0.834,3.2,15.55
40544,61.4,-398,64.64,nan,nan,nan,0.629,0.834,3.2,15.55
40545,61.4,-398,64.64,nan,nan,nan,0.629,0.834,3.2,15.55
40546,61.4,-398,64.64,nan,nan,nan,0.629,0.834,3.2,15.55
40547,61.4,-399,64.64,nan,nan,nan,0.626,0.834,3.2,15.55
40548,59.25,-399,64.64,nan,nan,nan,0.624,0.577,3.25,15.55
40549,59.25,-399,64.64,nan,nan,nan,0.629,0.707,3.25,15.55
40550,59.25,-399,64.64,nan,nan,nan,0.629,0.707,3.25,15.55
40551,59.25,-403,64.64,nan,nan,nan,0.626,0.577,3.25,15.55
40552,55.6,-402,64.64,nan,nan,nan,0.622,0.577,6.9,15.55
40553,55.6,-402,64.64,nan,nan,nan,0.622,0.577,6.9,15.55
40554,55.6,-401,64.64,nan,nan,nan,0.624,0.577,6.9,15.55
40555,55.6,-401,64.64,nan,nan,nan,0.629,0.577,6.9,15.55
40556,55.6,-401,64.64,nan,nan,nan,0.629,0.577,6.9,15.55
40557,55.6,-401,64.64,nan,nan,nan,0.629,0.707,6.9,15.55
40558,55.6,-401,64.64,nan,nan,nan,0.629,0.707,6.9,15.55
