Trade Number,Market Price,Excess Demand,Speculator Proportion,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference
73716,72.95,-353,65.16,nan,nan,nan,0.677,0.707,0.0,11.5
73717,72.95,-353,65.16,nan,nan,nan,0.491,0.707,0.0,11.5
73718,72.95,-352,65.16,nan,nan,nan,0.491,0.577,0.0,11.5
73719,76.0,-352,65.16,nan,nan,nan,0.492,0.577,3.05,11.5
73720,76.0,-352,65.16,nan,nan,nan,0.492,0.577,3.05,11.5
73721,76.0,-352,65.16,nan,nan,nan,0.492,0.707,3.05,11.5
73722,76.0,-352,65.16,nan,nan,nan,0.492,0.707,3.05,11.5
73723,76.0,-352,65.16,nan,nan,nan,0.491,0.707,3.05,11.5
73724,76.0,-351,65.16,nan,nan,nan,0.491,0.577,3.05,11.5
73725,78.1,-350,65.16,nan,nan,nan,0.492,0.577,5.15,11.5
73726,78.1,-350,65.16,nan,nan,nan,0.492,0.577,5.15,11.5
73727,78.1,-350,65.16,nan,nan,nan,0.492,0.577,5.15,11.5
73728,78.1,-350,65.16,nan,nan,nan,0.492,0.707,5.15,11.5
73729,78.1,-349,65.16,nan,nan,nan,0.491,0.577,5.15,11.5
73730,79.15,-349,65.16,nan,nan,nan,0.492,0.577,6.2,11.5
73731,79.15,-348,65.16,nan,nan,nan,0.492,0.577,6.2,11.5
73732,79.15,-348,65.16,nan,nan,nan,0.492,0.577,6.2,11.5
73733,79.15,-348,65.16,nan,nan,nan,0.491,0.577,6.2,11.5
73734,79.15,-347,65.16,nan,nan,nan,0.491,0.707,6.2,11.5
73735,79.15,-346,65.16,nan,nan,nan,0.491,0.577,6.2,11.5
73736,79.7,-346,65.16,nan,nan,nan,0.491,0.577,6.75,11.5
73737,79.7,-346,65.16,nan,nan,nan,0.491,0.577,6.75,11.5
73738,79.7,-346,65.16,nan,nan,nan,0.491,0.577,6.75,11.5
73739,79.7,-346,65.16,nan,nan,nan,0.49,0.707,6.75,11.5
73740,79.7,-346,65.16,nan,nan,nan,0.49,0.707,6.75,11.5
73741,79.7,-346,65.16,nan,nan,nan,0.49,0.707,6.75,11.5
73742,79.7,-346,65.16,nan,nan,nan,0.49,0.707,6.75,11.5
73743,79.7,-346,65.16,nan,nan,nan,0.49,0.707,6.75,11.5
73744,79.7,-345,65.16,nan,nan,nan,0.49,0.707,6.75,11.5
