Trade Number,Market Price,Excess Demand,Speculator Proportion,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference
58344,69.4,-451,64.92,nan,nan,nan,0.527,0.577,0.0,12.05
58345,69.4,-451,64.92,nan,nan,nan,0.527,0.577,0.0,12.05
58346,69.4,-452,64.92,nan,nan,nan,0.522,0.577,0.0,12.05
58347,67.35,-451,64.92,nan,nan,nan,0.847,1.334,2.05,12.05
58348,71.1,-451,64.92,nan,nan,nan,0.817,1.155,3.75,12.05
58349,71.1,-450,64.92,nan,nan,nan,0.806,1.106,3.75,12.05
58350,71.3,-450,64.92,nan,nan,nan,0.782,1.012,3.95,12.05
58351,71.3,-450,64.92,nan,nan,nan,0.782,1.034,3.95,12.05
58352,71.3,-449,64.92,nan,nan,nan,0.773,1.106,3.95,12.05
58353,71.4,-449,64.92,nan,nan,nan,0.754,1.012,4.05,12.05
58354,71.4,-448,64.92,nan,nan,nan,0.747,0.983,4.05,12.05
58355,74.15,-448,64.92,nan,nan,nan,0.732,0.939,6.8,12.05
58356,74.15,-448,64.92,nan,nan,nan,0.732,0.535,6.8,12.05
58357,74.15,-448,64.92,nan,nan,nan,0.732,0.548,6.8,12.05
58358,74.15,-448,64.92,nan,nan,nan,0.732,0.548,6.8,12.05
58359,74.15,-450,64.92,nan,nan,nan,0.726,0.548,6.8,12.05
58360,73.85,-450,64.92,nan,nan,nan,0.713,0.548,6.8,12.05
58361,73.85,-450,64.92,nan,nan,nan,0.713,0.548,6.8,12.05
58362,73.85,-450,64.92,nan,nan,nan,0.713,0.577,6.8,12.05
58363,73.85,-450,64.92,nan,nan,nan,0.713,0.577,6.8,12.05
58364,73.85,-450,64.92,nan,nan,nan,0.713,0.707,6.8,12.05
58365,73.85,-450,64.92,nan,nan,nan,0.713,0.707,6.8,12.05
58366,73.85,-449,64.92,nan,nan,nan,0.708,0.577,6.8,12.05
58367,75.4,-449,64.92,nan,nan,nan,0.697,0.577,8.05,12.15
58368,75.4,-448,64.92,nan,nan,nan,0.693,0.577,8.05,12.15
58369,79.1,-448,64.92,nan,nan,nan,0.683,0.577,11.75,15.85
58370,79.1,-447,64.92,nan,nan,nan,0.68,0.548,11.75,15.85
58371,83.75,-447,64.92,nan,nan,nan,0.672,0.548,16.4,20.5
58372,83.75,-447,64.92,nan,nan,nan,0.672,0.548,16.4,20.5
58373,83.75,-447,64.92,nan,nan,nan,0.672,0.548,16.4,20.5
58374,83.75,-446,64.92,nan,nan,nan,0.672,0.548,16.4,20.5
58375,83.75,-445,64.92,nan,nan,nan,0.672,0.548,16.4,20.5
58376,83.75,-445,64.92,nan,nan,nan,0.672,0.577,16.4,20.5
58377,83.75,-445,64.92,nan,nan,nan,0.672,0.577,16.4,20.5
58378,83.75,-445,64.92,nan,nan,nan,0.672,0.707,16.4,20.5
58379,83.75,-445,64.92,nan,nan,nan,0.672,nan,16.4,20.5
58380,83.75,-445,64.92,nan,nan,nan,0.672,nan,16.4,20.5
58381,83.75,-444,64.92,nan,nan,nan,0.672,nan,16.4,20.5
58382,83.75,-444,64.92,nan,nan,nan,0.672,nan,16.4,20.5
58383,83.75,-444,64.92,nan,nan,nan,0.672,nan,16.4,20.5
58384,83.75,-443,64.92,nan,nan,nan,0.672,nan,16.4,20.5
58385,83.75,-443,64.92,nan,nan,nan,0.672,nan,16.4,20.5
58386,83.75,-443,64.92,nan,nan,nan,0.672,nan,16.4,20.5
58387,83.75,-443,64.92,nan,nan,nan,0.672,nan,16.4,20.5
58388,83.75,-443,64.92,nan,nan,nan,0.672,nan,16.4,20.5
58389,83.75,-443,64.92,nan,nan,nan,0.672,nan,16.4,20.5
58390,83.75,-443,64.92,nan,nan,nan,0.672,nan,16.4,20.5
58391,83.75,-443,64.92,nan,nan,nan,0.672,nan,16.4,20.5
58392,83.75,-443,64.92,nan,nan,nan,0.672,nan,16.4,20.5
58393,83.75,-443,64.92,nan,nan,nan,0.672,nan,16.4,20.5
58394,83.75,-443,64.92,nan,nan,nan,0.672,nan,16.4,20.5
58395,83.75,-443,64.92,nan,nan,nan,0.672,nan,16.4,20.5
58396,83.75,-443,64.92,nan,nan,nan,0.672,nan,16.4,20.5
58397,83.75,-442,64.92,nan,nan,nan,0.672,nan,16.4,20.5
58398,83.75,-442,64.92,nan,nan,nan,0.672,nan,16.4,20.5
58399,83.75,-442,64.92,nan,nan,nan,0.672,nan,16.4,20.5
