Trade Number,Market Price,Excess Demand,Speculator Proportion,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference
71352,62.3,-654,65.12,nan,nan,nan,0.516,nan,0.0,7.5
71353,62.3,-654,65.12,nan,nan,nan,0.516,nan,0.0,7.5
71354,62.3,-654,65.12,nan,nan,nan,0.516,nan,0.0,7.5
71355,62.3,-653,65.12,nan,nan,nan,0.514,nan,0.0,7.5
71356,65.95,-653,65.12,nan,nan,nan,0.514,0.707,3.65,7.5
71357,65.95,-653,65.12,nan,nan,nan,0.514,0.707,3.65,7.5
71358,65.95,-653,65.12,nan,nan,nan,0.514,0.707,3.65,7.5
71359,65.95,-653,65.12,nan,nan,nan,0.514,0.707,3.65,7.5
71360,65.95,-653,65.12,nan,nan,nan,0.514,0.707,3.65,7.5
71361,65.95,-652,65.12,nan,nan,nan,0.513,0.577,3.65,7.5
71362,69.5,-652,65.12,nan,nan,nan,0.513,0.577,7.2,7.5
71363,69.5,-652,65.12,nan,nan,nan,0.513,0.577,7.2,7.5
71364,69.5,-651,65.12,nan,nan,nan,0.514,0.577,7.2,7.35
71365,69.5,-651,65.12,nan,nan,nan,0.514,0.707,7.2,7.35
71366,69.5,-651,65.12,nan,nan,nan,0.514,0.707,7.2,7.35
71367,69.5,-651,65.12,nan,nan,nan,0.514,0.707,7.2,7.35
71368,69.5,-650,65.12,nan,nan,nan,0.514,0.707,7.2,7.35
71369,69.5,-649,65.12,nan,nan,nan,0.514,0.707,7.2,7.35
71370,69.5,-649,65.12,nan,nan,nan,0.514,nan,7.2,7.35
71371,69.5,-649,65.12,nan,nan,nan,0.514,nan,7.2,7.35
71372,69.5,-649,65.12,nan,nan,nan,0.514,nan,7.2,7.35
71373,69.5,-648,65.12,nan,nan,nan,0.514,nan,7.2,7.35
71374,69.5,-647,65.12,nan,nan,nan,0.514,nan,7.2,7.35
71375,69.5,-647,65.12,nan,nan,nan,0.514,nan,7.2,7.35
71376,69.5,-647,65.12,nan,nan,nan,0.514,nan,7.2,7.35
71377,69.5,-646,65.12,nan,nan,nan,0.514,nan,7.2,7.35
71378,69.5,-646,65.12,nan,nan,nan,0.514,nan,7.2,7.35
71379,69.5,-645,65.12,nan,nan,nan,0.514,nan,7.2,7.35
71380,69.5,-645,65.12,nan,nan,nan,0.514,nan,7.2,7.35
71381,69.5,-645,65.12,nan,nan,nan,0.514,nan,7.2,7.35
71382,69.5,-645,65.12,nan,nan,nan,0.514,nan,7.2,7.35
71383,69.5,-651,65.12,nan,nan,nan,0.514,nan,7.2,7.35
71384,64.05,-651,65.12,nan,nan,nan,0.514,0.707,7.2,7.35
71385,64.05,-651,65.12,nan,nan,nan,0.514,0.707,7.2,7.35
71386,64.05,-650,65.12,nan,nan,nan,0.514,0.707,7.2,7.35
71387,64.05,-650,65.12,nan,nan,nan,0.514,0.707,7.2,7.35
71388,64.05,-650,65.12,nan,nan,nan,0.514,0.707,7.2,7.35
71389,64.05,-649,65.12,nan,nan,nan,0.516,0.707,7.2,7.35
71390,64.05,-649,65.12,nan,nan,nan,0.516,0.707,7.2,7.35
71391,64.05,-649,65.12,nan,nan,nan,0.516,0.707,7.2,7.35
71392,64.05,-649,65.12,nan,nan,nan,0.516,nan,7.2,7.35
71393,64.05,-648,65.12,nan,nan,nan,0.519,nan,7.2,7.35
71394,64.05,-648,65.12,nan,nan,nan,0.519,nan,7.2,7.35
71395,64.05,-648,65.12,nan,nan,nan,0.519,nan,7.2,7.35
71396,64.05,-648,65.12,nan,nan,nan,0.519,nan,7.2,7.35
71397,64.05,-653,65.12,nan,nan,nan,0.519,nan,7.2,7.35
71398,60.1,-653,65.12,nan,nan,nan,0.519,0.707,9.4,9.4
71399,60.1,-652,65.12,nan,nan,nan,0.519,0.707,9.4,9.4
71400,60.1,-651,65.12,nan,nan,nan,0.519,0.707,9.4,9.4
71401,60.1,-651,65.12,nan,nan,nan,0.519,0.707,9.4,9.4
71402,60.1,-650,65.12,nan,nan,nan,0.516,0.577,9.4,9.4
71403,62.7,-650,65.12,nan,nan,nan,0.516,0.577,9.4,9.4
71404,62.7,-650,65.12,nan,nan,nan,0.516,0.577,9.4,9.4
71405,62.7,-650,65.12,nan,nan,nan,0.516,0.577,9.4,9.4
71406,62.7,-650,65.12,nan,nan,nan,0.516,0.577,9.4,9.4
71407,62.7,-650,65.12,nan,nan,nan,0.516,0.707,9.4,9.4
71408,62.7,-650,65.12,nan,nan,nan,0.516,0.707,9.4,9.4
71409,62.7,-650,65.12,nan,nan,nan,0.516,0.707,9.4,9.4
71410,62.7,-650,65.12,nan,nan,nan,0.516,0.707,9.4,9.4
71411,62.7,-649,65.12,nan,nan,nan,0.514,0.707,9.4,9.4
71412,65.9,-649,65.12,nan,nan,nan,0.514,0.707,9.4,9.4
71413,65.9,-649,65.12,nan,nan,nan,0.514,0.707,9.4,9.4
71414,65.9,-649,65.12,nan,nan,nan,0.514,0.707,9.4,9.4
71415,65.9,-649,65.12,nan,nan,nan,0.514,0.707,9.4,9.4
71416,65.9,-649,65.12,nan,nan,nan,0.514,0.707,9.4,9.4
71417,65.9,-649,65.12,nan,nan,nan,0.514,0.707,9.4,9.4
71418,65.9,-649,65.12,nan,nan,nan,0.514,0.707,9.4,9.4
71419,65.9,-649,65.12,nan,nan,nan,0.514,0.707,9.4,9.4
71420,65.9,-649,65.12,nan,nan,nan,0.514,nan,9.4,9.4
71421,65.9,-649,65.12,nan,nan,nan,0.514,nan,9.4,9.4
71422,65.9,-648,65.12,nan,nan,nan,0.514,nan,9.4,9.4
71423,65.9,-648,65.12,nan,nan,nan,0.514,nan,9.4,9.4
71424,65.9,-648,65.12,nan,nan,nan,0.514,nan,9.4,9.4
71425,65.9,-648,65.12,nan,nan,nan,0.514,nan,9.4,9.4
71426,65.9,-648,65.12,nan,nan,nan,0.516,nan,9.4,9.4
71427,65.9,-648,65.12,nan,nan,nan,0.516,nan,9.4,9.4
71428,65.9,-648,65.12,nan,nan,nan,0.516,nan,9.4,9.4
71429,65.9,-647,65.12,nan,nan,nan,0.514,nan,9.4,9.4
71430,67.8,-646,65.12,nan,nan,nan,0.514,0.707,9.4,9.4
71431,67.8,-645,65.12,nan,nan,nan,0.514,0.707,9.4,9.4
71432,67.8,-644,65.12,nan,nan,nan,0.514,0.707,9.4,9.4
71433,67.8,-644,65.12,nan,nan,nan,0.516,0.707,9.4,9.4
71434,67.8,-644,65.12,nan,nan,nan,0.516,0.707,9.4,9.4
71435,67.8,-644,65.12,nan,nan,nan,0.516,0.707,9.4,9.4
71436,67.8,-644,65.12,nan,nan,nan,0.516,0.707,9.4,9.4
71437,67.8,-643,65.12,nan,nan,nan,0.516,0.707,9.4,9.4
71438,67.8,-643,65.12,nan,nan,nan,0.519,nan,9.4,9.4
71439,67.8,-642,65.12,nan,nan,nan,0.519,nan,9.4,9.4
71440,67.8,-641,65.12,nan,nan,nan,0.519,nan,9.4,9.4
71441,67.8,-640,65.12,nan,nan,nan,0.519,nan,9.4,9.4
71442,67.8,-639,65.12,nan,nan,nan,0.519,nan,9.4,9.4
71443,67.8,-639,65.12,nan,nan,nan,0.519,nan,9.4,9.4
71444,67.8,-639,65.12,nan,nan,nan,0.519,nan,9.4,9.4
71445,67.8,-639,65.12,nan,nan,nan,0.519,nan,9.4,9.4
71446,67.8,-639,65.12,nan,nan,nan,0.519,nan,9.4,9.4
71447,67.8,-639,65.12,nan,nan,nan,0.519,nan,9.4,9.4
71448,67.8,-639,65.12,nan,nan,nan,0.519,nan,9.4,9.4
71449,67.8,-639,65.12,nan,nan,nan,0.519,nan,9.4,9.4
71450,67.8,-639,65.12,nan,nan,nan,0.519,nan,9.4,9.4
71451,67.8,-639,65.12,nan,nan,nan,0.519,nan,9.4,9.4
71452,67.8,-639,65.12,nan,nan,nan,0.519,nan,9.4,9.4
71453,67.8,-639,65.12,nan,nan,nan,0.519,nan,9.4,9.4
