Trade Number,Market Price,Excess Demand,Speculator Proportion,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference
55323,88.25,-119,64.88,nan,nan,nan,0.719,0.707,0.0,28.5
55324,88.25,-119,64.88,nan,nan,nan,0.719,nan,0.0,28.5
55325,88.25,-119,64.88,nan,nan,nan,0.719,nan,0.0,28.5
55326,88.25,-119,64.88,nan,nan,nan,0.719,nan,0.0,28.5
55327,88.25,-119,64.88,nan,nan,nan,0.719,nan,0.0,28.5
55328,88.25,-118,64.88,nan,nan,nan,0.719,nan,0.0,28.5
55329,88.25,-120,64.88,nan,nan,nan,0.713,nan,0.0,28.5
55330,79.45,-120,64.88,nan,nan,nan,0.706,0.707,8.8,28.5
55331,79.45,-119,64.88,nan,nan,nan,0.701,0.577,8.8,28.5
55332,83.6,-119,64.88,nan,nan,nan,0.695,0.577,8.8,28.5
55333,83.6,-118,64.88,nan,nan,nan,0.69,0.548,8.8,28.5
55334,87.5,-118,64.88,nan,nan,nan,0.685,0.548,8.8,28.5
55335,87.5,-118,64.88,nan,nan,nan,0.685,0.548,8.8,28.5
55336,87.5,-118,64.88,nan,nan,nan,0.685,0.548,8.8,28.5
55337,87.5,-118,64.88,nan,nan,nan,0.685,0.548,8.8,28.5
55338,87.5,-118,64.88,nan,nan,nan,0.685,0.548,8.8,28.5
55339,87.5,-118,64.88,nan,nan,nan,0.685,0.577,8.8,28.5
55340,87.5,-118,64.88,nan,nan,nan,0.685,0.577,8.8,28.5
55341,87.5,-118,64.88,nan,nan,nan,0.685,0.707,8.8,28.5
55342,87.5,-118,64.88,nan,nan,nan,0.685,nan,8.8,28.5
55343,87.5,-117,64.88,nan,nan,nan,0.685,nan,8.8,28.5
55344,87.5,-116,64.88,nan,nan,nan,0.685,nan,8.8,28.5
55345,87.5,-116,64.88,nan,nan,nan,0.685,nan,8.8,28.5
55346,87.5,-116,64.88,nan,nan,nan,0.685,nan,8.8,28.5
55347,87.5,-116,64.88,nan,nan,nan,0.689,nan,8.8,28.5
55348,87.5,-116,64.88,nan,nan,nan,0.695,nan,8.8,24.65
55349,87.5,-115,64.88,nan,nan,nan,0.695,nan,8.8,24.65
55350,87.5,-115,64.88,nan,nan,nan,0.695,nan,8.8,24.65
55351,87.5,-114,64.88,nan,nan,nan,0.695,nan,8.8,24.65
55352,89.55,-114,64.88,nan,nan,nan,0.695,0.707,10.1,22.4
55353,89.55,-114,64.88,nan,nan,nan,0.695,0.707,10.1,22.4
55354,89.55,-114,64.88,nan,nan,nan,0.695,0.707,10.1,22.4
55355,89.55,-114,64.88,nan,nan,nan,0.7,0.707,10.1,22.4
55356,89.55,-114,64.88,nan,nan,nan,0.706,0.707,10.1,18.05
