Trade Number,Market Price,Excess Demand,Speculator Proportion,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference
38998,89.45,-116,64.6,nan,nan,nan,14.086,0.577,0.0,15.6
38999,89.45,-115,64.6,nan,nan,nan,14.086,0.577,0.0,15.6
39000,89.45,-115,64.6,nan,nan,nan,14.252,0.577,0.0,15.6
39001,89.45,-115,64.6,nan,nan,nan,14.419,0.707,0.0,14.75
39002,89.45,-115,64.6,nan,nan,nan,14.598,nan,0.0,14.75
39003,89.45,-114,64.6,nan,nan,nan,14.761,nan,0.0,14.75
39004,89.45,-114,64.6,nan,nan,nan,14.946,nan,0.0,14.75
39005,89.45,-114,64.6,nan,nan,nan,14.946,nan,0.0,14.75
39006,89.45,-114,64.6,nan,nan,nan,14.946,nan,0.0,14.75
39007,89.45,-114,64.6,nan,nan,nan,14.946,nan,0.0,14.75
39008,89.45,-114,64.6,nan,nan,nan,14.946,nan,0.0,14.75
39009,89.45,-113,64.6,nan,nan,nan,14.946,nan,0.0,14.75
39010,89.45,-112,64.6,nan,nan,nan,14.946,nan,0.0,14.75
39011,89.45,-112,64.6,nan,nan,nan,14.946,nan,0.0,14.75
39012,89.45,-112,64.6,nan,nan,nan,15.145,nan,0.0,14.75
39013,89.45,-111,64.6,nan,nan,nan,15.137,nan,0.0,14.75
39014,90.5,-129,64.6,nan,nan,nan,15.293,7.441,1.05,15.8
39015,80.5,-128,64.6,nan,nan,nan,15.297,5.698,10.0,15.8
39016,85.25,-127,64.6,nan,nan,nan,15.099,4.9,10.0,15.8
39017,85.6,-127,64.6,nan,nan,nan,14.909,4.359,10.0,15.8
39018,85.6,-127,64.6,nan,nan,nan,14.909,4.359,10.0,15.8
39019,85.6,-127,64.6,nan,nan,nan,14.909,4.359,10.0,15.8
39020,85.6,-126,64.6,nan,nan,nan,14.909,4.359,10.0,15.8
39021,85.6,-125,64.6,nan,nan,nan,14.722,4.061,10.0,15.8
39022,85.8,-124,64.6,nan,nan,nan,14.726,3.966,10.0,15.8
39023,85.8,-123,64.6,nan,nan,nan,14.722,0.601,10.0,15.8
39024,85.9,-123,64.6,nan,nan,nan,14.546,0.508,10.0,15.8
39025,85.9,-146,64.6,nan,nan,nan,14.371,0.548,10.0,15.8
39026,78.3,-146,64.6,nan,nan,nan,14.376,0.548,12.2,15.8
39027,78.3,-145,64.6,nan,nan,nan,14.371,0.535,12.2,15.8
39028,79.95,-145,64.6,nan,nan,nan,14.207,0.535,12.2,15.8
39029,79.95,-145,64.6,nan,nan,nan,14.207,0.535,12.2,15.8
39030,79.95,-145,64.6,nan,nan,nan,14.207,0.535,12.2,15.8
39031,79.95,-145,64.6,nan,nan,nan,14.207,0.548,12.2,15.8
39032,79.95,-144,64.6,nan,nan,nan,14.207,0.548,12.2,15.8
39033,79.95,-144,64.6,nan,nan,nan,14.376,0.577,12.2,15.8
39034,79.95,-143,64.6,nan,nan,nan,14.546,0.577,12.2,15.8
39035,79.95,-143,64.6,nan,nan,nan,14.546,0.707,12.2,15.8
39036,79.95,-142,64.6,nan,nan,nan,14.371,0.707,12.2,15.8
39037,80.8,-141,64.6,nan,nan,nan,14.207,0.707,12.2,15.8
39038,80.8,-141,64.6,nan,nan,nan,14.207,0.707,12.2,15.8
39039,80.8,-141,64.6,nan,nan,nan,14.376,0.707,12.2,15.8
39040,80.8,-141,64.6,nan,nan,nan,14.546,0.707,12.2,15.8
39041,80.8,-141,64.6,nan,nan,nan,14.546,0.707,12.2,15.8
39042,80.8,-141,64.6,nan,nan,nan,14.546,0.707,12.2,15.8
39043,80.8,-141,64.6,nan,nan,nan,14.546,0.707,12.2,15.8
39044,80.8,-141,64.6,nan,nan,nan,14.546,0.707,12.2,15.8
39045,80.8,-141,64.6,nan,nan,nan,14.546,nan,12.2,15.8
39046,80.8,-141,64.6,nan,nan,nan,14.546,nan,12.2,15.8
39047,80.8,-140,64.6,nan,nan,nan,14.546,nan,12.2,15.8
39048,80.8,-139,64.6,nan,nan,nan,14.546,nan,12.2,15.8
39049,80.8,-138,64.6,nan,nan,nan,14.371,nan,12.2,15.8
39050,81.2,-138,64.6,nan,nan,nan,14.207,0.707,12.2,15.8
39051,81.2,-138,64.6,nan,nan,nan,14.207,0.707,12.2,15.8
39052,81.2,-138,64.6,nan,nan,nan,14.376,0.707,12.2,15.8
39053,81.2,-138,64.6,nan,nan,nan,14.546,0.707,12.2,15.8
39054,81.2,-138,64.6,nan,nan,nan,14.726,0.707,12.2,15.8
39055,81.2,-138,64.6,nan,nan,nan,14.909,0.707,12.2,15.8
39056,81.2,-137,64.6,nan,nan,nan,14.722,0.577,12.2,15.8
39057,81.4,-137,64.6,nan,nan,nan,14.726,0.577,12.2,15.8
39058,81.4,-137,64.6,nan,nan,nan,14.909,0.577,12.2,15.8
39059,81.4,-151,64.6,nan,nan,nan,14.722,0.577,12.2,15.8
39060,76.15,-151,64.6,nan,nan,nan,14.546,0.577,14.35,15.8
39061,76.15,-151,64.6,nan,nan,nan,14.726,0.577,14.35,15.8
