Trade Number,Market Price,Excess Demand,Speculator Proportion,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference
69303,52.8,-432,65.08,nan,nan,nan,0.65,1.0,0.0,2.15
69304,52.8,-432,65.08,nan,nan,nan,0.65,0.707,0.0,2.15
69305,52.8,-432,65.08,nan,nan,nan,0.65,nan,0.0,2.15
69306,52.8,-432,65.08,nan,nan,nan,0.65,nan,0.0,2.15
69307,52.8,-431,65.08,nan,nan,nan,0.646,nan,0.0,2.15
69308,53.1,-431,65.08,nan,nan,nan,0.633,0.707,0.3,2.15
69309,53.1,-431,65.08,nan,nan,nan,0.65,0.707,0.3,2.15
69310,53.1,-431,65.08,nan,nan,nan,0.65,0.707,0.3,2.15
69311,53.1,-430,65.08,nan,nan,nan,0.65,0.707,0.3,2.15
69312,53.1,-430,65.08,nan,nan,nan,0.65,0.707,0.3,2.15
69313,53.1,-430,65.08,nan,nan,nan,0.65,0.707,0.3,2.15
69314,53.1,-438,65.08,nan,nan,nan,0.646,0.577,0.3,2.15
69315,49.45,-437,65.08,nan,nan,nan,0.632,0.577,3.65,3.65
69316,49.45,-436,65.08,nan,nan,nan,0.632,0.577,3.65,3.65
69317,49.45,-435,65.08,nan,nan,nan,0.629,0.577,3.65,3.65
69318,49.95,-435,65.08,nan,nan,nan,0.618,0.577,3.65,3.65
69319,49.95,-435,65.08,nan,nan,nan,0.618,0.577,3.65,3.65
69320,49.95,-435,65.08,nan,nan,nan,0.618,0.577,3.65,3.65
69321,49.95,-434,65.08,nan,nan,nan,0.618,0.577,3.65,3.65
69322,49.95,-434,65.08,nan,nan,nan,0.618,0.577,3.65,3.65
69323,49.95,-434,65.08,nan,nan,nan,0.618,0.577,3.65,3.65
69324,49.95,-434,65.08,nan,nan,nan,0.618,0.707,3.65,3.65
69325,49.95,-434,65.08,nan,nan,nan,0.618,0.707,3.65,3.65
69326,49.95,-434,65.08,nan,nan,nan,0.618,nan,3.65,3.65
69327,49.95,-434,65.08,nan,nan,nan,0.618,nan,3.65,3.65
69328,49.95,-434,65.08,nan,nan,nan,0.618,nan,3.65,3.65
69329,49.95,-433,65.08,nan,nan,nan,0.616,nan,3.65,3.65
69330,50.2,-433,65.08,nan,nan,nan,0.607,0.707,3.65,3.65
69331,50.2,-432,65.08,nan,nan,nan,0.605,0.577,3.65,3.65
69332,50.3,-432,65.08,nan,nan,nan,0.598,0.577,3.65,3.65
69333,50.3,-432,65.08,nan,nan,nan,0.598,0.577,3.65,3.65
