Trade Number,Market Price,Excess Demand,Speculator Proportion,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference
54852,62.6,-280,64.84,nan,nan,nan,0.507,nan,0.0,13.5
54853,58.85,-280,64.84,nan,nan,nan,0.508,0.707,3.75,14.5
54854,58.85,-280,64.84,nan,nan,nan,0.508,0.707,3.75,14.5
54855,58.85,-280,64.84,nan,nan,nan,0.508,0.707,3.75,14.5
54856,58.85,-280,64.84,nan,nan,nan,0.508,0.707,3.75,14.5
54857,58.85,-280,64.84,nan,nan,nan,0.508,0.707,3.75,14.5
54858,58.85,-279,64.84,nan,nan,nan,0.508,0.707,3.75,14.5
54859,58.85,-278,64.84,nan,nan,nan,0.508,0.707,3.75,14.5
54860,58.85,-278,64.84,nan,nan,nan,0.508,0.707,3.75,14.5
54861,58.85,-281,64.84,nan,nan,nan,0.507,0.707,3.75,14.5
54862,55.6,-281,64.84,nan,nan,nan,0.508,0.707,7.0,17.75
54863,55.6,-281,64.84,nan,nan,nan,0.508,0.707,7.0,17.75
54864,55.6,-293,64.84,nan,nan,nan,0.507,0.577,7.0,17.75
54865,51.25,-299,64.84,nan,nan,nan,0.513,0.552,11.35,22.1
54866,45.85,-299,64.84,nan,nan,nan,0.514,0.6,16.75,27.5
54867,45.85,-299,64.84,nan,nan,nan,0.515,0.6,16.75,27.5
54868,45.85,-299,64.84,nan,nan,nan,0.515,0.6,16.75,27.5
54869,45.85,-299,64.84,nan,nan,nan,0.516,0.6,16.75,27.5
54870,45.85,-299,64.84,nan,nan,nan,0.516,0.654,16.75,22.4
54871,45.85,-299,64.84,nan,nan,nan,0.517,0.658,16.75,22.4
54872,45.85,-299,64.84,nan,nan,nan,0.517,0.658,16.75,20.55
54873,45.85,-299,64.84,nan,nan,nan,0.517,0.878,16.75,20.55
54874,45.85,-298,64.84,nan,nan,nan,0.515,0.707,16.75,20.55
54875,48.4,-297,64.84,nan,nan,nan,0.516,0.707,16.75,20.55
54876,48.4,-296,64.84,nan,nan,nan,0.517,0.707,16.75,20.55
54877,48.4,-296,64.84,nan,nan,nan,0.517,0.707,16.75,20.55
54878,48.4,-299,64.84,nan,nan,nan,0.517,0.577,16.75,20.55
54879,44.5,-299,64.84,nan,nan,nan,0.517,0.577,18.1,21.9
54880,44.5,-298,64.84,nan,nan,nan,0.517,0.577,18.1,21.9
54881,44.5,-298,64.84,nan,nan,nan,0.517,0.577,18.1,21.9
54882,44.5,-297,64.84,nan,nan,nan,0.515,0.548,18.1,21.9
54883,45.85,-297,64.84,nan,nan,nan,0.516,0.548,18.1,21.9
54884,45.85,-297,64.84,nan,nan,nan,0.516,0.577,18.1,21.9
54885,45.85,-296,64.84,nan,nan,nan,0.514,0.548,18.1,21.9
54886,48.4,-296,64.84,nan,nan,nan,0.516,0.548,18.1,21.9
54887,48.4,-296,64.84,nan,nan,nan,0.517,0.548,18.1,21.9
54888,48.4,-296,64.84,nan,nan,nan,0.517,0.577,18.1,21.9
54889,48.4,-296,64.84,nan,nan,nan,0.517,0.577,18.1,21.9
54890,48.4,-296,64.84,nan,nan,nan,0.517,0.577,18.1,21.9
54891,48.4,-295,64.84,nan,nan,nan,0.517,0.577,18.1,21.9
54892,48.4,-295,64.84,nan,nan,nan,0.517,0.707,18.1,21.9
54893,48.4,-294,64.84,nan,nan,nan,0.517,0.707,18.1,21.9
54894,48.4,-294,64.84,nan,nan,nan,0.517,nan,18.1,21.9
54895,48.4,-293,64.84,nan,nan,nan,0.516,nan,18.1,21.9
54896,48.55,-293,64.84,nan,nan,nan,0.516,0.707,18.1,21.9
54897,48.55,-293,64.84,nan,nan,nan,0.517,0.707,18.1,21.9
54898,48.55,-292,64.84,nan,nan,nan,0.516,0.577,18.1,21.9
54899,50.6,-292,64.84,nan,nan,nan,0.516,0.577,18.1,21.9
54900,50.6,-292,64.84,nan,nan,nan,0.516,0.577,18.1,21.9
54901,50.6,-291,64.84,nan,nan,nan,0.516,0.577,18.1,21.9
54902,50.6,-291,64.84,nan,nan,nan,0.516,0.577,18.1,21.9
54903,50.6,-290,64.84,nan,nan,nan,0.516,0.577,18.1,21.9
54904,50.6,-290,64.84,nan,nan,nan,0.517,0.577,18.1,21.9
54905,50.6,-290,64.84,nan,nan,nan,0.517,0.707,18.1,21.9
54906,50.6,-290,64.84,nan,nan,nan,0.519,0.707,18.1,21.9
54907,50.6,-290,64.84,nan,nan,nan,0.519,nan,18.1,21.7
54908,50.6,-290,64.84,nan,nan,nan,0.519,nan,18.1,21.7
54909,50.6,-290,64.84,nan,nan,nan,0.519,nan,18.1,21.7
54910,50.6,-290,64.84,nan,nan,nan,0.519,nan,18.1,21.7
54911,50.6,-289,64.84,nan,nan,nan,0.519,nan,18.1,21.7
54912,50.6,-289,64.84,nan,nan,nan,0.519,nan,18.1,21.7
54913,50.6,-289,64.84,nan,nan,nan,0.519,nan,18.1,21.7
54914,50.6,-289,64.84,nan,nan,nan,0.52,nan,18.1,21.7
54915,50.6,-289,64.84,nan,nan,nan,0.52,nan,18.1,21.7
54916,50.6,-288,64.84,nan,nan,nan,0.52,nan,18.1,21.7
54917,50.6,-288,64.84,nan,nan,nan,0.52,nan,18.1,21.7
54918,50.6,-287,64.84,nan,nan,nan,0.52,nan,18.1,21.7
54919,50.6,-290,64.84,nan,nan,nan,0.52,nan,18.1,21.7
54920,45.55,-310,64.84,nan,nan,nan,0.509,0.371,18.1,21.7
54921,43.15,-309,64.84,nan,nan,nan,0.51,0.5,19.45,23.05
54922,43.15,-309,64.84,nan,nan,nan,0.51,0.5,19.45,23.05
54923,43.15,-311,64.84,nan,nan,nan,0.509,0.481,19.45,23.05
54924,43.05,-311,64.84,nan,nan,nan,0.511,0.5,19.55,23.15
54925,43.05,-311,64.84,nan,nan,nan,0.51,0.5,19.55,23.15
54926,43.05,-311,64.84,nan,nan,nan,0.51,0.5,19.55,23.15
54927,43.05,-311,64.84,nan,nan,nan,0.51,0.5,19.55,23.15
54928,43.05,-311,64.84,nan,nan,nan,0.51,0.477,19.55,23.15
54929,43.05,-313,64.84,nan,nan,nan,0.509,0.577,19.55,23.15
54930,39.7,-313,64.84,nan,nan,nan,0.51,0.577,22.9,26.5
54931,39.7,-313,64.84,nan,nan,nan,0.511,0.577,22.9,26.5
54932,39.7,-312,64.84,nan,nan,nan,0.509,0.577,22.9,23.1
54933,40.9,-311,64.84,nan,nan,nan,0.553,0.75,22.9,23.1
54934,43.1,-311,64.84,nan,nan,nan,0.554,0.778,22.9,23.1
54935,43.1,-310,64.84,nan,nan,nan,0.554,0.778,22.9,23.1
54936,43.1,-310,64.84,nan,nan,nan,0.554,0.778,22.9,23.1
54937,43.1,-310,64.84,nan,nan,nan,0.554,0.778,22.9,23.1
54938,43.1,-310,64.84,nan,nan,nan,0.554,0.886,22.9,23.1
54939,43.1,-310,64.84,nan,nan,nan,0.557,0.918,22.9,23.1
54940,43.1,-310,64.84,nan,nan,nan,0.557,0.918,22.9,22.9
54941,43.1,-310,64.84,nan,nan,nan,0.557,1.296,22.9,22.9
54942,43.1,-310,64.84,nan,nan,nan,0.557,nan,22.9,22.9
54943,43.1,-310,64.84,nan,nan,nan,0.557,nan,22.9,22.9
54944,43.1,-310,64.84,nan,nan,nan,0.557,nan,22.9,22.9
54945,43.1,-314,64.84,nan,nan,nan,0.553,nan,22.9,22.9
54946,39.7,-314,64.84,nan,nan,nan,0.554,0.707,22.9,22.9
54947,39.7,-314,64.84,nan,nan,nan,0.554,0.707,22.9,22.9
54948,39.7,-315,64.84,nan,nan,nan,0.55,0.577,22.9,22.9
54949,37.55,-315,64.84,nan,nan,nan,0.551,0.577,25.05,25.05
54950,37.55,-315,64.84,nan,nan,nan,0.551,0.577,25.05,25.05
54951,37.55,-315,64.84,nan,nan,nan,0.554,0.577,25.05,25.05
54952,37.55,-315,64.84,nan,nan,nan,0.554,0.577,25.05,21.3
54953,37.55,-314,64.84,nan,nan,nan,0.55,0.548,25.05,21.3
54954,40.15,-314,64.84,nan,nan,nan,0.551,0.548,25.05,21.3
54955,40.15,-314,64.84,nan,nan,nan,0.551,0.577,25.05,21.3
54956,40.15,-314,64.84,nan,nan,nan,0.551,0.577,25.05,21.3
54957,40.15,-314,64.84,nan,nan,nan,0.551,0.577,25.05,21.3
54958,40.15,-314,64.84,nan,nan,nan,0.551,0.707,25.05,21.3
54959,40.15,-314,64.84,nan,nan,nan,0.551,0.707,25.05,21.3
54960,40.15,-314,64.84,nan,nan,nan,0.554,0.707,25.05,21.3
54961,40.15,-313,64.84,nan,nan,nan,0.554,0.707,25.05,18.05
54962,40.15,-313,64.84,nan,nan,nan,0.554,nan,25.05,18.05
54963,40.15,-313,64.84,nan,nan,nan,0.557,nan,25.05,18.05
54964,40.15,-313,64.84,nan,nan,nan,0.551,nan,25.05,13.7
54965,40.15,-313,64.84,nan,nan,nan,0.552,nan,25.05,13.05
54966,40.15,-313,64.84,nan,nan,nan,0.552,nan,25.05,13.05
54967,40.15,-313,64.84,nan,nan,nan,0.552,nan,25.05,13.05
54968,40.15,-313,64.84,nan,nan,nan,0.552,nan,25.05,13.05
54969,40.15,-313,64.84,nan,nan,nan,0.552,nan,25.05,13.05
54970,40.15,-313,64.84,nan,nan,nan,0.552,nan,25.05,13.05
54971,40.15,-312,64.84,nan,nan,nan,0.552,nan,25.05,13.05
54972,40.15,-312,64.84,nan,nan,nan,0.552,nan,25.05,13.05
