Trade Number,Market Price,Excess Demand,Speculator Proportion,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference
71422,17.0,-628,65.12,nan,nan,nan,0.648,0.577,0.0,2.0
71423,17.0,-627,65.12,nan,nan,nan,0.65,0.577,0.0,2.0
71424,17.0,-627,65.12,nan,nan,nan,0.499,0.577,0.0,2.0
71425,17.0,-627,65.12,nan,nan,nan,0.5,0.577,0.0,2.0
71426,17.0,-627,65.12,nan,nan,nan,0.5,0.707,0.0,2.0
71427,17.0,-627,65.12,nan,nan,nan,0.5,nan,0.0,2.0
71428,17.0,-627,65.12,nan,nan,nan,0.5,nan,0.0,2.0
71429,17.0,-627,65.12,nan,nan,nan,0.5,nan,0.0,2.0
71430,17.0,-627,65.12,nan,nan,nan,0.499,nan,0.0,2.0
71431,17.0,-627,65.12,nan,nan,nan,0.514,nan,0.0,2.0
71432,17.0,-627,65.12,nan,nan,nan,0.516,nan,0.0,2.0
71433,17.0,-627,65.12,nan,nan,nan,0.516,nan,0.0,2.0
71434,17.0,-626,65.12,nan,nan,nan,0.516,nan,0.0,2.0
71435,17.0,-626,65.12,nan,nan,nan,0.516,nan,0.0,2.0
71436,17.0,-629,65.12,nan,nan,nan,0.514,nan,0.0,2.0
71437,15.85,-629,65.12,nan,nan,nan,0.514,0.707,1.15,2.35
71438,15.85,-629,65.12,nan,nan,nan,0.514,0.707,1.15,2.35
71439,15.85,-628,65.12,nan,nan,nan,0.514,0.577,1.15,2.35
71440,15.95,-628,65.12,nan,nan,nan,0.514,0.577,1.15,2.35
71441,15.95,-628,65.12,nan,nan,nan,0.514,0.577,1.15,2.35
71442,15.95,-628,65.12,nan,nan,nan,0.514,0.577,1.15,2.35
71443,15.95,-628,65.12,nan,nan,nan,0.514,0.577,1.15,2.35
71444,15.95,-628,65.12,nan,nan,nan,0.516,0.577,1.15,2.35
71445,15.95,-655,65.12,nan,nan,nan,0.514,0.577,1.15,2.35
71446,14.45,-655,65.12,nan,nan,nan,0.514,0.577,2.55,3.75
71447,14.45,-654,65.12,nan,nan,nan,0.516,0.577,2.55,3.75
71448,14.45,-653,65.12,nan,nan,nan,0.516,0.577,2.55,3.75
71449,14.45,-653,65.12,nan,nan,nan,0.516,0.707,2.55,3.75
71450,14.45,-654,65.12,nan,nan,nan,0.514,0.577,2.55,3.75
71451,13.75,-654,65.12,nan,nan,nan,0.514,0.577,3.25,4.45
71452,13.75,-654,65.12,nan,nan,nan,0.516,0.577,3.25,4.45
71453,13.75,-654,65.12,nan,nan,nan,0.516,0.577,3.25,4.45
71454,13.75,-654,65.12,nan,nan,nan,0.516,0.577,3.25,4.45
71455,13.75,-654,65.12,nan,nan,nan,0.516,0.707,3.25,4.45
71456,13.75,-654,65.12,nan,nan,nan,0.516,0.707,3.25,4.45
71457,13.75,-654,65.12,nan,nan,nan,0.516,0.707,3.25,4.45
71458,13.75,-654,65.12,nan,nan,nan,0.516,0.707,3.25,4.45
71459,13.75,-653,65.12,nan,nan,nan,0.514,0.707,3.25,4.45
71460,14.8,-653,65.12,nan,nan,nan,0.514,0.707,3.25,4.45
71461,14.8,-652,65.12,nan,nan,nan,0.514,0.707,3.25,4.45
71462,14.8,-652,65.12,nan,nan,nan,0.514,0.707,3.25,4.45
71463,14.8,-652,65.12,nan,nan,nan,0.514,0.707,3.25,4.45
71464,14.8,-652,65.12,nan,nan,nan,0.514,0.707,3.25,4.45
71465,14.8,-652,65.12,nan,nan,nan,0.514,0.707,3.25,4.45
71466,14.8,-651,65.12,nan,nan,nan,0.514,0.707,3.25,4.45
71467,14.8,-651,65.12,nan,nan,nan,0.514,0.707,3.25,4.45
71468,14.8,-651,65.12,nan,nan,nan,0.514,nan,3.25,4.45
71469,14.8,-651,65.12,nan,nan,nan,0.514,nan,3.25,4.45
71470,14.8,-651,65.12,nan,nan,nan,0.514,nan,3.25,4.45
71471,14.8,-651,65.12,nan,nan,nan,0.514,nan,3.25,4.45
71472,14.8,-650,65.12,nan,nan,nan,0.514,nan,3.25,4.45
71473,14.8,-650,65.12,nan,nan,nan,0.514,nan,3.25,4.45
71474,14.8,-649,65.12,nan,nan,nan,0.514,nan,3.25,4.45
71475,14.8,-649,65.12,nan,nan,nan,0.514,nan,3.25,4.45
71476,14.8,-649,65.12,nan,nan,nan,0.514,nan,3.25,4.45
71477,14.8,-651,65.12,nan,nan,nan,0.514,nan,3.25,3.4
71478,13.2,-651,65.12,nan,nan,nan,0.514,0.707,3.8,3.95
71479,13.2,-651,65.12,nan,nan,nan,0.514,0.707,3.8,3.95
71480,13.2,-650,65.12,nan,nan,nan,0.513,0.577,3.8,3.95
71481,14.0,-650,65.12,nan,nan,nan,0.513,0.577,3.8,3.95
71482,14.0,-650,65.12,nan,nan,nan,0.513,0.577,3.8,3.95
71483,14.0,-650,65.12,nan,nan,nan,0.513,0.577,3.8,3.95
71484,14.0,-649,65.12,nan,nan,nan,0.512,0.548,3.8,3.95
71485,14.55,-649,65.12,nan,nan,nan,0.512,0.548,3.8,3.95
71486,14.55,-649,65.12,nan,nan,nan,0.512,0.548,3.8,3.95
71487,14.55,-649,65.12,nan,nan,nan,0.512,0.577,3.8,3.95
71488,14.55,-649,65.12,nan,nan,nan,0.512,0.577,3.8,3.95
71489,14.55,-649,65.12,nan,nan,nan,0.512,0.577,3.8,3.95
71490,14.55,-648,65.12,nan,nan,nan,0.512,0.707,3.8,3.95
71491,14.55,-648,65.12,nan,nan,nan,0.512,0.707,3.8,3.95
71492,14.55,-648,65.12,nan,nan,nan,0.513,0.707,3.8,3.8
71493,14.55,-648,65.12,nan,nan,nan,0.513,nan,3.8,3.8
71494,14.55,-648,65.12,nan,nan,nan,0.513,nan,3.8,3.8
71495,14.55,-647,65.12,nan,nan,nan,0.513,nan,3.8,3.8
71496,14.55,-646,65.12,nan,nan,nan,0.513,nan,3.8,3.8
71497,14.55,-646,65.12,nan,nan,nan,0.513,nan,3.8,3.8
71498,14.55,-646,65.12,nan,nan,nan,0.513,nan,3.8,3.8
71499,14.55,-646,65.12,nan,nan,nan,0.513,nan,3.8,3.8
71500,14.55,-646,65.12,nan,nan,nan,0.513,nan,3.8,3.8
71501,14.55,-646,65.12,nan,nan,nan,0.513,nan,3.8,3.8
71502,14.55,-646,65.12,nan,nan,nan,0.513,nan,3.8,3.8
71503,14.55,-646,65.12,nan,nan,nan,0.513,nan,3.8,3.8
71504,14.55,-646,65.12,nan,nan,nan,0.513,nan,3.8,3.8
71505,14.55,-646,65.12,nan,nan,nan,0.513,nan,3.8,3.8
71506,14.55,-646,65.12,nan,nan,nan,0.513,nan,3.8,3.8
71507,14.55,-646,65.12,nan,nan,nan,0.513,nan,3.8,3.8
71508,14.55,-646,65.12,nan,nan,nan,0.513,nan,3.8,3.8
71509,14.55,-645,65.12,nan,nan,nan,0.512,nan,3.8,3.8
71510,14.9,-645,65.12,nan,nan,nan,0.512,0.707,3.8,3.8
71511,14.9,-645,65.12,nan,nan,nan,0.512,0.707,3.8,3.8
71512,14.9,-644,65.12,nan,nan,nan,0.512,0.707,3.8,3.8
71513,14.9,-644,65.12,nan,nan,nan,0.512,0.707,3.8,3.8
71514,14.9,-644,65.12,nan,nan,nan,0.512,0.707,3.8,3.8
71515,14.9,-644,65.12,nan,nan,nan,0.512,0.707,3.8,3.8
71516,14.9,-644,65.12,nan,nan,nan,0.513,0.707,3.8,3.8
71517,14.9,-644,65.12,nan,nan,nan,0.513,0.707,3.8,3.8
71518,14.9,-644,65.12,nan,nan,nan,0.514,nan,3.8,3.8
71519,14.9,-644,65.12,nan,nan,nan,0.514,nan,3.8,3.8
71520,14.9,-644,65.12,nan,nan,nan,0.514,nan,3.8,3.8
71521,14.9,-644,65.12,nan,nan,nan,0.514,nan,3.8,3.8
71522,14.9,-648,65.12,nan,nan,nan,0.513,nan,3.8,3.8
71523,14.05,-647,65.12,nan,nan,nan,0.513,0.707,3.8,3.8
71524,14.05,-646,65.12,nan,nan,nan,0.513,0.707,3.8,3.8
71525,14.05,-645,65.12,nan,nan,nan,0.512,0.577,3.8,3.8
71526,14.55,-645,65.12,nan,nan,nan,0.512,0.577,3.8,3.8
71527,14.55,-645,65.12,nan,nan,nan,0.512,0.577,3.8,3.8
71528,14.55,-645,65.12,nan,nan,nan,0.512,0.577,3.8,3.8
71529,14.55,-645,65.12,nan,nan,nan,0.512,0.577,3.8,3.8
71530,14.55,-645,65.12,nan,nan,nan,0.512,0.577,3.8,3.8
71531,14.55,-645,65.12,nan,nan,nan,0.512,0.577,3.8,3.8
71532,14.55,-645,65.12,nan,nan,nan,0.512,0.707,3.8,3.8
71533,14.55,-645,65.12,nan,nan,nan,0.512,0.707,3.8,3.8
71534,14.55,-645,65.12,nan,nan,nan,0.512,nan,3.8,3.8
71535,14.55,-645,65.12,nan,nan,nan,0.512,nan,3.8,3.8
71536,14.55,-645,65.12,nan,nan,nan,0.513,nan,3.8,2.75
71537,14.55,-645,65.12,nan,nan,nan,0.513,nan,3.8,2.75
71538,14.55,-644,65.12,nan,nan,nan,0.513,nan,3.8,2.75
71539,14.9,-644,65.12,nan,nan,nan,0.513,0.707,3.8,2.75
71540,14.9,-644,65.12,nan,nan,nan,0.513,0.707,3.8,2.75
71541,14.9,-644,65.12,nan,nan,nan,0.513,0.707,3.8,2.75
71542,14.9,-644,65.12,nan,nan,nan,0.513,0.707,3.8,2.75
71543,14.9,-643,65.12,nan,nan,nan,0.513,0.707,3.8,2.75
71544,14.9,-643,65.12,nan,nan,nan,0.513,0.707,3.8,2.75
71545,14.9,-643,65.12,nan,nan,nan,0.514,0.707,3.8,1.7
71546,14.9,-645,65.12,nan,nan,nan,0.513,0.577,3.8,1.7
71547,14.05,-645,65.12,nan,nan,nan,0.513,0.577,3.8,1.7
71548,14.05,-645,65.12,nan,nan,nan,0.513,0.707,3.8,1.7
71549,14.05,-645,65.12,nan,nan,nan,0.513,0.707,3.8,1.7
71550,14.05,-645,65.12,nan,nan,nan,0.514,0.707,3.8,1.7
71551,14.05,-645,65.12,nan,nan,nan,0.514,0.707,3.8,1.7
71552,14.05,-645,65.12,nan,nan,nan,0.514,0.707,3.8,1.7
71553,14.05,-644,65.12,nan,nan,nan,0.513,0.577,3.8,1.7
71554,14.55,-643,65.12,nan,nan,nan,0.513,0.577,3.8,1.7
71555,14.55,-643,65.12,nan,nan,nan,0.513,0.577,3.8,1.7
71556,14.55,-643,65.12,nan,nan,nan,0.513,0.707,3.8,1.7
71557,14.55,-642,65.12,nan,nan,nan,0.513,0.707,3.8,1.7
71558,14.55,-641,65.12,nan,nan,nan,0.513,0.707,3.8,1.7
71559,14.55,-640,65.12,nan,nan,nan,0.514,0.707,3.8,1.7
71560,14.55,-640,65.12,nan,nan,nan,0.514,0.707,3.8,1.7
71561,14.55,-639,65.12,nan,nan,nan,0.514,0.707,3.8,1.7
71562,14.55,-639,65.12,nan,nan,nan,0.514,nan,3.8,1.7
71563,14.55,-639,65.12,nan,nan,nan,0.514,nan,3.8,1.7
71564,14.55,-639,65.12,nan,nan,nan,0.514,nan,3.8,1.7
71565,14.55,-638,65.12,nan,nan,nan,0.514,nan,3.8,1.7
71566,14.55,-637,65.12,nan,nan,nan,0.514,nan,3.8,1.7
71567,14.55,-637,65.12,nan,nan,nan,0.514,nan,3.8,1.7
71568,14.55,-636,65.12,nan,nan,nan,0.513,nan,3.8,1.7
71569,14.9,-636,65.12,nan,nan,nan,0.513,0.707,3.8,1.7
71570,14.9,-636,65.12,nan,nan,nan,0.513,0.707,3.8,1.7
71571,14.9,-636,65.12,nan,nan,nan,0.513,0.707,3.8,1.7
71572,14.9,-636,65.12,nan,nan,nan,0.513,0.707,3.8,1.7
71573,14.9,-636,65.12,nan,nan,nan,0.513,0.707,3.8,1.7
71574,14.9,-636,65.12,nan,nan,nan,0.513,0.707,3.8,1.7
71575,14.9,-636,65.12,nan,nan,nan,0.513,0.707,3.8,1.7
71576,14.9,-636,65.12,nan,nan,nan,0.513,0.707,3.8,1.7
71577,14.9,-636,65.12,nan,nan,nan,0.514,nan,3.8,1.7
71578,14.9,-636,65.12,nan,nan,nan,0.514,nan,3.8,1.7
71579,14.9,-636,65.12,nan,nan,nan,0.514,nan,3.8,1.7
71580,14.9,-636,65.12,nan,nan,nan,0.516,nan,3.8,0.9
71581,14.9,-636,65.12,nan,nan,nan,0.516,nan,3.8,0.9
71582,14.9,-637,65.12,nan,nan,nan,0.514,nan,3.8,0.9
71583,14.55,-637,65.12,nan,nan,nan,0.514,0.707,3.8,0.9
71584,14.55,-636,65.12,nan,nan,nan,0.516,0.707,3.8,0.85
71585,14.55,-635,65.12,nan,nan,nan,0.516,0.707,3.8,0.85
71586,14.55,-635,65.12,nan,nan,nan,0.516,0.707,3.8,0.85
71587,14.55,-634,65.12,nan,nan,nan,0.516,0.707,3.8,0.85
71588,14.55,-634,65.12,nan,nan,nan,0.516,0.707,3.8,0.85
71589,14.55,-634,65.12,nan,nan,nan,0.516,0.707,3.8,0.85
71590,14.55,-634,65.12,nan,nan,nan,0.516,0.707,3.8,0.85
71591,14.55,-634,65.12,nan,nan,nan,0.516,nan,3.8,0.85
71592,14.55,-634,65.12,nan,nan,nan,0.516,nan,3.8,0.85
71593,14.55,-634,65.12,nan,nan,nan,0.516,nan,3.8,0.85
71594,14.55,-634,65.12,nan,nan,nan,0.516,nan,3.8,0.85
71595,14.55,-633,65.12,nan,nan,nan,0.516,nan,3.8,0.85
71596,14.55,-633,65.12,nan,nan,nan,0.516,nan,3.8,0.85
71597,14.55,-633,65.12,nan,nan,nan,0.516,nan,3.8,0.85
71598,14.55,-633,65.12,nan,nan,nan,0.516,nan,3.8,0.85
71599,14.55,-633,65.12,nan,nan,nan,0.516,nan,3.8,0.85
71600,14.55,-633,65.12,nan,nan,nan,0.516,nan,3.8,0.85
71601,14.55,-633,65.12,nan,nan,nan,0.516,nan,3.8,0.85
71602,14.55,-632,65.12,nan,nan,nan,0.516,nan,3.8,0.85
71603,14.55,-632,65.12,nan,nan,nan,0.516,nan,3.8,0.85
71604,14.55,-632,65.12,nan,nan,nan,0.516,nan,3.8,0.85
71605,14.55,-631,65.12,nan,nan,nan,0.514,nan,3.8,0.85
71606,14.9,-631,65.12,nan,nan,nan,0.514,0.707,3.8,0.85
71607,14.9,-641,65.12,nan,nan,nan,0.513,0.577,3.8,0.85
71608,14.05,-641,65.12,nan,nan,nan,0.513,0.577,3.8,0.85
71609,14.05,-641,65.12,nan,nan,nan,0.514,0.577,3.8,0.85
71610,14.05,-640,65.12,nan,nan,nan,0.514,0.577,3.8,0.85
71611,14.05,-640,65.12,nan,nan,nan,0.514,0.577,3.8,0.85
71612,14.05,-640,65.12,nan,nan,nan,0.514,0.577,3.8,0.85
71613,14.05,-640,65.12,nan,nan,nan,0.514,0.577,3.8,0.85
71614,14.05,-640,65.12,nan,nan,nan,0.514,0.577,3.8,0.85
71615,14.05,-640,65.12,nan,nan,nan,0.514,0.707,3.8,0.85
71616,14.05,-639,65.12,nan,nan,nan,0.514,nan,3.8,0.85
71617,14.05,-638,65.12,nan,nan,nan,0.514,nan,3.8,0.85
71618,14.05,-642,65.12,nan,nan,nan,0.513,nan,3.8,0.85
71619,12.8,-642,65.12,nan,nan,nan,0.513,0.707,4.2,2.1
71620,12.8,-642,65.12,nan,nan,nan,0.513,0.707,4.2,2.1
71621,12.8,-641,65.12,nan,nan,nan,0.513,0.707,4.2,2.1
71622,12.8,-640,65.12,nan,nan,nan,0.514,0.707,4.2,2.1
71623,12.8,-640,65.12,nan,nan,nan,0.514,0.707,4.2,2.1
71624,12.8,-640,65.12,nan,nan,nan,0.514,0.707,4.2,2.1
71625,12.8,-640,65.12,nan,nan,nan,0.516,0.707,4.2,2.1
71626,12.8,-640,65.12,nan,nan,nan,0.516,0.707,4.2,2.1
71627,12.8,-640,65.12,nan,nan,nan,0.516,nan,4.2,2.1
