Trade Number,Market Price,Excess Demand,Speculator Proportion,Kurtosis MP,Kurtosis ED,Kurtosis SP,MP Volatility Last 100 Trades,MP Volatility Last 10 Trades,Pre-CUSP Market Price Difference,Last 100 Pre-CUSP Market Prices Difference,Trade Number STDV,Market Price STDV,Excess Demand STDV,Speculator Proportion STDV,Kurtosis MP STDV,Kurtosis ED STDV,Kurtosis SP STDV,MP Volatility Last 100 Trades STDV,MP Volatility Last 10 Trades STDV,Pre-CUSP Market Price Difference STDV,Last 100 Pre-CUSP Market Prices Difference STDV
60562.41408751334,54.317395944503716,-451.34471718249733,64.9505229455708,,,,1.1363839572192518,0.7558247261345822,0.0,11.647705442902895,8121.40886485814,19.513598587269453,169.41987038940903,0.13026466678113843,,,,1.9567600557243732,0.6139766176027823,0.0,6.176037071015984
60563.41408751334,54.281910352187836,-451.45997865528284,64.9505229455708,,,,1.1401016042780752,0.7740595611285238,0.2933297758804696,11.62705442902883,8121.40886485814,19.44727968566108,169.42675258709514,0.13026466678113843,,,,1.96274550079895,0.7454426655433305,0.9998243234692361,6.166333843855562
60564.41408751334,54.25128068303099,-451.4162219850587,64.9505229455708,,,,1.1466164529914522,0.7711955484896633,0.6450907150480256,11.63223052294559,8121.40886485814,19.469787323540164,169.4093186954602,0.13026466678113843,,,,1.990846867355502,1.1277512670909908,1.435546005655505,6.142307979849633
60565.41408751334,54.21456776947707,-451.31483457844183,64.9505229455708,,,,1.1503108974358964,0.796409385113266,0.862593383137673,11.619103521878355,8121.40886485814,19.45695488875806,169.4004624382086,0.13026466678113843,,,,1.9956555524183879,1.1845984213151988,1.6818198578432388,6.167570024525564
60566.41408751334,54.21302027748133,-451.3351120597652,64.9505229455708,,,,1.1533504273504278,0.8228421900161007,1.0991995731056556,11.610298826040573,8121.40886485814,19.425223624529586,169.3058108980792,0.13026466678113843,,,,2.0016830004937405,1.2038838708330126,1.8632252191762526,6.111730774424605
60567.41408751334,54.1541622198506,-451.2198505869797,64.9505229455708,,,,1.1531997863247863,0.896204472843448,1.3817502668089643,11.587940234791898,8121.40886485814,19.384870949706077,169.2678146443403,0.13026466678113843,,,,1.998198450795272,1.8193550194025787,2.051740789267006,6.083669878771098
60568.41408751334,54.16488794023479,-451.1760939167556,64.9505229455708,,,,1.1541271367521382,0.8763019480519453,1.614034151547492,11.554162219850587,8121.40886485814,19.384399701178847,169.29688845409652,0.13026466678113843,,,,1.9958471430041849,1.720745604324299,2.1800977015173686,6.0809852673836655
60569.41408751334,54.16643543223054,-451.26467449306296,64.9505229455708,,,,1.16553311965812,0.9544926590538307,1.8138207043756671,11.590768409818567,8121.40886485814,19.39242725084018,169.21326638451959,0.13026466678113843,,,,2.0222770145777265,2.421403414944931,2.3372690468840345,6.116166676966229
60570.41408751334,54.16440768409818,-451.23479188900745,64.95056563500516,,,,1.1809326203208559,0.9743676470588213,2.055069370330844,11.635645677694763,8121.40886485814,19.374761622694834,169.3497525324466,0.1302218786831809,,,,2.0766892601351183,2.4214087262192625,2.4382914352587353,6.1378033638042515
60571.41408751334,54.17273212379932,-451.1803628601921,64.95060832443953,,,,1.1723582887700537,0.997839464882941,2.2506937033084338,11.639327641408746,8121.40886485814,19.431470332438305,169.34006038092392,0.13024463172401238,,,,1.9365457369799621,2.377072952263416,2.576910249594285,6.152129398247337
60572.41408751334,54.19482390608321,-451.1440768409819,64.9506510138739,,,,1.1698106951871645,1.0132563237774017,2.4337780149413017,11.594130202774808,8121.40886485814,19.46796598163388,169.34704015799548,0.1302149232396101,,,,1.9473636371480987,2.452712687251348,2.6405534141147573,6.1477280352870265
60573.41408751334,54.18842049092845,-451.09071504802563,64.95069370330826,,,,1.1689711538461542,0.9976241610738235,2.599252934898612,11.586979722518667,8121.40886485814,19.42055037327149,169.44494510861387,0.130185193977257,,,,1.957823862867661,2.3864054748279373,2.722932077812134,6.172598946223773
60574.41408751334,54.21067235859123,-451.24759871931695,64.95073639274263,,,,1.1691442307692312,0.9796126418152331,2.7744930629669153,11.581430096051216,8121.40886485814,19.410058793456464,169.5935267294563,0.1302079114405712,,,,1.9661022722116406,2.4138313212319584,2.7910447935686022,6.173188566672154
60575.41408751334,54.19775880469585,-451.3137673425827,64.95077908217698,,,,1.1697040598290611,0.9862390953150214,2.930149413020276,11.572732123799346,8121.40886485814,19.411943734330492,169.57732548761285,0.13016503468295026,,,,1.9752708677785502,2.420900753809674,2.839148447176318,6.179189763398147
60576.41408751334,54.176627534685174,-451.3223052294557,64.95082177161134,,,,1.1696367521367528,0.9172229299363029,3.145677694770543,11.576840981856977,8121.40886485814,19.45308035414146,169.5129965261389,0.13021395756515608,,,,1.9763832342346486,2.044439245681598,2.934272874984646,6.197052562159782
60577.41408751334,54.14605122732123,-451.32443970117396,64.95082177161134,,,,1.1730929487179491,0.9139823999999975,3.3339381003201694,11.5642475987193,8121.40886485814,19.43001645315415,169.46824792503776,0.13021395756515608,,,,1.9869000693520789,2.156118063856955,3.006720641570467,6.189097921224285
60578.41408751334,54.1344717182497,-451.3127001067236,64.95082177161134,,,,1.1867083333333326,0.9315773026315769,3.502187833511206,11.58772678762005,8121.40886485814,19.398090889668016,169.53264712328516,0.13021395756515608,,,,2.022347637065458,2.3023272337773104,3.0970418314245785,6.217233327082979
60579.41408751334,54.14781216648874,-451.34471718249733,64.95082177161134,,,,1.1794946581196581,0.9060080385852067,3.719583778014942,11.621824973319088,8121.40886485814,19.4137252995213,169.6182217473092,0.13021395756515608,,,,2.015708978466114,1.9407297086885051,3.221116317111213,6.254710172147228
